,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
281,16,<,15,Oklahoma State,Big 12,4-1,559,14,W 36-31 A Texas A&M,Week 6Oct 11,2009,
282,17,<,16,Kansas,Big 12,5-0,551,15,W 41-36 H Iowa State,Week 6Oct 11,2009,
283,18,<,18,BYU,MWC,5-1,490,19,W 59-21 A UNLV,Week 6Oct 11,2009,
284,19,<,22,Georgia Tech,ACC,5-1,453,20,W 49-44 A Florida State,Week 6Oct 11,2009,
285,20,<,19,Oklahoma,Big 12,3-2,432,18,W 33-7 H Baylor,Week 6Oct 11,2009,
286,21,<,23,South Florida,Big East,5-0,330,21,DNP,Week 6Oct 11,2009,
287,22,<,25,South Carolina,SEC,5-1,319,22,W 28-26 H Kentucky,Week 6Oct 11,2009,
288,23,<,NR,Houston,CUSA,4-1,192,23,W 31-24 A Mississippi State,Week 6Oct 11,2009,
289,24,<,NR,Utah,MWC,4-1,76,NR,W 24-17 A Colorado State,Week 6Oct 11,2009,
290,25,<,NR,Notre Dame,Ind,4-1,75,25,DNP,Week 6Oct 11,2009,
291,RV,<,NR,Pittsburgh,Big East,,58,,,Week 6Oct 11,2009,
292,RV,<,17,Auburn,SEC,5-1,55,NR,L 44-23 A Arkansas,Week 6Oct 11,2009,
293,RV,<,NR,West Virginia,Big East,,46,,,Week 6Oct 11,2009,
294,RV,<,20,Mississippi,SEC,3-2,28,NR,L 22-3 H #3 Alabama,Week 6Oct 11,2009,
295,RV,<,NR,Wisconsin,Big Ten,,27,,L 31-13 A #9 Ohio State,Week 6Oct 11,2009,
296,RV,<,24,Missouri,Big 12,4-1,25,24,L 27-12 H #21 Nebraska,Week 6Oct 11,2009,
297,RV,<,NR,Arkansas,SEC,,16,,W 44-23 H #17 Auburn,Week 6Oct 11,2009,
298,RV,<,NR,Central Michigan,MAC,,6,,,Week 6Oct 11,2009,
299,RV,<,NR,Arizona,Pac-10,,5,,,Week 6Oct 11,2009,
300,RV,<,NR,Michigan,Big Ten,,5,,L 30-28 A #12 Iowa,Week 6Oct 11,2009,
301,RV,<,NR,Oregon State,Pac-10,,2,,,Week 6Oct 11,2009,
302,RV,<,NR,Idaho,WAC,,1,,W 29-25 A San Jose State,Week 6Oct 11,2009,
303,RV,<,NR,Navy,Ind,,1,,,Week 6Oct 11,2009,
304,RV,<,NR,Stanford,Pac-10,,1,,,Week 6Oct 11,2009,
305,RV,<,NR,Texas Tech,Big 12,,1,,,Week 6Oct 11,2009,
306,1,<,2,Alabama (39),SEC,7-0,1447,2,W 20-6 H #22 South Carolina,Week 7Oct 18,2009,2
307,2,<,1,Florida (20),SEC,6-0,1434,1,W 23-20 H Arkansas,Week 7Oct 18,2009,1
308,3,<,3,Texas,Big 12,6-0,1365,3,W 16-13 N #20 Oklahoma,Week 7Oct 18,2009,3
309,4,<,6,USC,Pac-10,5-1,1213,4,W 34-27 A #25 Notre Dame,Week 7Oct 18,2009,7
310,5,<,8,Cincinnati,Big East,6-0,1163,6,W 34-17 A #21 South Florida,Week 7Oct 18,2009,5
311,6,<,5,Boise State,WAC,6-0,1156,5,W 28-21 A Tulsa,Week 7Oct 18,2009,4
312,7,<,11,Iowa,Big Ten,7-0,1092,8,W 20-10 A Wisconsin,Week 7Oct 18,2009,6
313,8,<,9,Miami (FL),ACC,5-1,1056,9,W 27-7 A UCF,Week 7Oct 18,2009,10
314,9,<,10,LSU,SEC,5-1,1014,10,DNP,Week 7Oct 18,2009,9
315,10,<,12,TCU,MWC,6-0,1001,7,W 44-6 H Colorado State,Week 7Oct 18,2009,8
316,11,<,19,Georgia Tech,ACC,6-1,861,13,W 28-23 H #4 Virginia Tech,Week 7Oct 18,2009,12
317,12,<,13,Oregon,Pac-10,5-1,849,14,DNP,Week 7Oct 18,2009,11
318,13,<,14,Penn State,Big Ten,6-1,753,11,W 20-0 H Minnesota,Week 7Oct 18,2009,13
319,14,<,16,Oklahoma State,Big 12,5-1,690,12,W 33-17 H Missouri,Week 7Oct 18,2009,15
320,15,<,4,Virginia Tech,ACC,5-2,684,15,L 28-23 A #19 Georgia Tech,Week 7Oct 18,2009,14
321,16,<,18,BYU,MWC,6-1,601,16,W 38-28 A San Diego State,Week 7Oct 18,2009,16
322,17,<,23,Houston,CUSA,5-1,478,18,W 44-16 A Tulane,Week 7Oct 18,2009,17
323,18,<,7,Ohio State,Big Ten,5-2,373,17,L 26-18 A Purdue,Week 7Oct 18,2009,19
324,19,<,24,Utah,MWC,5-1,350,20,W 35-15 A UNLV,Week 7Oct 18,2009,18
325,20,<,NR,Pittsburgh,Big East,6-1,330,19,W 24-17 A Rutgers,Week 7Oct 18,2009,20
326,21,<,NR,Texas Tech,Big 12,5-2,286,24,W 31-10 A #15 Nebraska,Week 7Oct 18,2009,NR
327,22,<,NR,West Virginia,Big East,5-1,205,22,W 24-7 H Marshall,Week 7Oct 18,2009,23
328,23,<,22,South Carolina,SEC,5-2,159,23,L 20-6 A #2 Alabama,Week 7Oct 18,2009,24
329,24,<,17,Kansas,Big 12,5-1,120,21,L 34-30 A Colorado,Week 7Oct 18,2009,25
330,25,<,20,Oklahoma,Big 12,3-3,117,NR,L 16-13 N #3 Texas,Week 7Oct 18,2009,NR
331,RV,<,25,Notre Dame,Ind,4-2,61,NR,L 34-27 H #6 USC,Week 7Oct 18,2009,NR
332,RV,<,NR,Mississippi,SEC,,59,NR,,Week 7Oct 18,2009,NR
333,RV,<,21,South Florida,Big East,5-1,57,NR,L 34-17 H #8 Cincinnati,Week 7Oct 18,2009,NR
334,RV,<,15,Nebraska,Big 12,4-2,52,NR,L 31-10 H Texas Tech,Week 7Oct 18,2009,NR
335,RV,<,NR,Michigan,Big Ten,,41,,,Week 7Oct 18,2009,NR
336,RV,<,NR,Central Michigan,MAC,,39,,,Week 7Oct 18,2009,NR
337,RV,<,NR,Arizona,Pac-10,,25,,,Week 7Oct 18,2009,22
338,RV,<,NR,California,Pac-10,,9,,,Week 7Oct 18,2009,NR
339,RV,<,NR,Arkansas,SEC,,8,,,Week 7Oct 18,2009,NR
340,RV,<,NR,Oregon State,Pac-10,,5,,,Week 7Oct 18,2009,NR
341,RV,<,NR,Idaho,WAC,,4,,W 35-23 H Hawaii,Week 7Oct 18,2009,NR
342,RV,<,NR,Missouri,Big 12,,4,,,Week 7Oct 18,2009,NR
343,RV,<,NR,Navy,Ind,,4,,,Week 7Oct 18,2009,NR
344,RV,<,NR,Wisconsin,Big Ten,,4,,,Week 7Oct 18,2009,21
345,RV,<,NR,Auburn,SEC,,3,,,Week 7Oct 18,2009,NR
346,RV,<,NR,Boston College,ACC,,3,,,Week 7Oct 18,2009,NR
347,1,<,2,Florida (30),SEC,7-0,1463,1,W 29-19 A Mississippi State,Week 8Oct 25,2009,1
348,2,<,1,Alabama (23),SEC,8-0,1448,2,W 12-10 H Tennessee,Week 8Oct 25,2009,2
349,3,<,3,Texas (7),Big 12,7-0,1407,3,W 41-7 A Missouri,Week 8Oct 25,2009,3
350,4,<,4,USC,Pac-10,6-1,1217,4,W 42-36 H Oregon State,Week 8Oct 25,2009,5
351,5,<,5,Cincinnati,Big East,7-0,1211,7,W 41-10 H Louisville,Week 8Oct 25,2009,8
352,6,<,6,Boise State,WAC,7-0,1177,5,W 54-9 A Hawaii,Week 8Oct 25,2009,7
353,7,<,7,Iowa,Big Ten,8-0,1148,8,W 15-13 A Michigan State,Week 8Oct 25,2009,4
354,8,<,10,TCU,MWC,7-0,1132,6,W 38-7 A #16 BYU,Week 8Oct 25,2009,6
355,9,<,9,LSU,SEC,6-1,1040,9,W 31-10 H Auburn,Week 8Oct 25,2009,9
356,10,<,12,Oregon,Pac-10,6-1,933,12,W 43-19 A Washington,Week 8Oct 25,2009,10
357,11,<,11,Georgia Tech,ACC,7-1,923,11,W 34-9 A Virginia,Week 8Oct 25,2009,11
358,12,<,13,Penn State,Big Ten,7-1,843,10,W 35-10 A Michigan,Week 8Oct 25,2009,12
359,13,<,14,Oklahoma State,Big 12,6-1,768,13,W 34-7 A Baylor,Week 8Oct 25,2009,14
360,14,<,15,Virginia Tech,ACC,5-2,734,14,DNP,Week 8Oct 25,2009,13
361,15,<,17,Houston,CUSA,6-1,601,16,W 38-15 H SMU,Week 8Oct 25,2009,18
362,16,<,20,Pittsburgh,Big East,7-1,551,17,W 41-14 H South Florida,Week 8Oct 25,2009,15
363,17,<,18,Ohio State,Big Ten,6-2,508,15,W 38-7 H Minnesota,Week 8Oct 25,2009,17
364,18,<,8,Miami (FL),ACC,5-2,501,18,L 40-37 (1OT) H Clemson,Week 8Oct 25,2009,19
365,19,<,19,Utah,MWC,6-1,400,19,W 23-16 (1OT) H Air Force,Week 8Oct 25,2009,16
366,20,<,22,West Virginia,Big East,6-1,323,20,W 28-24 H Connecticut,Week 8Oct 25,2009,21
367,21,<,23,South Carolina,SEC,6-2,270,21,W 14-10 H Vanderbilt,Week 8Oct 25,2009,22
368,22,<,25,Oklahoma,Big 12,4-3,210,23,W 35-13 A #24 Kansas,Week 8Oct 25,2009,NR
369,23,<,NR,Arizona,Pac-10,5-2,164,24,W 27-13 H UCLA,Week 8Oct 25,2009,20
370,24,<,NR,Mississippi,SEC,5-2,142,22,W 30-17 H Arkansas,Week 8Oct 25,2009,25
371,25,<,NR,Notre Dame,Ind,5-2,135,25,W 20-16 H Boston College,Week 8Oct 25,2009,23
372,RV,<,16,BYU,MWC,6-2,80,NR,L 38-7 H #10 TCU,Week 8Oct 25,2009,NR
373,RV,<,NR,Central Michigan,MAC,,76,NR,,Week 8Oct 25,2009,NR
374,RV,<,NR,California,Pac-10,,24,NR,,Week 8Oct 25,2009,24
375,RV,<,21,Texas Tech,Big 12,5-3,18,,L 52-30 H Texas A&M,Week 8Oct 25,2009,NR
376,RV,<,NR,Wisconsin,Big Ten,,16,,,Week 8Oct 25,2009,NR
377,RV,<,NR,Navy,Ind,,13,,,Week 8Oct 25,2009,NR
378,RV,<,24,Kansas,Big 12,5-2,12,,L 35-13 H #25 Oklahoma,Week 8Oct 25,2009,NR
379,RV,<,NR,Clemson,ACC,,11,,,Week 8Oct 25,2009,NR
380,RV,<,NR,Rutgers,Big East,,1,,,Week 8Oct 25,2009,NR
381,1,<,1,Florida (38),SEC,8-0,1448,1,W 41-17 N Georgia,Week 9Nov 1,2009,1
382,2,<,3,Texas (13),Big 12,8-0,1408,2,W 41-14 A #13 Oklahoma State,Week 9Nov 1,2009,2
383,3,<,2,Alabama (8),SEC,8-0,1390,3,DNP,Week 9Nov 1,2009,3
384,4,<,5,Cincinnati,Big East,8-0,1212,7,W 28-7 A Syracuse,Week 9Nov 1,2009,5
385,5,<,6,Boise State,WAC,8-0,1211,5,W 45-7 H San Jose State,Week 9Nov 1,2009,7
386,6,<,8,TCU,MWC,8-0,1147,4,W 41-0 H UNLV,Week 9Nov 1,2009,6
387,7,<,10,Oregon,Pac-10,7-1,1130,8,W 47-20 H #4 USC,Week 9Nov 1,2009,8
388,8,<,7,Iowa,Big Ten,9-0,1127,6,W 42-24 H Indiana,Week 9Nov 1,2009,4
389,9,<,9,LSU,SEC,7-1,1036,9,W 42-0 H Tulane,Week 9Nov 1,2009,9
390,10,<,11,Georgia Tech,ACC,8-1,949,11,W 56-31 H Vanderbilt,Week 9Nov 1,2009,10
391,11,<,12,Penn State,Big Ten,8-1,886,10,W 34-13 A Northwestern,Week 9Nov 1,2009,11
392,12,<,4,USC,Pac-10,6-2,741,13,L 47-20 A #10 Oregon,Week 9Nov 1,2009,12
393,13,<,15,Houston,CUSA,7-1,707,15,W 50-43 H Southern Miss,Week 9Nov 1,2009,15
394,14,<,16,Pittsburgh,Big East,7-1,690,14,DNP,Week 9Nov 1,2009,13
395,15,<,17,Ohio State,Big Ten,7-2,636,12,W 45-0 H New Mexico State,Week 9Nov 1,2009,16
396,16,<,18,Miami (FL),ACC,6-2,602,17,W 28-27 A Wake Forest,Week 9Nov 1,2009,17
397,17,<,19,Utah,MWC,7-1,552,16,W 22-10 H Wyoming,Week 9Nov 1,2009,14
398,18,<,13,Oklahoma State,Big 12,6-2,361,18,L 41-14 H #3 Texas,Week 9Nov 1,2009,19
399,19,<,25,Notre Dame,Ind,6-2,352,21,W 40-14 N Washington State,Week 9Nov 1,2009,22
400,20,<,22,Oklahoma,Big 12,5-3,348,20,W 42-30 H Kansas State,Week 9Nov 1,2009,24
401,21,<,23,Arizona,Pac-10,5-2,322,19,DNP,Week 9Nov 1,2009,18
402,22,<,14,Virginia Tech,ACC,5-3,185,24,L 20-17 H North Carolina,Week 9Nov 1,2009,23
403,23,<,NR,California,Pac-10,6-2,181,23,W 23-21 A Arizona State,Week 9Nov 1,2009,20
404,24,<,NR,Wisconsin,Big Ten,6-2,172,22,W 37-0 H Purdue,Week 9Nov 1,2009,21
405,25,<,NR,BYU,MWC,6-2,130,25,DNP,Week 9Nov 1,2009,NR
406,RV,<,NR,South Florida,Big East,,115,,W 30-19 H #20 West Virginia,Week 9Nov 1,2009,25
407,RV,<,NR,Clemson,ACC,,35,,,Week 9Nov 1,2009,NR
408,RV,<,NR,Auburn,SEC,,30,,W 33-20 H #24 Mississippi,Week 9Nov 1,2009,NR
409,RV,<,NR,Texas Tech,Big 12,,24,,,Week 9Nov 1,2009,NR
410,RV,<,20,West Virginia,Big East,6-2,15,NR,L 30-19 A South Florida,Week 9Nov 1,2009,NR
411,RV,<,NR,Rutgers,Big East,,11,,,Week 9Nov 1,2009,NR
412,RV,<,NR,Boston College,ACC,,6,,,Week 9Nov 1,2009,NR
413,RV,<,NR,Central Michigan,MAC,,4,,,Week 9Nov 1,2009,NR
414,RV,<,NR,Oregon State,Pac-10,,4,,,Week 9Nov 1,2009,NR
415,RV,<,NR,Tennessee,SEC,,3,,W 31-13 H #21 South Carolina,Week 9Nov 1,2009,NR
416,RV,<,NR,Idaho,Other,,2,,W 35-34 H Louisiana Tech,Week 9Nov 1,2009,NR
417,RV,<,21,South Carolina,SEC,6-3,1,NR,L 31-13 A Tennessee,Week 9Nov 1,2009,NR
418,RV,<,NR,Richmond,Other,,1,,,Week 9Nov 1,2009,NR
419,RV,<,NR,Temple,MAC,,1,,,Week 9Nov 1,2009,NR
420,NR,<,24,Mississippi,SEC,5-3,0,NR,L 33-20 A Auburn,Week 9Nov 1,2009,NR
421,1,<,1,Florida (39),SEC,9-0,1467,1,W 27-3 H Vanderbilt,Week 10Nov 8,2009,1
422,2,<,2,Texas (10),Big 12,9-0,1430,2,W 35-3 H UCF,Week 10Nov 8,2009,3
423,3,<,3,Alabama (11),SEC,9-0,1422,3,W 24-15 H #9 LSU,Week 10Nov 8,2009,2
424,4,<,6,TCU,MWC,9-0,1271,4,W 55-12 A San Diego State,Week 10Nov 8,2009,4
425,5,<,4,Cincinnati,Big East,9-0,1263,5,W 47-45 H Connecticut,Week 10Nov 8,2009,5
426,6,<,5,Boise State,WAC,9-0,1228,6,W 45-35 A Louisiana Tech,Week 10Nov 8,2009,6
427,7,<,10,Georgia Tech,ACC,9-1,1127,7,W 30-27 (1OT) H Wake Forest,Week 10Nov 8,2009,7
428,8,<,14,Pittsburgh,Big East,8-1,945,9,W 37-10 H Syracuse,Week 10Nov 8,2009,12
429,9,<,9,LSU,SEC,7-2,904,11,L 24-15 A #3 Alabama,Week 10Nov 8,2009,8
430,10,<,15,Ohio State,Big Ten,8-2,898,8,W 24-7 A #11 Penn State,Week 10Nov 8,2009,11
431,11,<,12,USC,Pac-10,7-2,834,10,W 14-9 A Arizona State,Week 10Nov 8,2009,9
432,12,<,16,Miami (FL),ACC,7-2,805,15,W 52-17 H Virginia,Week 10Nov 8,2009,14
433,13,<,13,Houston,CUSA,8-1,783,12,W 46-45 A Tulsa,Week 10Nov 8,2009,15
434,14,<,7,Oregon,Pac-10,7-2,752,16,L 51-42 A Stanford,Week 10Nov 8,2009,13
435,15,<,8,Iowa,Big Ten,9-1,741,13,L 17-10 H Northwestern,Week 10Nov 8,2009,10
436,16,<,17,Utah,MWC,8-1,706,14,W 45-14 H New Mexico,Week 10Nov 8,2009,16
437,17,<,18,Oklahoma State,Big 12,7-2,492,18,W 34-8 A Iowa State,Week 10Nov 8,2009,19
438,18,<,21,Arizona,Pac-10,6-2,476,19,W 48-7 H Washington State,Week 10Nov 8,2009,17
439,19,<,11,Penn State,Big Ten,8-2,467,17,L 24-7 H #15 Ohio State,Week 10Nov 8,2009,18
440,20,<,22,Virginia Tech,ACC,6-3,275,21,W 16-3 A East Carolina,Week 10Nov 8,2009,21
441,21,<,24,Wisconsin,Big Ten,7-2,274,20,W 31-28 A Indiana,Week 10Nov 8,2009,20
442,22,<,25,BYU,MWC,7-2,219,22,W 52-0 A Wyoming,Week 10Nov 8,2009,22
443,23,<,NR,South Florida,Big East,6-2,167,24,DNP,Week 10Nov 8,2009,24
444,24,<,NR,Clemson,ACC,6-3,149,NR,W 40-24 H Florida State,Week 10Nov 8,2009,NR
445,25,<,NR,Stanford,Pac-10,6-3,107,NR,W 51-42 H #7 Oregon,Week 10Nov 8,2009,NR
446,RV,<,NR,Oregon State,Pac-10,6-3,95,,W 31-14 A #23 California,Week 10Nov 8,2009,23
447,RV,<,NR,Auburn,SEC,5-4,54,,,Week 10Nov 8,2009,NR
448,RV,<,NR,West Virginia,Big East,6-3,54,,,Week 10Nov 8,2009,25
449,RV,<,NR,Texas Tech,Big 12,,24,,,Week 10Nov 8,2009,NR
450,RV,<,NR,Navy,Ind,,19,,,Week 10Nov 8,2009,NR
451,RV,<,NR,Tennessee,SEC,,12,,,Week 10Nov 8,2009,NR
452,RV,<,NR,Rutgers,Big East,,11,,,Week 10Nov 8,2009,NR
453,RV,<,NR,Nebraska,Big 12,,9,,W 10-3 H #20 Oklahoma,Week 10Nov 8,2009,NR
454,RV,<,NR,Temple,MAC,,7,,,Week 10Nov 8,2009,NR
455,RV,<,NR,Kansas State,Big 12,,5,,,Week 10Nov 8,2009,NR
456,RV,<,19,Notre Dame,Ind,6-3,3,NR,L 23-21 H Navy,Week 10Nov 8,2009,NR
457,RV,<,NR,Fresno State,WAC,,2,,,Week 10Nov 8,2009,NR
458,RV,<,NR,Mississippi,SEC,,2,,,Week 10Nov 8,2009,NR
459,RV,<,NR,Troy,Sun Belt,,1,,W 40-20 A Western Kentucky,Week 10Nov 8,2009,NR
460,NR,<,20,Oklahoma,Big 12,5-4,0,NR,L 10-3 A Nebraska,Week 10Nov 8,2009,NR
461,NR,<,23,California,Pac-10,6-3,0,NR,L 31-14 H Oregon State,Week 10Nov 8,2009,NR
462,1,<,1,Florida (36),SEC,10-0,1463,*1,W 24-14 A South Carolina,Week 11Nov 15,2009,1
463,2,<,3,Alabama (14),SEC,10-0,1429,*3,W 31-3 A Mississippi State,Week 11Nov 15,2009,2
464,3,<,2,Texas (10),Big 12,10-0,1424,*2,W 47-14 A Baylor,Week 11Nov 15,2009,3
465,4,<,4,TCU,MWC,10-0,1307,4,W 55-28 H #16 Utah,Week 11Nov 15,2009,4
466,5,<,5,Cincinnati,Big East,10-0,1247,5,W 24-21 H West Virginia,Week 11Nov 15,2009,5
467,6,<,6,Boise State,WAC,10-0,1213,6,W 63-25 H Idaho,Week 11Nov 15,2009,6
468,7,<,7,Georgia Tech,ACC,10-1,1139,7,W 49-10 A Duke,Week 11Nov 15,2009,7
469,8,<,8,Pittsburgh,Big East,9-1,1030,9,W 27-22 H Notre Dame,Week 11Nov 15,2009,9
470,9,<,10,Ohio State,Big Ten,9-2,990,8,W 27-24 (1OT) H #15 Iowa,Week 11Nov 15,2009,10
471,10,<,9,LSU,SEC,8-2,968,10,W 24-16 H Louisiana Tech,Week 11Nov 15,2009,8
472,11,<,14,Oregon,Pac-10,8-2,918,11,W 44-21 H Arizona State,Week 11Nov 15,2009,11
473,12,<,17,Oklahoma State,Big 12,8-2,754,13,W 24-17 H Texas Tech,Week 11Nov 15,2009,12
474,13,<,19,Penn State,Big Ten,9-2,689,12,W 31-20 H Indiana,Week 11Nov 15,2009,14
475,14,<,25,Stanford,Pac-10,7-3,652,17,W 55-21 A #11 USC,Week 11Nov 15,2009,17
476,15,<,15,Iowa,Big Ten,9-2,633,15,L 27-24 (1OT) A #10 Ohio State,Week 11Nov 15,2009,13
477,16,<,20,Virginia Tech,ACC,7-3,559,16,W 36-9 A Maryland,Week 11Nov 15,2009,15
478,17,<,21,Wisconsin,Big Ten,8-2,547,14,W 45-24 H Michigan,Week 11Nov 15,2009,16
479,18,<,24,Clemson,ACC,7-3,442,19,W 43-23 A NC State,Week 11Nov 15,2009,23
480,19,<,22,BYU,MWC,8-2,344,18,W 24-19 A New Mexico,Week 11Nov 15,2009,22
481,20,<,NR,Oregon State,Pac-10,7-3,338,20,W 48-21 H Washington,Week 11Nov 15,2009,19
482,21,<,12,Miami (FL),ACC,7-3,255,24,L 33-24 A North Carolina,Week 11Nov 15,2009,20
483,22,<,11,USC,Pac-10,7-3,223,21,L 55-21 H #25 Stanford,Week 11Nov 15,2009,18
484,23,<,16,Utah,MWC,8-2,183,23,L 55-28 A #4 TCU,Week 11Nov 15,2009,21
485,24,<,13,Houston,CUSA,8-2,149,22,L 37-32 A UCF,Week 11Nov 15,2009,24
486,25,<,NR,Rutgers,Big East,7-2,145,RV,W 31-0 H #23 South Florida,Week 11Nov 15,2009,NR
487,RV,<,NR,North Carolina,ACC,7-3,144,25,L 24-7 A Georgia Tech,Week 11Nov 15,2009,NR
488,RV,<,NR,Nebraska,Big 12,7-3,64,25,W 31-17 A Kansas,Week 11Nov 15,2009,NR
489,RV,<,NR,California,Pac-10,,53,RV,,Week 11Nov 15,2009,25
490,RV,<,18,Arizona,Pac-10,6-3,50,RV,L 24-16 A California,Week 11Nov 15,2009,NR
491,RV,<,NR,Mississippi,SEC,,45,RV,,Week 11Nov 15,2009,NR
492,RV,<,NR,Navy,Ind,,41,RV,,Week 11Nov 15,2009,NR
493,RV,<,NR,Temple,MAC,,23,RV,,Week 11Nov 15,2009,NR
494,RV,<,NR,Auburn,SEC,,9,RV,,Week 11Nov 15,2009,NR
495,RV,<,NR,Georgia,SEC,,9,RV,,Week 11Nov 15,2009,NR
496,RV,<,NR,West Virginia,Big East,,8,RV,,Week 11Nov 15,2009,NR
497,RV,<,NR,Oklahoma,Big 12,,5,RV,,Week 11Nov 15,2009,NR
498,RV,<,NR,Texas Tech,Big 12,,4,RV,,Week 11Nov 15,2009,NR
499,RV,<,NR,Boston College,ACC,,3,RV,,Week 11Nov 15,2009,NR
500,RV,<,NR,Nevada,WAC,,1,RV,,Week 11Nov 15,2009,NR
501,NR,<,23,South Florida,Big East,6-3,0,NR,L 31-0 A Rutgers,Week 11Nov 15,2009,NR
502,NR,<,NR,Air Force,MWC,,0,NR,,Week 11Nov 15,2009,NR
503,NR,<,NR,Central Michigan,MAC,,0,RV,,Week 11Nov 15,2009,NR
504,NR,<,NR,Northwestern,Big Ten,,0,RV,,Week 11Nov 15,2009,NR
505,1,<,1,Florida (36),SEC,11-0,1463,*1,W 62-3 H FIU,Week 12Nov 22,2009,1
506,2,<,2,Alabama (13),SEC,11-0,1428,*3,W 45-0 H Chattanooga,Week 12Nov 22,2009,2
507,3,<,3,Texas (11),Big 12,11-0,1425,*2,W 51-20 H Kansas,Week 12Nov 22,2009,3
508,4,<,4,TCU,MWC,11-0,1309,4,W 45-10 A Wyoming,Week 12Nov 22,2009,4
509,5,<,5,Cincinnati,Big East,10-0,1245,5,DNP,Week 12Nov 22,2009,5
510,6,<,6,Boise State,WAC,11-0,1218,6,W 52-21 A Utah State,Week 12Nov 22,2009,6
511,7,<,7,Georgia Tech,ACC,10-1,1138,7,DNP,Week 12Nov 22,2009,7
512,8,<,8,Pittsburgh,Big East,9-1,1041,9,DNP,Week 12Nov 22,2009,9
513,9,<,9,Ohio State,Big Ten,10-2,1016,8,W 21-10 A Michigan,Week 12Nov 22,2009,10
514,10,<,11,Oregon,Pac-10,9-2,983,10,W 44-41 (2OT) A Arizona,Week 12Nov 22,2009,8
515,11,<,12,Oklahoma State,Big 12,9-2,793,12,W 31-28 H Colorado,Week 12Nov 22,2009,12
516,12,<,13,Penn State,Big Ten,10-2,773,11,W 42-14 A Michigan State,Week 12Nov 22,2009,13
517,13,<,15,Iowa,Big Ten,10-2,766,13,W 12-0 H Minnesota,Week 12Nov 22,2009,11
518,14,<,16,Virginia Tech,ACC,8-3,675,14,W 38-10 H NC State,Week 12Nov 22,2009,14
519,15,<,18,Clemson,ACC,8-3,609,16,W 34-21 H Virginia,Week 12Nov 22,2009,18
520,16,<,20,Oregon State,Pac-10,8-3,541,18,W 42-10 A Washington State,Week 12Nov 22,2009,16
521,17,<,10,LSU,SEC,8-3,409,17,L 25-23 A Mississippi,Week 12Nov 22,2009,15
522,18,<,19,BYU,MWC,9-2,399,15,W 38-21 H Air Force,Week 12Nov 22,2009,19
523,19,<,21,Miami (FL),ACC,8-3,347,21,W 34-16 H Duke,Week 12Nov 22,2009,17
524,20,<,NR,Mississippi,SEC,8-3,333,25,W 25-23 H #10 LSU,Week 12Nov 22,2009,25
525,21,<,NR,California,Pac-10,8-3,263,RV,W 34-28 A #14 Stanford,Week 12Nov 22,2009,22
526,22,<,23,Utah,MWC,9-2,249,19,W 38-7 H San Diego State,Week 12Nov 22,2009,21
527,23,<,NR,North Carolina,ACC,8-3,237,24,W 31-13 A Boston College,Week 12Nov 22,2009,24
528,24,<,22,USC,Pac-10,7-3,225,22,DNP,Week 12Nov 22,2009,20
529,25,<,24,Houston,CUSA,9-2,199,20,W 55-14 H Memphis,Week 12Nov 22,2009,23
530,RV,<,14,Stanford,Pac-10,7-4,169,RV,L 34-28 H California,Week 12Nov 22,2009,NR
531,RV,<,NR,Nebraska,Big 12,8-3,126,23,W 17-3 H Kansas State,Week 12Nov 22,2009,NR
532,RV,<,17,Wisconsin,Big Ten,8-3,40,RV,L 33-31 A Northwestern,Week 12Nov 22,2009,NR
533,RV,<,NR,Temple,MAC,9-2,32,RV,W 47-13 H Kent State,Week 12Nov 22,2009,NR
534,RV,<,NR,Navy,Ind,8-3,24,RV,DNP,Week 12Nov 22,2009,NR
535,RV,<,NR,Texas Tech,Big 12,7-4,11,RV,W 41-13 H Oklahoma,Week 12Nov 22,2009,NR
536,RV,<,NR,Northwestern,Big Ten,8-4,3,RV,W 33-31 H Wisconsin,Week 12Nov 22,2009,NR
537,RV,<,NR,West Virginia,Big East,7-3,3,RV,DNP,Week 12Nov 22,2009,NR
538,RV,<,NR,Auburn,SEC,7-4,2,RV,DNP,Week 12Nov 22,2009,NR
539,RV,<,NR,Kentucky,SEC,7-4,2,RV,W 34-27 A Georgia,Week 12Nov 22,2009,NR
540,RV,<,NR,Nevada,WAC,8-3,2,RV,W 63-20 A New Mexico State,Week 12Nov 22,2009,NR
541,RV,<,NR,Arizona,Pac-10,6-4,1,RV,L 44-41 (2OT) H #11 Oregon,Week 12Nov 22,2009,NR
542,RV,<,NR,Central Michigan,MAC,9-2,1,RV,W 35-3 A Ball State,Week 12Nov 22,2009,NR
543,NR,<,25,Rutgers,Big East,7-3,0,NR,L 31-13 A Syracuse,Week 12Nov 22,2009,NR
544,NR,<,NR,Arkansas,SEC,7-4,0,RV,W 42-21 H Mississippi State,Week 12Nov 22,2009,NR
545,NR,<,NR,Missouri,Big 12,7-4,0,RV,W 34-24 H Iowa State,Week 12Nov 22,2009,NR
546,NR,<,NR,Oklahoma,Big 12,6-5,0,NR,L 41-13 A Texas Tech,Week 12Nov 22,2009,NR
547,NR,<,NR,South Florida,Big East,7-3,0,RV,W 34-22 H Louisville,Week 12Nov 22,2009,NR
548,NR,<,NR,Tennessee,SEC,6-5,0,NR,W 31-16 H Vanderbilt,Week 12Nov 22,2009,NR
