,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
281,11,<,12,Florida,SEC,4-1,977,12,W 38-7 A Arkansas,Week 6Oct 5[8],2008,
282,12,<,14,Ohio State,Big Ten,5-1,931,11,W 20-17 A #18 Wisconsin,Week 6Oct 5[8],2008,
283,13,<,19,Vanderbilt,SEC,5-0,833,14,W 14-13 H #13 Auburn,Week 6Oct 5[8],2008,
284,14,<,15,Utah,MWC,6-0,815,13,W 31-28 H Oregon State,Week 6Oct 5[8],2008,
285,15,<,17,Boise State,WAC,4-0,677,16,W 38-3 H Louisiana Tech,Week 6Oct 5[8],2008,
286,16,<,16,Kansas,Big 12,4-1,623,15,W 35-33 A Iowa State,Week 6Oct 5[8],2008,
287,17,<,21,Oklahoma State,Big 12,5-0,565,17,W 56-28 H Texas A&M,Week 6Oct 5[8],2008,
288,18,<,20,Virginia Tech,ACC,5-1,485,18,W 27-13 H Western Kentucky,Week 6Oct 5[8],2008,
289,19,<,10,South Florida,Big East,5-1,392,20,L 26-21 H Pittsburgh,Week 6Oct 5[8],2008,
290,20,<,13,Auburn,SEC,4-2,236,23,L 14-13 A #19 Vanderbilt,Week 6Oct 5[8],2008,
291,21,<,25,Wake Forest,ACC,3-1,205,21,DNP,Week 6Oct 5[8],2008,
292,22,<,NR,North Carolina,ACC,4-1,196,NR,W 38-12 H #24 Connecticut,Week 6Oct 5[8],2008,
293,23,<,NR,Michigan State,Big Ten,5-1,161,19,W 16-13 H Iowa,Week 6Oct 5[8],2008,
294,24,<,NR,Pittsburgh,Big East,4-1,121,NR,W 26-21 A #10 South Florida,Week 6Oct 5[8],2008,
295,25,<,NR,Ball State,MAC,6-0,97,NR,W 31-0 A Toledo,Week 6Oct 5[8],2008,
296,RV,<,18,Wisconsin,Big Ten,,96,,L 20-17 H #14 Ohio State,Week 6Oct 5[8],2008,
297,RV,<,NR,Tulsa,CUSA,,85,,,Week 6Oct 5[8],2008,
298,RV,<,NR,Illinois,Big Ten,,81,,,Week 6Oct 5[8],2008,
299,RV,<,NR,California,Pac-10,,80,,,Week 6Oct 5[8],2008,
300,RV,<,NR,Northwestern,Big Ten,,78,,,Week 6Oct 5[8],2008,
301,RV,<,NR,TCU,MWC,,70,,,Week 6Oct 5[8],2008,
302,RV,<,NR,Georgia Tech,ACC,,59,,,Week 6Oct 5[8],2008,
303,RV,<,NR,Kentucky,SEC,,49,,,Week 6Oct 5[8],2008,
304,RV,<,NR,Florida State,ACC,,36,,,Week 6Oct 5[8],2008,
305,RV,<,NR,Notre Dame,Ind,,6,,,Week 6Oct 5[8],2008,
306,RV,<,22,Fresno State,WAC,,5,,L 32-29 H Hawaii,Week 6Oct 5[8],2008,
307,RV,<,NR,Arizona,Pac-10,,5,,,Week 6Oct 5[8],2008,
308,RV,<,23,Oregon,Pac-10,,4,,L 44-10 A #9 USC,Week 6Oct 5[8],2008,
309,RV,<,NR,Boston College,ACC,,3,,,Week 6Oct 5[8],2008,
310,RV,<,24,Connecticut,Big East,,0,,L 38-12 A North Carolina,Week 6Oct 5[8],2008,
311,1,<,5,Texas (39),Big 12,6-0,1599,1,W 45-35 N #1 Oklahoma,Week 7Oct 12[9],2008,
312,2,<,2,Alabama (26),SEC,6-0,1582,2,DNP,Week 7Oct 12[9],2008,
313,3,<,6,Penn State,Big Ten,7-0,1492,3,W 48-7 A Wisconsin,Week 7Oct 12[9],2008,
314,4,<,1,Oklahoma,Big 12,5-1,1306,6,L 45-35 N #5 Texas,Week 7Oct 12[9],2008,
315,5,<,11,Florida,SEC,5-1,1284,7,W 51-21 H #4 LSU,Week 7Oct 12[9],2008,
316,6,<,8,USC,Pac-10,4-1,1247,4,W 28-0 H Arizona State,Week 7Oct 12[9],2008,
317,7,<,7,Texas Tech,Big 12,6-0,1210,5,W 37-31 (1OT) H Nebraska,Week 7Oct 12[9],2008,
318,8,<,17,Oklahoma State,Big 12,6-0,1184,10,W 28-23 A #3 Missouri,Week 7Oct 12[9],2008,
319,9,<,9,BYU,MWC,6-0,1131,8,W 21-3 H New Mexico,Week 7Oct 12[9],2008,
320,10,<,10,Georgia,SEC,5-1,1081,9,W 26-14 H Tennessee,Week 7Oct 12[9],2008,
321,11,<,3,Missouri,Big 12,5-1,984,12,L 28-23 H #17 Oklahoma State,Week 7Oct 12[9],2008,
322,12,<,12,Ohio State,Big Ten,6-1,908,11,W 16-3 H Purdue,Week 7Oct 12[9],2008,
323,13,<,4,LSU,SEC,4-1,893,14,L 51-21 A #11 Florida,Week 7Oct 12[9],2008,
324,14,<,14,Utah,MWC,7-0,834,13,W 40-7 A Wyoming,Week 7Oct 12[9],2008,
325,15,<,15,Boise State,WAC,5-0,714,16,W 24-7 A Southern Miss,Week 7Oct 12[9],2008,
326,16,<,16,Kansas,Big 12,5-1,620,15,W 30-14 H Colorado,Week 7Oct 12[9],2008,
327,17,<,18,Virginia Tech,ACC,5-1,540,18,DNP,Week 7Oct 12[9],2008,
328,18,<,22,North Carolina,ACC,5-1,416,21,W 29-24 H Notre Dame,Week 7Oct 12[9],2008,
329,19,<,19,South Florida,Big East,5-1,397,20,DNP,Week 7Oct 12[9],2008,
330,20,<,23,Michigan State,Big Ten,6-1,371,17,W 37-20 A Northwestern,Week 7Oct 12[9],2008,
331,21,<,21,Wake Forest,ACC,4-1,330,19,W 12-7 H Clemson,Week 7Oct 12[9],2008,
332,22,<,13,Vanderbilt,SEC,5-1,258,23,L 17-14 A Mississippi State,Week 7Oct 12[9],2008,
333,23,<,24,Pittsburgh,Big East,4-1,182,NR,DNP,Week 7Oct 12[9],2008,
334,24,<,25,Ball State,MAC,7-0,166,25,W 24-7 A Western Kentucky,Week 7Oct 12[9],2008,
335,25,<,NR,California,Pac-10,4-1,115,22,DNP,Week 7Oct 12[9],2008,
336,RV,<,NR,Tulsa,CUSA,,84,,,Week 7Oct 12[9],2008,
337,RV,<,NR,TCU,MWC,,61,,,Week 7Oct 12[9],2008,
338,RV,<,NR,Minnesota,Big Ten,,48,,,Week 7Oct 12[9],2008,
339,RV,<,NR,Florida State,ACC,,38,,,Week 7Oct 12[9],2008,
340,RV,<,NR,Georgia Tech,ACC,,25,,,Week 7Oct 12[9],2008,
341,RV,<,NR,South Carolina,SEC,,9,,,Week 7Oct 12[9],2008,
342,RV,<,NR,Kentucky,SEC,,7,,,Week 7Oct 12[9],2008,
343,RV,<,NR,Oregon,Pac-10,,4,,,Week 7Oct 12[9],2008,
344,RV,<,NR,Northwestern,Big Ten,,3,,,Week 7Oct 12[9],2008,
345,RV,<,NR,Cincinnati,Big East,,1,,,Week 7Oct 12[9],2008,
346,RV,<,NR,Notre Dame,Ind,,1,,,Week 7Oct 12[9],2008,
347,RV,<,20,Auburn,SEC,,0,,L 25-22 H Arkansas,Week 7Oct 12[9],2008,
348,1,<,1,Texas (65),Big 12,7-0,1625,1,W 56-31 H #11 Missouri,Week 8Oct 19[10],2008,1
349,2,<,2,Alabama,SEC,7-0,1543,2,W 24-20 H Mississippi,Week 8Oct 19[10],2008,2
350,3,<,3,Penn State,Big Ten,8-0,1506,3,W 46-17 H Michigan,Week 8Oct 19[10],2008,3
351,4,<,4,Oklahoma,Big 12,6-1,1358,5,W 45-31 H #16 Kansas,Week 8Oct 19[10],2008,4
352,5,<,5,Florida,SEC,5-1,1307,7,DNP,Week 8Oct 19[10],2008,10
353,6,<,6,USC,Pac-10,5-1,1292,4,W 69-0 A Washington State,Week 8Oct 19[10],2008,5
354,7,<,8,Oklahoma State,Big 12,7-0,1252,8,W 34-6 H Baylor,Week 8Oct 19[10],2008,6
355,8,<,7,Texas Tech,Big 12,7-0,1194,6,W 43-25 A Texas A&M,Week 8Oct 19[10],2008,8
356,9,<,10,Georgia,SEC,6-1,1117,9,W 24-14 H #22 Vanderbilt,Week 8Oct 19[10],2008,7
357,10,<,12,Ohio State,Big Ten,7-1,1053,10,W 45-7 A #20 Michigan State,Week 8Oct 19[10],2008,9
358,11,<,13,LSU,SEC,5-1,987,11,W 24-17 A South Carolina,Week 8Oct 19[10],2008,13
359,12,<,14,Utah,MWC,8-0,943,12,W 49-16 H Colorado State,Week 8Oct 19[10],2008,11
360,13,<,15,Boise State,WAC,6-0,849,13,W 27-7 H Hawaii,Week 8Oct 19[10],2008,12
361,14,<,19,South Florida,Big East,6-1,674,14,W 45-13 H Syracuse,Week 8Oct 19[10],2008,16
362,15,<,NR,TCU,MWC,7-1,643,15,W 32-7 H #9 BYU,Week 8Oct 19[10],2008,14
363,16,<,11,Missouri,Big 12,5-2,568,16,L 56-31 A #1 Texas,Week 8Oct 19[10],2008,15
364,17,<,23,Pittsburgh,Big East,5-1,540,20,W 42-21 A Navy,Week 8Oct 19[10],2008,17
365,18,<,9,BYU,MWC,6-1,412,17,L 32-7 A TCU,Week 8Oct 19[10],2008,21
366,19,<,16,Kansas,Big 12,5-2,364,18,L 45-31 A #4 Oklahoma,Week 8Oct 19[10],2008,23
367,20,<,24,Ball State,MAC,7-0,357,22,DNP,Week 8Oct 19[10],2008,20
368,21,<,NR,Georgia Tech,ACC,6-1,338,21,W 21-17 A Clemson,Week 8Oct 19[10],2008,18
369,22,<,NR,Tulsa,CUSA,7-0,321,19,W 77-35 H UTEP,Week 8Oct 19[10],2008,19
370,23,<,NR,Boston College,ACC,5-1,281,NR,W 28-23 H #17 Virginia Tech,Week 8Oct 19[10],2008,NR
371,24,<,NR,Florida State,ACC,5-1,190,23,W 26-17 A NC State,Week 8Oct 19[10],2008,25
372,25,<,NR,Minnesota,Big Ten,6-1,149,25,DNP,Week 8Oct 19[10],2008,24
373,RV,<,17,Virginia Tech,ACC,,62,,L 28-23 A Boston College,Week 8Oct 19[10],2008,NR
374,RV,<,NR,Northwestern,Big Ten,,62,,W 48-26 H Purdue,Week 8Oct 19[10],2008,22
375,RV,<,22,Vanderbilt,SEC,,61,,L 24-14 A #10 Georgia,Week 8Oct 19[10],2008,NR
376,RV,<,20,Michigan State,Big Ten,6-2,15,,L 45-7 H #12 Ohio State,Week 8Oct 19[10],2008,NR
377,RV,<,18,North Carolina,ACC,,14,,L 16-13 (1OT) A Virginia,Week 8Oct 19[10],2008,NR
378,RV,<,NR,Kentucky,SEC,,10,,,Week 8Oct 19[10],2008,NR
379,RV,<,NR,Maryland,ACC,,10,,,Week 8Oct 19[10],2008,NR
380,RV,<,NR,Cincinnati,Big East,,9,,,Week 8Oct 19[10],2008,NR
381,RV,<,NR,Oregon,Pac-10,,8,,,Week 8Oct 19[10],2008,NR
382,RV,<,NR,Arizona,Pac-10,,6,,,Week 8Oct 19[10],2008,NR
383,RV,<,25,California,Pac-10,,3,,L 42-27 A Arizona,Week 8Oct 19[10],2008,NR
384,RV,<,NR,Oregon State,Pac-10,,2,,,Week 8Oct 19[10],2008,NR
385,RV,<,21,Wake Forest,ACC,,0,,L 26-0 A Maryland,Week 8Oct 19[10],2008,NR
386,1,<,1,Texas (65),Big 12,8-0,1625,1.0,W 28-24 H #7 Oklahoma State,Week 9Oct 26[11],2008,1
387,2,<,2,Alabama,SEC,8-0,1542,2.0,W 29-9 A Tennessee,Week 9Oct 26[11],2008,2
388,3,<,3,Penn State,Big Ten,9-0,1503,3.0,W 13-6 A #10 Ohio State,Week 9Oct 26[11],2008,3
389,4,<,4,Oklahoma,Big 12,7-1,1361,4.0,W 58-35 A Kansas State,Week 9Oct 26[11],2008,4
390,5,<,5,Florida,SEC,6-1,1337,7.0,W 63-5 H Kentucky,Week 9Oct 26[11],2008,8
391,6,<,8,Texas Tech,Big 12,8-0,1280,5.0,W 63-21 A #19 Kansas,Week 9Oct 26[11],2008,7
392,7,<,6,USC,Pac-10,6-1,1234,6.0,W 17-10 A Arizona,Week 9Oct 26[11],2008,5
393,8,<,9,Georgia,SEC,7-1,1212,8.0,W 52-38 A #11 LSU,Week 9Oct 26[11],2008,6
394,9,<,7,Oklahoma State,Big 12,7-1,1168,10.0,L 28-24 A #1 Texas,Week 9Oct 26[11],2008,9
395,10,<,12,Utah,MWC,8-0,1027,9.0,DNP,Week 9Oct 26[11],2008,10
396,11,<,13,Boise State,WAC,7-0,946,11.0,W 33-16 A San Jose State,Week 9Oct 26[11],2008,11
397,12,<,15,TCU,MWC,8-1,848,12.0,W 54-7 H Wyoming,Week 9Oct 26[11],2008,13
398,13,<,10,Ohio State,Big Ten,7-2,834,13.0,L 13-6 H #3 Penn State,Week 9Oct 26[11],2008,12
399,14,<,16,Missouri,Big 12,6-2,791,14.0,W 58-0 H Colorado,Week 9Oct 26[11],2008,14
400,15,<,11,LSU,SEC,5-2,649,15.0,L 52-38 H #9 Georgia,Week 9Oct 26[11],2008,19
401,16,<,24,Florida State,ACC,6-1,558,16.0,W 30-20 H Virginia Tech,Week 9Oct 26[11],2008,15
402,17,<,18,BYU,MWC,7-1,553,17.0,W 42-35 H UNLV,Week 9Oct 26[11],2008,20
403,18,<,20,Ball State,MAC,8-0,542,19.0,W 38-16 H Eastern Michigan,Week 9Oct 26[11],2008,16
404,19,<,22,Tulsa,CUSA,8-0,527,18.0,W 49-19 H UCF,Week 9Oct 26[11],2008,18
405,20,<,25,Minnesota,Big Ten,7-1,438,20.0,W 17-6 A Purdue,Week 9Oct 26[11],2008,17
406,21,<,NR,North Carolina,ACC,6-2,228,22.0,W 45-24 H #23 Boston College,Week 9Oct 26[11],2008,22
407,22,<,NR,Michigan State,Big Ten,7-2,219,21.0,W 35-21 A Michigan,Week 9Oct 26[11],2008,21
408,23,<,NR,Oregon,Pac-10,6-2,188,24.0,W 54-20 A Arizona State,Week 9Oct 26[11],2008,24
409,24,<,14,South Florida,Big East,6-2,100,23.0,L 24-20 A Louisville,Week 9Oct 26[11],2008,23
410,25,<,NR,Maryland,ACC,6-2,89,25.0,W 27-24 H NC State,Week 9Oct 26[11],2008,NR
411,RV,<,NR,West Virginia,Big East,,73,,,Week 9Oct 26[11],2008,NR
412,RV,<,NR,California,Pac-10,,42,,,Week 9Oct 26[11],2008,NR
413,RV,<,19,Kansas,Big 12,,40,,L 63-21 H #8 Texas Tech,Week 9Oct 26[11],2008,NR
414,RV,<,17,Pittsburgh,Big East,,33,,L 54-34 H Rutgers,Week 9Oct 26[11],2008,NR
415,RV,<,NR,Connecticut,Big East,,30,,W 40-16 H Cincinnati,Week 9Oct 26[11],2008,25
416,RV,<,NR,Virginia,ACC,,25,,,Week 9Oct 26[11],2008,NR
417,RV,<,21,Georgia Tech,ACC,,19,,L 24-17 H Virginia,Week 9Oct 26[11],2008,NR
418,RV,<,NR,Louisville,Big East,,15,,,Week 9Oct 26[11],2008,NR
419,RV,<,NR,Notre Dame,Ind,,11,,,Week 9Oct 26[11],2008,NR
420,RV,<,NR,Oregon State,Pac-10,,11,,,Week 9Oct 26[11],2008,NR
421,RV,<,NR,Virginia Tech,ACC,,6,,,Week 9Oct 26[11],2008,NR
422,RV,<,NR,Northwestern,Big Ten,,5,,,Week 9Oct 26[11],2008,NR
423,RV,<,NR,Troy,Sun Belt,,5,,,Week 9Oct 26[11],2008,NR
424,RV,<,23,Boston College,ACC,,4,,L 45-24 A North Carolina,Week 9Oct 26[11],2008,NR
425,RV,<,NR,Air Force,MWC,,4,,,Week 9Oct 26[11],2008,NR
426,RV,<,NR,Navy,Ind,,2,,,Week 9Oct 26[11],2008,NR
427,RV,<,NR,Arizona,Pac-10,,1,,,Week 9Oct 26[11],2008,NR
428,1,<,2,Alabama (46),SEC,9-0,1600,1,W 35-0 H Arkansas State,Week 10Nov 2[12],2008,1
429,2,<,6,Texas Tech (12),Big 12,9-0,1528,3,W 39-33 H #1 Texas,Week 10Nov 2[12],2008,2
430,3,<,3,Penn State (6),Big Ten,9-0,1525,2,DNP,Week 10Nov 2[12],2008,3
431,4,<,5,Florida (1),SEC,7-1,1398,5,W 49-10 N #8 Georgia,Week 10Nov 2[12],2008,5
432,5,<,1,Texas,Big 12,8-1,1353,7,L 39-33 A #6 Texas Tech,Week 10Nov 2[12],2008,4
433,6,<,4,Oklahoma,Big 12,8-1,1324,4,W 62-28 H Nebraska,Week 10Nov 2[12],2008,6
434,7,<,7,USC,Pac-10,7-1,1250,6,W 56-0 H Washington,Week 10Nov 2[12],2008,7
435,8,<,9,Oklahoma State,Big 12,8-1,1198,8,W 59-17 H Iowa State,Week 10Nov 2[12],2008,9
436,9,<,11,Boise State,WAC,8-0,1030,10,W 49-0 A New Mexico State,Week 10Nov 2[12],2008,10
437,10,<,10,Utah,MWC,9-0,1028,9,W 13-10 A New Mexico,Week 10Nov 2[12],2008,8
438,11,<,12,TCU,MWC,9-1,958,11,W 44-14 A UNLV,Week 10Nov 2[12],2008,12
439,12,<,13,Ohio State,Big Ten,7-2,898,12,DNP,Week 10Nov 2[12],2008,11
440,13,<,14,Missouri,Big 12,7-2,830,13,W 31-28 A Baylor,Week 10Nov 2[12],2008,14
441,14,<,8,Georgia,SEC,7-2,808,14,L 49-10 N #5 Florida,Week 10Nov 2[12],2008,13
442,15,<,15,LSU,SEC,6-2,746,15,W 35-10 H Tulane,Week 10Nov 2[12],2008,16
443,16,<,18,Ball State,MAC,8-0,594,18,DNP,Week 10Nov 2[12],2008,17
444,17,<,17,BYU,MWC,8-1,536,16,W 45-42 A Colorado State,Week 10Nov 2[12],2008,15
445,18,<,22,Michigan State,Big Ten,8-2,456,17,W 25-24 H Wisconsin,Week 10Nov 2[12],2008,18
446,19,<,21,North Carolina,ACC,6-2,418,19,DNP,Week 10Nov 2[12],2008,19
447,20,<,NR,West Virginia,Big East,6-2,303,23,W 35-13 A Connecticut,Week 10Nov 2[12],2008,25
448,21,<,NR,California,Pac-10,6-2,288,22,W 26-16 H #23 Oregon,Week 10Nov 2[12],2008,21
449,22,<,NR,Georgia Tech,ACC,7-2,286,20,W 31-28 A #16 Florida State,Week 10Nov 2[12],2008,20
450,23,<,25,Maryland,ACC,6-2,242,21,DNP,Week 10Nov 2[12],2008,23
451,24,<,16,Florida State,ACC,6-2,128,24,L 31-28 H Georgia Tech,Week 10Nov 2[12],2008,22
452,25,<,NR,Pittsburgh,Big East,6-2,96,NR,W 36-33 (4OT) A Notre Dame,Week 10Nov 2[12],2008,NR
453,RV,<,NR,Northwestern,Big Ten,,88,,W 24-17 A Minnesota,Week 10Nov 2[12],2008,24
454,RV,<,19,Tulsa,CUSA,8-1,72,,L 30-23 A Arkansas,Week 10Nov 2[12],2008,NR
455,RV,<,NR,Kansas,Big 12,,60,,,Week 10Nov 2[12],2008,NR
456,RV,<,20,Minnesota,Big Ten,7-2,23,,L 24-17 H Northwestern,Week 10Nov 2[12],2008,NR
457,RV,<,NR,Cincinnati,Big East,,16,,,Week 10Nov 2[12],2008,NR
458,RV,<,NR,Oregon State,Pac-10,,16,,,Week 10Nov 2[12],2008,NR
459,RV,<,NR,South Carolina,SEC,,10,,,Week 10Nov 2[12],2008,NR
460,RV,<,NR,Louisville,Big East,,8,,,Week 10Nov 2[12],2008,NR
461,RV,<,NR,Air Force,MWC,,6,,,Week 10Nov 2[12],2008,NR
462,RV,<,NR,Arizona,Pac-10,,3,,,Week 10Nov 2[12],2008,NR
463,RV,<,24,South Florida,Big East,6-3,1,,L 24-10 A Cincinnati,Week 10Nov 2[12],2008,NR
464,RV,<,NR,Central Michigan,MAC,,1,,,Week 10Nov 2[12],2008,NR
465,RV,<,23,Oregon,Pac-10,6-3,0,,L 26-16 A California,Week 10Nov 2[12],2008,NR
466,1,<,1,Alabama (44),SEC,10-0,1604,1.0,W 27-21 (1OT) A #15 LSU,Week 11Nov 9[13],2008,1
467,2,<,2,Texas Tech (21),Big 12,10-0,1574,2.0,W 56-20 H #8 Oklahoma State,Week 11Nov 9[13],2008,2
468,3,<,4,Florida,SEC,8-1,1467,3.0,W 42-14 A Vanderbilt,Week 11Nov 9[13],2008,4
469,4,<,5,Texas,Big 12,9-1,1437,5.0,W 45-21 H Baylor,Week 11Nov 9[13],2008,3
470,5,<,6,Oklahoma,Big 12,9-1,1375,4.0,W 66-28 A Texas A&M,Week 11Nov 9[13],2008,5
471,6,<,7,USC,Pac-10,8-1,1311,6.0,W 17-3 H #21 California,Week 11Nov 9[13],2008,6
472,7,<,3,Penn State,Big Ten,9-1,1161,8.0,L 24-23 A Iowa,Week 11Nov 9[13],2008,8
473,8,<,10,Utah,MWC,10-0,1157,7.0,W 13-10 H #11 TCU,Week 11Nov 9[13],2008,7
474,9,<,9,Boise State,WAC,9-0,1110,9.0,W 49-14 H Utah State,Week 11Nov 9[13],2008,9
475,10,<,12,Ohio State,Big Ten,8-2,1009,10.0,W 45-10 A Northwestern,Week 11Nov 9[13],2008,11
476,11,<,8,Oklahoma State,Big 12,8-2,963,13.0,L 56-20 A #2 Texas Tech,Week 11Nov 9[13],2008,13
477,12,<,13,Missouri,Big 12,8-2,913,11.0,W 41-24 H Kansas State,Week 11Nov 9[13],2008,12
478,13,<,14,Georgia,SEC,8-2,880,12.0,W 42-38 A Kentucky,Week 11Nov 9[13],2008,10
479,14,<,16,Ball State,MAC,9-0,677,16.0,W 45-14 H Northern Illinois,Week 11Nov 9[13],2008,14
480,15,<,11,TCU,MWC,9-2,623,18.0,L 13-10 A #10 Utah,Week 11Nov 9[13],2008,18
481,16,<,17,BYU,MWC,9-1,602,14.0,W 41-12 H San Diego State,Week 11Nov 9[13],2008,17
482,17,<,19,North Carolina,ACC,7-2,597,17.0,W 28-7 H #22 Georgia Tech,Week 11Nov 9[13],2008,16
483,18,<,18,Michigan State,Big Ten,9-2,584,15.0,W 21-7 H Purdue,Week 11Nov 9[13],2008,15
484,19,<,15,LSU,SEC,6-3,552,20.0,L 27-21 (1OT) H #1 Alabama,Week 11Nov 9[13],2008,20
485,20,<,24,Florida State,ACC,7-2,380,19.0,W 41-27 H Clemson,Week 11Nov 9[13],2008,19
486,21,<,25,Pittsburgh,Big East,7-2,318,21.0,W 41-7 H Louisville,Week 11Nov 9[13],2008,21
487,22,<,NR,Cincinnati,Big East,7-2,269,22.0,W 26-23 (1OT) A #20 West Virginia,Week 11Nov 9[13],2008,22
488,23,<,NR,Oregon State,Pac-10,6-3,124,25.0,W 34-6 A UCLA,Week 11Nov 9[13],2008,NR
489,24,<,NR,South Carolina,SEC,7-3,117,23.0,W 34-21 H Arkansas,Week 11Nov 9[13],2008,25
490,25,<,NR,Tulsa,CUSA,8-1,84,24.0,DNP,Week 11Nov 9[13],2008,23
491,RV,<,21,California,Pac-10,6-3,73,,L 17-3 A #7 USC,Week 11Nov 9[13],2008,NR
492,RV,<,NR,Virginia Tech,ACC,,44,,,Week 11Nov 9[13],2008,NR
493,RV,<,NR,Air Force,MWC,,40,,,Week 11Nov 9[13],2008,NR
494,RV,<,22,Georgia Tech,ACC,7-3,29,,L 28-7 A #19 North Carolina,Week 11Nov 9[13],2008,NR
495,RV,<,NR,Arizona,Pac-10,,7,,,Week 11Nov 9[13],2008,NR
496,RV,<,NR,Oregon,Pac-10,,6,,,Week 11Nov 9[13],2008,NR
497,RV,<,NR,Western Michigan,MAC,,6,,,Week 11Nov 9[13],2008,NR
498,RV,<,20,West Virginia,Big East,6-3,5,,L 26-23 (1OT) H Cincinnati,Week 11Nov 9[13],2008,NR
499,RV,<,NR,Central Michigan,MAC,,5,,,Week 11Nov 9[13],2008,NR
500,RV,<,NR,Iowa,Big Ten,,5,,,Week 11Nov 9[13],2008,NR
501,RV,<,NR,Miami (FL),ACC,,5,,,Week 11Nov 9[13],2008,NR
502,RV,<,23,Maryland,ACC,6-3,3,,L 23-13 A Virginia Tech,Week 11Nov 9[13],2008,NR
503,RV,<,NR,Boston College,ACC,,3,,,Week 11Nov 9[13],2008,NR
504,RV,<,NR,Northwestern,Big Ten,,3,,,Week 11Nov 9[13],2008,NR
505,RV,<,NR,Kansas,Big 12,,1,,,Week 11Nov 9[13],2008,NR
506,RV,<,NR,South Florida,Big East,,1,,,Week 11Nov 9[13],2008,NR
507,RV,<,NR,Wake Forest,ACC,,1,,W 28-17 H Virginia,Week 11Nov 9[13],2008,24
508,1,<,1,Alabama (42),SEC,11-0,1601,1,W 32-7 H Mississippi State,Week 12Nov 16[14],2008,1
509,2,<,2,Texas Tech (21),Big 12,10-0,1574,2,DNP,Week 12Nov 16[14],2008,2
510,3,<,3,Florida (2),SEC,9-1,1476,3,W 56-6 H #24 South Carolina,Week 12Nov 16[14],2008,4
511,4,<,4,Texas,Big 12,10-1,1437,4,W 35-7 A Kansas,Week 12Nov 16[14],2008,3
512,5,<,5,Oklahoma,Big 12,9-1,1369,5,DNP,Week 12Nov 16[14],2008,5
513,6,<,6,USC,Pac-10,9-1,1310,6,W 45-23 A Stanford,Week 12Nov 16[14],2008,6
514,7,<,7,Penn State,Big Ten,10-1,1178,8,W 34-7 H Indiana,Week 12Nov 16[14],2008,8
515,8,<,8,Utah,MWC,11-0,1158,7,W 63-14 A San Diego State,Week 12Nov 16[14],2008,7
516,9,<,9,Boise State,WAC,10-0,1098,9,W 45-10 A Idaho,Week 12Nov 16[14],2008,9
517,10,<,10,Ohio State,Big Ten,9-2,1017,10,W 30-20 A Illinois,Week 12Nov 16[14],2008,10
518,11,<,11,Oklahoma State,Big 12,9-2,987,12,W 30-17 A Colorado,Week 12Nov 16[14],2008,12
519,12,<,12,Missouri,Big 12,9-2,913,11,W 52-20 A Iowa State,Week 12Nov 16[14],2008,13
520,13,<,13,Georgia,SEC,9-2,864,13,W 17-13 A Auburn,Week 12Nov 16[14],2008,11
521,14,<,14,Ball State,MAC,10-0,714,16,W 31-16 A Miami (OH),Week 12Nov 16[14],2008,17
522,15,<,15,TCU,MWC,9-2,659,17,DNP,Week 12Nov 16[14],2008,16
523,16,<,16,BYU,MWC,10-1,656,14,W 38-24 A Air Force,Week 12Nov 16[14],2008,14
524,17,<,18,Michigan State,Big Ten,9-2,612,15,DNP,Week 12Nov 16[14],2008,15
525,18,<,19,LSU,SEC,7-3,526,18,W 40-31 H Troy,Week 12Nov 16[14],2008,18
526,19,<,22,Cincinnati,Big East,8-2,413,20,W 28-20 A Louisville,Week 12Nov 16[14],2008,19
527,20,<,21,Pittsburgh,Big East,7-2,406,19,DNP,Week 12Nov 16[14],2008,20
528,21,<,23,Oregon State,Pac-10,7-3,389,21,W 34-21 H California,Week 12Nov 16[14],2008,21
529,22,<,NR,Maryland,ACC,7-3,161,23,W 17-15 H #17 North Carolina,Week 12Nov 16[14],2008,25
530,23,<,NR,Miami (FL),ACC,7-3,139,NR,W 16-14 H Virginia Tech,Week 12Nov 16[14],2008,23
531,24,<,NR,Oregon,Pac-10,8-3,126,22,DNP,Week 12Nov 16[14],2008,24
532,25,<,17,North Carolina,ACC,7-3,115,NR,L 17-15 A Maryland,Week 12Nov 16[14],2008,22
533,RV,<,NR,Boston College,ACC,,79,,,Week 12Nov 16[14],2008,NR
534,RV,<,NR,Northwestern,Big Ten,,44,,,Week 12Nov 16[14],2008,NR
535,RV,<,NR,Georgia Tech,ACC,,34,,,Week 12Nov 16[14],2008,NR
536,RV,<,NR,Central Michigan,MAC,,13,,,Week 12Nov 16[14],2008,NR
537,RV,<,NR,Western Michigan,MAC,,12,,,Week 12Nov 16[14],2008,NR
538,RV,<,20,Florida State,ACC,7-3,11,,L 27-17 H Boston College,Week 12Nov 16[14],2008,NR
539,RV,<,NR,Iowa,Big Ten,,8,,,Week 12Nov 16[14],2008,NR
540,RV,<,NR,West Virginia,Big East,,6,,,Week 12Nov 16[14],2008,NR
541,RV,<,24,South Carolina,SEC,7-4,5,,L 56-6 A #3 Florida,Week 12Nov 16[14],2008,NR
542,RV,<,NR,Mississippi,SEC,,4,,,Week 12Nov 16[14],2008,NR
543,RV,<,NR,Air Force,MWC,,3,,,Week 12Nov 16[14],2008,NR
