,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,CFP
254,10,<,11,Penn State,Big Ten,5-0,959,10,W 17-7 H Northwestern,Week 5Oct 2[6],2022,
255,11,<,12,Utah,Pac-12,4-1,884,11,W 42-16 H Oregon State,Week 5Oct 2[6],2022,
256,12,<,13,Oregon,Pac-12,4-1,872,12,W 45-27 H Stanford,Week 5Oct 2[6],2022,
257,13,<,7,Kentucky,SEC,4-1,832,13,L 22-19 A #14 Mississippi,Week 5Oct 2[6],2022,
258,14,<,10,NC State,ACC,4-1,691,14,L 30-20 A #5 Clemson,Week 5Oct 2[6],2022,
259,15,<,22,Wake Forest,ACC,4-1,627,15,W 31-21 A #23 Florida State,Week 5Oct 2[6],2022,
260,16,<,19,BYU,Ind,4-1,604,16,W 38-26 H Utah State,Week 5Oct 2[6],2022,
261,17,<,NR,TCU,Big 12,4-0,514,18,W 55-24 H #18 Oklahoma,Week 5Oct 2[6],2022,
262,18,<,NR,UCLA,Pac-12,5-0,510,19,W 40-32 H #15 Washington,Week 5Oct 2[6],2022,
263,19,<,NR,Kansas,Big 12,5-0,476,17,W 14-11 H Iowa State,Week 5Oct 2[6],2022,
264,20,<,25,Kansas State,Big 12,4-1,417,20,W 37-28 H Texas Tech,Week 5Oct 2[6],2022,
265,21,<,15,Washington,Pac-12,4-1,180,24,L 40-32 A UCLA,Week 5Oct 2[6],2022,
266,22,<,NR,Syracuse,ACC,5-0,173,21,W 59-0 H Wagner,Week 5Oct 2[6],2022,
267,23,<,NR,Mississippi State,SEC,4-1,164,23,W 42-24 H #17 Texas A&M,Week 5Oct 2[6],2022,
268,24,<,NR,Cincinnati,AAC,4-1,134,RV,W 31-21 A Tulsa,Week 5Oct 2[6],2022,
269,25,<,NR,LSU,SEC,4-1,108,RV,W 21-17 A Auburn,Week 5Oct 2[6],2022,
270,RV,<,NR,Washington State,Pac-12,,91,RV,W 28-9 H California,Week 5Oct 2[6],2022,
271,RV,<,16,Baylor,Big 12,,88,22,L 36-25 H #9 Oklahoma State,Week 5Oct 2[6],2022,
272,RV,<,23,Florida State,ACC,,78,RV,L 31-21 H #22 Wake Forest,Week 5Oct 2[6],2022,
273,RV,<,20,Arkansas,SEC,,76,25,L 49-26 H #2 Alabama,Week 5Oct 2[6],2022,
274,RV,<,NR,James Madison,Sun Belt,,39,RV,W 40-13 H Texas State,Week 5Oct 2[6],2022,
275,RV,<,NR,Florida,SEC,,37,RV,W 52-17 H Eastern Washington,Week 5Oct 2[6],2022,
276,RV,<,NR,Maryland,Big Ten,,25,RV,W 27-13 H Michigan State,Week 5Oct 2[6],2022,
277,RV,<,NR,Coastal Carolina,Sun Belt,,17,RV,W 34-30 H Georgia Southern,Week 5Oct 2[6],2022,
278,RV,<,21,Minnesota,Big Ten,,14,RV,L 20-10 H Purdue,Week 5Oct 2[6],2022,
279,RV,<,NR,Tulane,AAC,,9,RV,W 27-24 (1OT) A Houston,Week 5Oct 2[6],2022,
280,RV,<,NR,Illinois,Big Ten,,6,RV,W 34-10 A Wisconsin,Week 5Oct 2[6],2022,
281,RV,<,NR,North Carolina,ACC,,5,RV,W 41-10 H Virginia Tech,Week 5Oct 2[6],2022,
282,RV,<,17,Texas A&M,SEC,,4,RV,L 42-24 A Mississippi State,Week 5Oct 2[6],2022,
283,RV,<,18,Oklahoma,Big 12,,2,RV,L 55-24 A TCU,Week 5Oct 2[6],2022,
284,RV,<,NR,Purdue,Big Ten,,2,RV,W 20-10 A #21 Minnesota,Week 5Oct 2[6],2022,
285,NR,<,24,Pittsburgh,ACC,,0,RV,L 26-21 H Georgia Tech,Week 5Oct 2[6],2022,
286,NR,<,NR,Air Force,MWC,,0,RV,W 13-10 H Navy,Week 5Oct 2[6],2022,
287,NR,<,NR,Duke,ACC,,0,RV,W 38-17 H Virginia,Week 5Oct 2[6],2022,
288,NR,<,NR,Notre Dame,Ind,,0,RV,DNP,Week 5Oct 2[6],2022,
289,NR,<,NR,Texas,Big 12,,0,RV,W 38-20 H West Virginia,Week 5Oct 2[6],2022,
290,NR,<,NR,UCF,AAC,,0,RV,DNP,Week 5Oct 2[6],2022,
291,1,<,2,Georgia (32),SEC,6-0,1535,*2,W 42-10 H Auburn,Week 6Oct 9[7],2022,
292,2,<,3,Ohio State (20),Big Ten,6-0,1507,*3,W 49-20 A Michigan State,Week 6Oct 9[7],2022,
293,3,<,1,Alabama (11),SEC,6-0,1489,*1,W 24-20 H Texas A&M,Week 6Oct 9[7],2022,
294,4,<,5,Clemson,ACC,6-0,1348,5,W 31-3 A Boston College,Week 6Oct 9[7],2022,
295,5,<,4,Michigan,Big Ten,6-0,1319,4,W 31-10 A Indiana,Week 6Oct 9[7],2022,
296,6,<,8,Tennessee,SEC,5-0,1232,8,W 40-13 A #25 LSU,Week 6Oct 9[7],2022,
297,7,<,6,USC,Pac-12,6-0,1214,6,W 30-14 H Washington State,Week 6Oct 9[7],2022,
298,8,<,7,Oklahoma State,Big 12,5-0,1150,7,W 41-31 H Texas Tech,Week 6Oct 9[7],2022,
299,9,<,9,Mississippi,SEC,6-0,1061,9,W 52-28 A Vanderbilt,Week 6Oct 9[7],2022,
300,10,<,10,Penn State,Big Ten,5-0,974,10,DNP,Week 6Oct 9[7],2022,
301,11,<,18,UCLA,Pac-12,6-0,907,12,W 42-32 H #11 Utah,Week 6Oct 9[7],2022,
302,12,<,12,Oregon,Pac-12,5-1,893,11,W 49-22 A Arizona,Week 6Oct 9[7],2022,
303,13,<,17,TCU,Big 12,5-0,819,15,W 38-31 A #19 Kansas,Week 6Oct 9[7],2022,
304,14,<,15,Wake Forest,ACC,5-1,748,14,W 45-10 H Army,Week 6Oct 9[7],2022,
305,15,<,14,NC State,ACC,5-1,746,13,W 19-17 H Florida State,Week 6Oct 9[7],2022,
306,16,<,23,Mississippi State,SEC,5-1,589,17,W 40-17 H Arkansas,Week 6Oct 9[7],2022,
307,17,<,20,Kansas State,Big 12,5-1,559,16,W 10-9 A Iowa State,Week 6Oct 9[7],2022,
308,18,<,22,Syracuse,ACC,5-0,393,18,DNP,Week 6Oct 9[7],2022,
309,19,<,19,Kansas,Big 12,5-1,330,20,L 38-31 H #17 TCU,Week 6Oct 9[7],2022,
310,20,<,11,Utah,Pac-12,4-2,328,19,L 42-32 A #18 UCLA,Week 6Oct 9[7],2022,
311,21,<,24,Cincinnati,AAC,5-1,257,21,W 28-24 H South Florida,Week 6Oct 9[7],2022,
312,22,<,13,Kentucky,SEC,4-2,150,22,L 24-14 H South Carolina,Week 6Oct 9[7],2022,
313,22,<,NR,Texas,Big 12,4-2,150,24,W 49-0 N Oklahoma,Week 6Oct 9[7],2022,
314,24,<,NR,Illinois,Big Ten,5-1,117,RV,W 9-6 H Iowa,Week 6Oct 9[7],2022,
315,25,<,NR,James Madison,Sun Belt,5-0,105,RV,W 42-20 A Arkansas State,Week 6Oct 9[7],2022,
316,RV,<,NR,North Carolina,ACC,,98,25,W 27-24 A Miami (FL),Week 6Oct 9[7],2022,
317,RV,<,NR,Baylor,Big 12,,91,23,DNP,Week 6Oct 9[7],2022,
318,RV,<,16,BYU,Ind,,61,RV,L 28-20 N Notre Dame,Week 6Oct 9[7],2022,
319,RV,<,NR,Coastal Carolina,Sun Belt,,61,RV,W 28-21 A Louisiana Monroe,Week 6Oct 9[7],2022,
320,RV,<,NR,Notre Dame,Ind,,58,RV,W 28-20 N #16 BYU,Week 6Oct 9[7],2022,
321,RV,<,NR,Florida,SEC,,56,RV,W 24-17 H Missouri,Week 6Oct 9[7],2022,
322,RV,<,NR,Tulane,AAC,,42,RV,W 24-9 H East Carolina,Week 6Oct 9[7],2022,
323,RV,<,NR,Purdue,Big Ten,,34,RV,W 31-29 A Maryland,Week 6Oct 9[7],2022,
324,RV,<,NR,Florida State,ACC,,18,RV,L 19-17 A #14 NC State,Week 6Oct 9[7],2022,
325,RV,<,NR,South Carolina,SEC,,12,RV,W 24-14 A #13 Kentucky,Week 6Oct 9[7],2022,
326,RV,<,NR,Washington State,Pac-12,,10,RV,L 30-14 A #6 USC,Week 6Oct 9[7],2022,
327,RV,<,NR,Minnesota,Big Ten,,5,RV,DNP,Week 6Oct 9[7],2022,
328,RV,<,25,LSU,SEC,,4,RV,L 40-13 H #8 Tennessee,Week 6Oct 9[7],2022,
329,RV,<,NR,Maryland,Big Ten,,4,RV,L 31-29 H Purdue,Week 6Oct 9[7],2022,
330,RV,<,NR,San Jose State,MWC,,1,RV,W 40-7 H UNLV,Week 6Oct 9[7],2022,
331,NR,<,21,Washington,Pac-12,,0,RV,L 45-38 A Arizona State,Week 6Oct 9[7],2022,
332,NR,<,NR,Liberty,Ind,,0,RV,W 42-24 A Massachusetts,Week 6Oct 9[7],2022,
333,NR,<,NR,Pittsburgh,ACC,,0,RV,W 45-29 H Virginia Tech,Week 6Oct 9[7],2022,
334,NR,<,NR,Texas A&M,SEC,,0,RV,L 24-20 A #1 Alabama,Week 6Oct 9[7],2022,
335,NR,<,NR,UCF,AAC,,0,RV,W 41-19 H SMU,Week 6Oct 9[7],2022,
336,1,<,1,Georgia (31),SEC,7-0,1530,*1,W 55-0 H Vanderbilt,Week 7Oct 16[8],2022,
337,2,<,2,Ohio State (17),Big Ten,6-0,1509,*2,DNP,Week 7Oct 16[8],2022,
338,3,<,6,Tennessee (15),SEC,6-0,1474,*4,W 52-49 H #3 Alabama,Week 7Oct 16[8],2022,
339,4,<,5,Michigan,Big Ten,7-0,1384,*3,W 41-17 H #10 Penn State,Week 7Oct 16[8],2022,
340,5,<,4,Clemson,ACC,7-0,1336,5,W 34-28 A Florida State,Week 7Oct 16[8],2022,
341,6,<,3,Alabama,SEC,6-1,1232,6,L 52-49 A #6 Tennessee,Week 7Oct 16[8],2022,
342,7,<,9,Mississippi,SEC,7-0,1173,7,W 48-34 H Auburn,Week 7Oct 16[8],2022,
343,8,<,13,TCU,Big 12,6-0,1166,8,W 43-40 (2OT) H #8 Oklahoma State,Week 7Oct 16[8],2022,
344,9,<,11,UCLA,Pac-12,6-0,1048,10,DNP,Week 7Oct 16[8],2022,
345,10,<,12,Oregon,Pac-12,5-1,953,9,DNP,Week 7Oct 16[8],2022,
346,11,<,8,Oklahoma State,Big 12,5-1,913,11,L 43-40 (2OT) A #13 TCU,Week 7Oct 16[8],2022,
347,12,<,7,USC,Pac-12,6-1,861,12,L 43-42 A #20 Utah,Week 7Oct 16[8],2022,
348,13,<,14,Wake Forest,ACC,5-1,790,13,DNP,Week 7Oct 16[8],2022,
349,14,<,18,Syracuse,ACC,6-0,751,14,W 24-9 H #15 NC State,Week 7Oct 16[8],2022,
350,15,<,20,Utah,Pac-12,5-2,715,15,W 43-42 H #7 USC,Week 7Oct 16[8],2022,
351,16,<,10,Penn State,Big Ten,5-1,629,16,L 41-17 A #5 Michigan,Week 7Oct 16[8],2022,
352,17,<,17,Kansas State,Big 12,5-1,599,17,DNP,Week 7Oct 16[8],2022,
353,18,<,24,Illinois,Big Ten,6-1,433,20,W 26-14 H Minnesota,Week 7Oct 16[8],2022,
354,19,<,22,Kentucky,SEC,5-2,414,18,W 27-17 H #16 Mississippi State,Week 7Oct 16[8],2022,
355,20,<,22,Texas,Big 12,5-2,368,21,W 24-21 H Iowa State,Week 7Oct 16[8],2022,
356,21,<,21,Cincinnati,AAC,5-1,321,19,DNP,Week 7Oct 16[8],2022,
357,22,<,NR,North Carolina,ACC,6-1,210,22,W 38-35 A Duke,Week 7Oct 16[8],2022,
358,23,<,15,NC State,ACC,5-2,155,23,L 24-9 A #18 Syracuse,Week 7Oct 16[8],2022,
359,24,<,16,Mississippi State,SEC,5-2,150,24,L 27-17 A #22 Kentucky,Week 7Oct 16[8],2022,
360,25,<,NR,Tulane,AAC,6-1,115,25,W 45-31 A South Florida,Week 7Oct 16[8],2022,
361,RV,<,NR,Purdue,Big Ten,,95,RV,W 43-37 H Nebraska,Week 7Oct 16[8],2022,
362,RV,<,NR,LSU,SEC,,87,NR,W 45-35 A Florida,Week 7Oct 16[8],2022,
363,RV,<,NR,South Carolina,SEC,,13,RV,DNP,Week 7Oct 16[8],2022,
364,RV,<,NR,UCF,AAC,,13,RV,W 70-13 H Temple,Week 7Oct 16[8],2022,
365,RV,<,19,Kansas,Big 12,,12,RV,L 52-42 A Oklahoma,Week 7Oct 16[8],2022,
366,RV,<,25,James Madison,Sun Belt,,6,NR,L 45-38 A Georgia Southern,Week 7Oct 16[8],2022,
367,RV,<,NR,Oregon State,Pac-12,,6,NR,W 24-10 H Washington State,Week 7Oct 16[8],2022,
368,RV,<,NR,Maryland,Big Ten,,5,RV,W 38-33 A Indiana,Week 7Oct 16[8],2022,
369,RV,<,NR,South Alabama,Sun Belt,,4,RV,W 41-34 H Louisiana-Monroe,Week 7Oct 16[8],2022,
370,RV,<,NR,Liberty,Ind,,2,RV,W 21-20 H Gardner-Webb,Week 7Oct 16[8],2022,
371,RV,<,NR,Arkansas,SEC,,1,RV,W 52-35 A BYU,Week 7Oct 16[8],2022,
372,RV,<,NR,Florida State,ACC,,1,NR,L 34-28 H #4 Clemson,Week 7Oct 16[8],2022,
373,RV,<,NR,Minnesota,Big Ten,,1,NR,L 26-14 A #24 Illinois,Week 7Oct 16[8],2022,
374,NR,<,NR,Baylor,Big 12,,0,RV,L 43-40 A West Virginia,Week 7Oct 16[8],2022,
375,NR,<,NR,Coastal Carolina,Sun Belt,,0,RV,L 49-21 H Old Dominion,Week 7Oct 16[8],2022,
376,NR,<,NR,Pittsburgh,ACC,,0,RV,DNP,Week 7Oct 16[8],2022,
377,NR,<,NR,UTSA,CUSA,,0,RV,W 30-10 A Florida International,Week 7Oct 16[8],2022,
378,NR,<,NR,Washington,Pac-12,,0,RV,W 49-39 H Arizona,Week 7Oct 16[8],2022,
379,1,<,1,Georgia (31),SEC,7-0,1530,*1,DNP,Week 8Oct 23[9],2022,
380,2,<,2,Ohio State (18),Big Ten,7-0,1513,*2,W 54-10 H Iowa,Week 8Oct 23[9],2022,
381,3,<,3,Tennessee (13),SEC,7-0,1476,*3,W 65-24 H Tennesse Martin,Week 8Oct 23[9],2022,
382,4,<,4,Michigan,Big Ten,7-0,1382,*4,DNP,Week 8Oct 23[9],2022,
383,5,<,5,Clemson (1),ACC,8-0,1318,5,W 27-21 H #14 Syracuse,Week 8Oct 23[9],2022,
384,6,<,6,Alabama,SEC,7-1,1266,6,W 30-6 H #24 Mississippi State,Week 8Oct 23[9],2022,
385,7,<,8,TCU,Big 12,7-0,1213,7,W 38-28 H #17 Kansas State,Week 8Oct 23[9],2022,
386,8,<,10,Oregon,Pac-12,6-1,1114,8,W 45-30 H #9 UCLA,Week 8Oct 23[9],2022,
387,9,<,11,Oklahoma State,Big 12,6-1,1064,9,W 41-34 H #20 Texas,Week 8Oct 23[9],2022,
388,10,<,12,USC,Pac-12,6-1,927,11,DNP,Week 8Oct 23[9],2022,
389,10,<,13,Wake Forest,ACC,6-1,927,10,W 43-15 H Boston College,Week 8Oct 23[9],2022,
390,12,<,9,UCLA,Pac-12,6-1,803,15,L 45-30 A #10 Oregon,Week 8Oct 23[9],2022,
391,13,<,16,Penn State,Big Ten,6-1,783,13,W 45-17 H Minnesota,Week 8Oct 23[9],2022,
392,14,<,15,Utah,Pac-12,5-2,766,14,DNP,Week 8Oct 23[9],2022,
393,15,<,7,Mississippi,SEC,7-1,744,12,L 45-20 A LSU,Week 8Oct 23[9],2022,
394,16,<,14,Syracuse,ACC,6-1,626,16,L 27-21 A #5 Clemson,Week 8Oct 23[9],2022,
395,17,<,18,Illinois,Big Ten,6-1,508,18,DNP,Week 8Oct 23[9],2022,
396,18,<,NR,LSU,SEC,6-2,502,20,W 45-20 H #7 Mississippi State,Week 8Oct 23[9],2022,
397,19,<,19,Kentucky,SEC,5-2,429,17,DNP,Week 8Oct 23[9],2022,
398,20,<,21,Cincinnati,AAC,6-1,386,19,W 29-27 A SMU,Week 8Oct 23[9],2022,
399,21,<,22,North Carolina,ACC,6-1,278,21,DNP,Week 8Oct 23[9],2022,
400,22,<,17,Kansas State,Big 12,5-2,272,22,L 38-28 A #8 TCU,Week 8Oct 23[9],2022,
401,23,<,25,Tulane,AAC,7-1,243,24,W 38-28 H Memphis,Week 8Oct 23[9],2022,
402,24,<,23,NC State,ACC,5-2,169,23,DNP,Week 8Oct 23[9],2022,
403,25,<,NR,South Carolina,SEC,5-2,113,25,W 30-24 H Texas A&M,Week 8Oct 23[9],2022,
404,RV,<,20,Texas,Big 12,,38,RV,L 41-34 A #11 Oklahoma State,Week 8Oct 23[9],2022,
405,RV,<,NR,Liberty,Ind,,35,RV,W 41-14 H BYU,Week 8Oct 23[9],2022,
406,RV,<,NR,Oregon State,Pac-12,,25,RV,W 42-9 H Colorado,Week 8Oct 23[9],2022,
407,RV,<,24,Mississippi State,SEC,,10,RV,L 30-6 A #6 Alabama,Week 8Oct 23[9],2022,
408,RV,<,NR,Maryland,Big Ten,,8,RV,W 31-24 H Northwestern,Week 8Oct 23[9],2022,
409,RV,<,NR,Troy,Sun Belt,,3,RV,W 10-6 A South Alabama,Week 8Oct 23[9],2022,
410,RV,<,NR,Arkansas,SEC,,1,RV,DNP,Week 8Oct 23[9],2022,
411,RV,<,NR,Florida State,ACC,,1,NR,DNP,Week 8Oct 23[9],2022,
412,RV,<,NR,UTSA,CUSA,,1,RV,W 31-27 H North Texas,Week 8Oct 23[9],2022,
413,RV,<,NR,Washington,Pac-12,,1,RV,W 28-21 A California,Week 8Oct 23[9],2022,
414,NR,<,NR,Baylor,Big 12,,0,RV,W 35-23 H Kansas,Week 8Oct 23[9],2022,
415,NR,<,NR,Boise State,MWC,,0,RV,W 19-14 A Air Force,Week 8Oct 23[9],2022,
416,NR,<,NR,Coastal Carolina,Sun Belt,,0,RV,DNP,Week 8Oct 23[9],2022,
417,NR,<,NR,UCF,AAC,,0,RV,L 34-13 A East Carolina,Week 8Oct 23[9],2022,
418,1,<,1,Georgia (30),SEC,8-0,1528,*1,W 42-20 N Florida,Week 9Oct 30[10],2022,3
419,2,<,2,Ohio State (15),Big Ten,8-0,1500,*2,W 44-31 A #13 Penn State,Week 9Oct 30[10],2022,2
420,2,<,3,Tennessee (18),SEC,8-0,1500,*3,W 44-6 H #19 Kentucky,Week 9Oct 30[10],2022,1
421,4,<,4,Michigan,Big Ten,8-0,1378,4,W 29-7 H Michigan State,Week 9Oct 30[10],2022,5
422,5,<,5,Clemson,ACC,8-0,1312,5,DNP,Week 9Oct 30[10],2022,4
423,6,<,6,Alabama,SEC,7-1,1258,6,DNP,Week 9Oct 30[10],2022,6
424,7,<,7,TCU,Big 12,8-0,1220,7,W 41-31 A West Virginia,Week 9Oct 30[10],2022,7
425,8,<,8,Oregon,Pac-12,7-1,1135,8,W 42-24 A California,Week 9Oct 30[10],2022,8
426,9,<,10,USC,Pac-12,7-1,1010,9,W 45-37 A Arizona,Week 9Oct 30[10],2022,9
427,10,<,12,UCLA,Pac-12,7-1,979,11,W 38-13 H Stanford,Week 9Oct 30[10],2022,12
428,11,<,15,Mississippi,SEC,8-1,905,10,W 31-28 A Texas A&M,Week 9Oct 30[10],2022,11
429,12,<,14,Utah,Pac-12,6-2,876,12,W 21-17 A Washington State,Week 9Oct 30[10],2022,14
430,13,<,22,Kansas State,Big 12,6-2,772,14,W 48-0 H #9 Oklahoma State,Week 9Oct 30[10],2022,13
431,14,<,17,Illinois,Big Ten,7-1,741,13,W 26-9 A Nebraska,Week 9Oct 30[10],2022,16
432,15,<,18,LSU,SEC,6-2,679,17,DNP,Week 9Oct 30[10],2022,10
433,16,<,13,Penn State,Big Ten,6-2,641,16,L 44-31 H #2 Ohio State,Week 9Oct 30[10],2022,15
434,17,<,21,North Carolina,ACC,7-1,542,15,W 42-24 H Pittsburgh,Week 9Oct 30[10],2022,17
435,18,<,9,Oklahoma State,Big 12,6-2,513,18,L 48-0 A #22 Kansas State,Week 9Oct 30[10],2022,18
436,19,<,23,Tulane,AAC,7-1,455,21,DNP,Week 9Oct 30[10],2022,19
437,20,<,10,Wake Forest,ACC,6-2,388,19,L 48-21 A Louisville,Week 9Oct 30[10],2022,21
438,21,<,24,NC State,ACC,6-2,285,20,W 22-21 H Virginia Tech,Week 9Oct 30[10],2022,22
439,22,<,16,Syracuse,ACC,6-2,205,22,L 41-24 H Notre Dame,Week 9Oct 30[10],2022,20
440,23,<,NR,Liberty,Ind,7-1,136,23,DNP,Week 9Oct 30[10],2022,NR
441,24,<,NR,Oregon State,Pac-12,6-2,129,RV,DNP,Week 9Oct 30[10],2022,23
442,25,<,NR,UCF,AAC,6-2,111,25,W 25-21 H #20 Cincinnati,Week 9Oct 30[10],2022,25
443,RV,<,NR,Texas,Big 12,,58,RV,DNP,Week 9Oct 30[10],2022,24
444,RV,<,19,Kentucky,SEC,,57,NR,L 44-6 A #3 Tennessee,Week 9Oct 30[10],2022,NR
445,RV,<,NR,Maryland,Big Ten,,36,RV,DNP,Week 9Oct 30[10],2022,NR
446,RV,<,20,Cincinnati,AAC,,32,RV,L 25-21 A UCF,Week 9Oct 30[10],2022,NR
447,RV,<,NR,Notre Dame,Ind,,24,RV,W 41-24 A #16 Syracuse,Week 9Oct 30[10],2022,NR
448,RV,<,NR,Washington,Pac-12,,12,RV,DNP,Week 9Oct 30[10],2022,NR
449,RV,<,NR,Arkansas,SEC,,11,RV,W 41-27 A Auburn,Week 9Oct 30[10],2022,NR
450,RV,<,NR,Baylor,Big 12,,9,RV,W 45-17 A Texas Tech,Week 9Oct 30[10],2022,NR
451,RV,<,NR,Coastal Carolina,Sun Belt,,8,RV,W 24-13 A Marshall,Week 9Oct 30[10],2022,NR
452,RV,<,NR,Florida State,ACC,,8,NR,W 41-16 H Georgia Tech,Week 9Oct 30[10],2022,NR
453,RV,<,NR,Troy,Sun Belt,,7,RV,DNP,Week 9Oct 30[10],2022,NR
454,RV,<,NR,Mississippi State,SEC,,5,RV,DNP,Week 9Oct 30[10],2022,NR
455,RV,<,NR,Boise State,MWC,,4,RV,W 49-10 H Colorado State,Week 9Oct 30[10],2022,NR
456,RV,<,25,South Carolina,SEC,,2,RV,L 23-10 H Missouri,Week 9Oct 30[10],2022,NR
457,RV,<,NR,East Carolina,AAC,,2,NR,W 27-24 A BYU,Week 9Oct 30[10],2022,NR
458,RV,<,NR,Louisville,ACC,,1,RV,W 48-21 H #10 Wake Forest,Week 9Oct 30[10],2022,NR
459,RV,<,NR,UTSA,CUSA,,1,RV,DNP,Week 9Oct 30[10],2022,NR
460,1,<,1,Georgia (62),SEC,9-0,1574,*1,W 27-13 H #2 Tennessee,Week 10Nov 6 [11],2022,1
461,2,<,2,Ohio State (1),Big Ten,9-0,1500,2,W 21-7 A Northwestern,Week 10Nov 6 [11],2022,2
462,3,<,4,Michigan,Big Ten,9-0,1455,*3,W 52-17 A Rutgers,Week 10Nov 6 [11],2022,3
463,4,<,7,TCU,Big 12,9-0,1361,4,W 34-24 H Texas Tech,Week 10Nov 6 [11],2022,4
464,5,<,2,Tennessee,SEC,8-1,1339,5,L 27-13 A #1 Georgia,Week 10Nov 6 [11],2022,5
465,6,<,8,Oregon,Pac-12,8-1,1258,6,W 49-10 A Colorado,Week 10Nov 6 [11],2022,6
466,7,<,15,LSU,SEC,7-2,1132,8,W 32-31 (1OT) H #6 Alabama,Week 10Nov 6 [11],2022,7
467,8,<,9,USC,Pac-12,8-1,1061,7,W 41-35 H California,Week 10Nov 6 [11],2022,8
468,9,<,10,UCLA,Pac-12,8-1,1040,10,W 50-36 A Arizona State,Week 10Nov 6 [11],2022,12
469,10,<,6,Alabama,SEC,7-2,1009,11,L 32-31 (1OT) A #15 LSU,Week 10Nov 6 [11],2022,9
470,11,<,11,Mississippi,SEC,8-1,962,9,DNP,Week 10Nov 6 [11],2022,11
471,12,<,5,Clemson,ACC,8-1,938,12,L 35-14 A Notre Dame,Week 10Nov 6 [11],2022,10
472,13,<,12,Utah,Pac-12,7-2,881,13,W 45-20 H Arizona,Week 10Nov 6 [11],2022,13
473,14,<,16,Penn State,Big Ten,7-2,735,15,W 45-14 A Indiana,Week 10Nov 6 [11],2022,14
474,15,<,17,North Carolina,ACC,8-1,676,14,W 31-28 A Virginia,Week 10Nov 6 [11],2022,15
475,16,<,19,Tulane,AAC,8-1,607,17,W 27-13 A Tulsa,Week 10Nov 6 [11],2022,17
476,17,<,21,NC State,ACC,7-2,547,16,W 30-21 H #20 Wake Forest,Week 10Nov 6 [11],2022,16
477,18,<,NR,Texas,Big 12,6-3,399,18,W 34-27 A #13 Kansas State,Week 10Nov 6 [11],2022,18
478,19,<,23,Liberty,Ind,8-1,358,19,W 21-19 A Arkansas,Week 10Nov 6 [11],2022,NR
479,20,<,NR,Notre Dame,Ind,6-3,316,25,W 35-14 H #5 Clemson,Week 10Nov 6 [11],2022,20
480,21,<,14,Illinois,Big Ten,7-2,262,20,L 23-15 H Michigan State,Week 10Nov 6 [11],2022,21
481,22,<,25,UCF,AAC,7-2,257,21,W 35-28 A Memphis,Week 10Nov 6 [11],2022,22
482,23,<,13,Kansas State,Big 12,6-3,247,22,L 34-27 H Texas,Week 10Nov 6 [11],2022,19
483,24,<,NR,Washington,Pac-12,7-2,187,23,W 24-21 H #24 Oregon State,Week 10Nov 6 [11],2022,25
484,25,<,NR,Florida State,ACC,6-3,78,RV,W 45-3 A Miami (FL),Week 10Nov 6 [11],2022,23
485,RV,<,NR,Cincinnati,AAC,,74,RV,W 20-10 H Navy,Week 10Nov 6 [11],2022,NR
486,RV,<,NR,Kentucky,SEC,,61,24,W 21-17 A Missouri,Week 10Nov 6 [11],2022,24
487,RV,<,NR,Coastal Carolina,Sun Belt,,46,RV,W 35-28 H Appalachian State,Week 10Nov 6 [11],2022,NR
488,RV,<,20,Wake Forest,ACC,,34,RV,L 30-21 A #21 NC State,Week 10Nov 6 [11],2022,NR
489,RV,<,18,Oklahoma State,Big 12,,21,RV,L 37-16 A Kansas,Week 10Nov 6 [11],2022,NR
490,RV,<,NR,Baylor,Big 12,,19,RV,W 38-35 A Oklahoma,Week 10Nov 6 [11],2022,NR
491,RV,<,NR,Kansas,Big 12,,10,RV,W 37-16 H #18 Oklahoma State,Week 10Nov 6 [11],2022,NR
492,RV,<,NR,Mississippi State,SEC,,8,RV,W 39-33 (1OT) H Auburn,Week 10Nov 6 [11],2022,NR
493,RV,<,NR,South Carolina,SEC,,6,RV,W 38-27 A Vanderbilt,Week 10Nov 6 [11],2022,NR
494,RV,<,NR,Troy,Sun Belt,,5,RV,W 23-17 A Louisiana,Week 10Nov 6 [11],2022,NR
495,RV,<,NR,UTSA,CUSA,,5,RV,W 44-38 (2OT) A UAB,Week 10Nov 6 [11],2022,NR
496,RV,<,24,Oregon State,Pac-12,,3,RV,L 24-21 A Washington,Week 10Nov 6 [11],2022,NR
497,RV,<,NR,Louisville,ACC,,3,RV,W 34-10 H James Madison,Week 10Nov 6 [11],2022,NR
498,RV,<,NR,San Jose State,MWC,,1,NR,W 28-16 H Colorado State,Week 10Nov 6 [11],2022,NR
499,NR,<,22,Syracuse,ACC,,0,RV,L 19-9 A Pittsburgh,Week 10Nov 6 [11],2022,NR
500,NR,<,NR,Boise State,MWC,,0,RV,L 31-28 H BYU,Week 10Nov 6 [11],2022,NR
501,NR,<,NR,Maryland,Big Ten,,0,RV,L 23-10 A Wisconsin,Week 10Nov 6 [11],2022,NR
502,NR,<,NR,Minnesota,Big Ten,,0,RV,W 20-13 A Nebraska,Week 10Nov 6 [11],2022,NR
503,NR,<,NR,Pittsburgh,ACC,,0,RV,W 19-9 H #22 Syracuse,Week 10Nov 6 [11],2022,NR
