,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year,BCS
313,11,<,15,Michigan,Big Ten,8-2,1054,,Week 11Nov 16[13],1998,12
314,12,<,14,Tulane,CUSA,9-0,869,W 49-35 A Army,Week 11Nov 16[13],1998,16
315,13,<,8,Wisconsin,Big Ten,9-1,849,,Week 11Nov 16[13],1998,13
316,14,<,17,Georgia,SEC,7-2,788,,Week 11Nov 16[13],1998,15
317,15,<,20,Oregon,Pac-10,8-2,754,,Week 11Nov 16[13],1998,11
318,16,<,19,Penn State,Big Ten,7-2,705,,Week 11Nov 16[13],1998,17
319,17,<,11,Nebraska,Big 12,8-3,616,,Week 11Nov 16[13],1998,14
320,18,<,21,Virginia,ACC,8-2,528,,Week 11Nov 16[13],1998,21
321,19,<,13,Missouri,Big 12,7-3,456,,Week 11Nov 16[13],1998,19
322,20,<,23,Air Force,WAC,9-1,434,,Week 11Nov 16[13],1998,18
323,21,<,22,Georgia Tech,ACC,7-2,398,,Week 11Nov 16[13],1998,22
324,22,<,24,Miami (FL),Big East,6-2,365,,Week 11Nov 16[13],1998,24
325,23,<,16,Virginia Tech,Big East,7-2,206,,Week 11Nov 16[13],1998,NR
326,24,<,NR,Syracuse,Big East,6-3,140,,Week 11Nov 16[13],1998,NR
327,25,<,18,Texas,Big 12,7-3,117,,Week 11Nov 16[13],1998,23
328,RV,<,NR,Kentucky,SEC,,66,,Week 11Nov 16[13],1998,NR
329,RV,<,NR,Texas Tech,Big 12,,65,,Week 11Nov 16[13],1998,NR
330,RV,<,NR,USC,Pac-10,,56,,Week 11Nov 16[13],1998,20
331,RV,<,NR,West Virginia,Big East,,23,,Week 11Nov 16[13],1998,NR
332,RV,<,25,Wyoming,WAC,,10,,Week 11Nov 16[13],1998,NR
333,RV,<,NR,Mississippi State,SEC,,8,,Week 11Nov 16[13],1998,NR
334,RV,<,NR,Purdue,Big Ten,,8,,Week 11Nov 16[13],1998,NR
335,RV,<,NR,Marshall,MAC,,6,,Week 11Nov 16[13],1998,NR
336,RV,<,NR,Colorado,Big 12,,3,,Week 11Nov 16[13],1998,NR
337,RV,<,NR,NC State,ACC,,3,,Week 11Nov 16[13],1998,NR
338,RV,<,NR,BYU,WAC,,1,,Week 11Nov 16[13],1998,NR
339,1,<,1,Tennessee (42),SEC,10-0,1715,W 59-21 H Kentucky,Week 12Nov 23[14],1998,1
340,2,<,2,Kansas State (24),Big 12,11-0,1685,,Week 12Nov 23[14],1998,3
341,3,<,3,UCLA (4),Pac-10,10-0,1628,,Week 12Nov 23[14],1998,2
342,4,<,5,Florida State,ACC,11-1,1547,,Week 12Nov 23[14],1998,4
343,5,<,7,Ohio State,Big Ten,10-1,1446,,Week 12Nov 23[14],1998,6
344,6,<,6,Texas A&M,Big 12,10-1,1417,,Week 12Nov 23[14],1998,5
345,7,<,8,Arizona,Pac-10,10-1,1326,DNP,Week 12Nov 23[14],1998,7
346,8,<,4,Florida,SEC,9-2,1217,,Week 12Nov 23[14],1998,8
347,9,<,10,Notre Dame,Ind,9-1,1165,,Week 12Nov 23[14],1998,9
348,10,<,13,Wisconsin,Big Ten,10-1,1098,,Week 12Nov 23[14],1998,10
349,11,<,12,Tulane,CUSA,10-0,1000,W 48-20 H Houston,Week 12Nov 23[14],1998,11
350,12,<,14,Georgia,SEC,8-2,965,,Week 12Nov 23[14],1998,15
351,13,<,9,Arkansas,SEC,8-2,783,,Week 12Nov 23[14],1998,13
352,14,<,17,Nebraska,Big 12,8-3,766,,Week 12Nov 23[14],1998,12
353,15,<,11,Michigan,Big Ten,8-3,714,,Week 12Nov 23[14],1998,14
354,16,<,18,Virginia,ACC,8-2,698,,Week 12Nov 23[14],1998,17
355,17,<,21,Georgia Tech,ACC,8-2,627,,Week 12Nov 23[14],1998,19
356,18,<,20,Air Force,WAC,10-1,604,,Week 12Nov 23[14],1998,16
357,19,<,22,Miami (FL),Big East,7-2,559,,Week 12Nov 23[14],1998,20
358,20,<,23,Virginia Tech,Big East,8-2,371,,Week 12Nov 23[14],1998,NR
359,21,<,24,Syracuse,Big East,7-3,297,,Week 12Nov 23[14],1998,NR
360,22,<,15,Oregon,Pac-10,8-3,278,,Week 12Nov 23[14],1998,18
361,23,<,16,Penn State,Big Ten,7-3,233,,Week 12Nov 23[14],1998,NR
362,24,<,19,Missouri,Big 12,7-4,232,,Week 12Nov 23[14],1998,NR
363,25,<,NR,Mississippi State,SEC,7-3,147,,Week 12Nov 23[14],1998,NR
364,NR,<,25,Texas,Big 12,,0,,Week 12Nov 23[14],1998,NR
365,1,<,1,Tennessee (41),SEC,11-0,1669,W 41-0 A Vanderbilt,Week 13Nov 30[15],1998,1
366,2,<,2,Kansas State (24),Big 12,11-0,1638,,Week 13Nov 30[15],1998,3
367,3,<,3,UCLA (3),Pac-10,10-0,1579,,Week 13Nov 30[15],1998,2
368,4,<,4,Florida State,ACC,11-1,1501,,Week 13Nov 30[15],1998,4
369,5,<,5,Ohio State,Big Ten,10-1,1427,,Week 13Nov 30[15],1998,5
370,6,<,7,Arizona,Pac-10,11-1,1358,W 50-42 H Arizona State,Week 13Nov 30[15],1998,6
371,7,<,8,Florida,SEC,9-2,1280,,Week 13Nov 30[15],1998,7
372,8,<,10,Wisconsin,Big Ten,10-1,1173,,Week 13Nov 30[15],1998,9
373,9,<,11,Tulane,CUSA,11-0,1043,W 63-30 H Louisiana Tech,Week 13Nov 30[15],1998,10
374,10,<,6,Texas A&M,Big 12,10-2,1014,,Week 13Nov 30[15],1998,8
375,11,<,13,Arkansas,SEC,9-2,941,,Week 13Nov 30[15],1998,13
376,12,<,17,Georgia Tech,ACC,9-2,843,,Week 13Nov 30[15],1998,12
377,13,<,14,Nebraska,Big 12,9-3,831,,Week 13Nov 30[15],1998,11
378,14,<,16,Virginia,ACC,9-2,811,,Week 13Nov 30[15],1998,14
379,15,<,15,Michigan,Big Ten,9-3,809,,Week 13Nov 30[15],1998,NR
380,16,<,9,Notre Dame,Ind,9-2,667,,Week 13Nov 30[15],1998,NR
381,17,<,18,Air Force,WAC,10-1,617,,Week 13Nov 30[15],1998,NR
382,18,<,21,Syracuse,Big East,8-3,576,,Week 13Nov 30[15],1998,15
383,19,<,12,Georgia,SEC,8-3,490,,Week 13Nov 30[15],1998,NR
384,20,<,NR,Texas,Big 12,8-3,402,,Week 13Nov 30[15],1998,NR
385,21,<,22,Oregon,Pac-10,8-3,324,,Week 13Nov 30[15],1998,NR
386,22,<,23,Penn State,Big Ten,8-3,315,,Week 13Nov 30[15],1998,NR
387,23,<,25,Mississippi State,SEC,8-3,275,,Week 13Nov 30[15],1998,NR
388,24,<,24,Missouri,Big 12,7-4,230,,Week 13Nov 30[15],1998,NR
389,25,<,20,Virginia Tech,Big East,8-3,105,,Week 13Nov 30[15],1998,NR
390,NR,<,19,Miami (FL),Big East,,0,,Week 13Nov 30[15],1998,NR
391,1,<,1,Tennessee (70),SEC,12-0,1750,W 24-14 N #23 Mississippi State,Week 14Dec 7[16],1998,1
392,2,<,4,Florida State,ACC,11-1,1671,,Week 14Dec 7[16],1998,2
393,3,<,5,Ohio State,Big Ten,10-1,1602,,Week 14Dec 7[16],1998,4
394,4,<,2,Kansas State,Big 12,11-1,1476,,Week 14Dec 7[16],1998,3
395,5,<,6,Arizona,Pac-10,11-1,1412,DNP,Week 14Dec 7[16],1998,7
396,6,<,3,UCLA,Pac-10,10-1,1398,,Week 14Dec 7[16],1998,5
397,7,<,7,Florida,SEC,9-2,1337,,Week 14Dec 7[16],1998,8
398,8,<,10,Texas A&M,Big 12,11-2,1310,,Week 14Dec 7[16],1998,6
399,9,<,8,Wisconsin,Big Ten,10-1,1176,,Week 14Dec 7[16],1998,9
400,10,<,9,Tulane,CUSA,11-0,1067,DNP,Week 14Dec 7[16],1998,10
401,11,<,11,Arkansas,SEC,9-2,960,,Week 14Dec 7[16],1998,13
402,12,<,12,Georgia Tech,ACC,9-2,874,,Week 14Dec 7[16],1998,14
403,13,<,14,Virginia,ACC,9-2,817,,Week 14Dec 7[16],1998,12
404,14,<,13,Nebraska,Big 12,9-3,815,,Week 14Dec 7[16],1998,11
405,15,<,15,Michigan,Big Ten,9-3,793,,Week 14Dec 7[16],1998,NR
406,16,<,17,Air Force,WAC,11-1,689,,Week 14Dec 7[16],1998,NR
407,17,<,16,Notre Dame,Ind,9-2,665,,Week 14Dec 7[16],1998,NR
408,18,<,18,Syracuse,Big East,8-3,610,,Week 14Dec 7[16],1998,15
409,19,<,19,Georgia,SEC,8-3,478,,Week 14Dec 7[16],1998,NR
410,20,<,20,Texas,Big 12,8-3,442,,Week 14Dec 7[16],1998,NR
411,21,<,21,Oregon,Pac-10,8-3,322,,Week 14Dec 7[16],1998,NR
412,22,<,22,Penn State,Big Ten,8-3,293,,Week 14Dec 7[16],1998,NR
413,23,<,24,Missouri,Big 12,7-4,206,,Week 14Dec 7[16],1998,NR
414,24,<,NR,Miami (FL),Big East,8-3,190,,Week 14Dec 7[16],1998,NR
415,25,<,23,Mississippi State,SEC,8-4,159,,Week 14Dec 7[16],1998,NR
416,NR,<,25,Virginia Tech,Big East,,0,,Week 14Dec 7[16],1998,NR
417,1,<,1,Tennessee (70),SEC,13-0,1750,W 23-16 N #2 Florida State (BCS NC/Fiesta),Week 15 (Final)Final[17],1998,
418,2,<,3,Ohio State,Big Ten,11-1,1673,W 24-14 N #8 Texas A&M (Sugar),Week 15 (Final)Final[17],1998,
419,3,<,2,Florida State,ACC,11-2,1574,L 23-16 N #1 Tennessee (BCS NC/Fiesta ),Week 15 (Final)Final[17],1998,
420,4,<,5,Arizona,Pac-10,12-1,1535,W 23-20 N #14 Nebraska (Holiday),Week 15 (Final)Final[17],1998,
421,5,<,7,Florida,SEC,10-2,1463,W 31-10 N #18 Syracuse (Orange),Week 15 (Final)Final[17],1998,
422,6,<,9,Wisconsin,Big Ten,11-1,1427,W 38-31 N #6 UCLA (Rose),Week 15 (Final)Final[17],1998,
423,7,<,10,Tulane,CUSA,12-0,1252,W 41-27 N BYU (Liberty),Week 15 (Final)Final[17],1998,
424,8,<,6,UCLA,Pac-10,10-2,1123,L 38-31 N #9 Wisconsin (Rose),Week 15 (Final)Final[17],1998,
425,9,<,12,Georgia Tech,ACC,10-2,1122,W 35-28 N #17 Notre Dame (Gator),Week 15 (Final)Final[17],1998,
426,10,<,4,Kansas State,Big 12,11-2,1086,L 37-34 N Purdue (Alamo),Week 15 (Final)Final[17],1998,
427,11,<,8,Texas A&M,Big 12,11-3,1071,L 24-14 N #3 Ohio State (Sugar),Week 15 (Final)Final[17],1998,
428,12,<,15,Michigan,Big Ten,10-3,1052,W 45-31 N #11 Arkansas (Citrus),Week 15 (Final)Final[17],1998,
429,13,<,16,Air Force,WAC,12-1,980,W 45-25 N Washington (Oahu Classic),Week 15 (Final)Final[17],1998,
430,14,<,19,Georgia,SEC,9-3,785,W 35-33 N #13 Virginia (Peach),Week 15 (Final)Final[17],1998,
431,15,<,20,Texas,Big 12,9-3,740,W 38-11 N #25 Mississippi State (Cotton),Week 15 (Final)Final[17],1998,
432,16,<,11,Arkansas,SEC,9-3,621,L 45-31 N #15 Michigan (Citrus),Week 15 (Final)Final[17],1998,
433,17,<,22,Penn State,Big Ten,9-3,619,W 26-14 N Kentucky (Outback),Week 15 (Final)Final[17],1998,
434,18,<,13,Virginia,ACC,9-3,544,L 35-33 N #19 Georgia (Peach),Week 15 (Final)Final[17],1998,
435,19,<,14,Nebraska,Big 12,9-4,454,L 23-20 N #5 Arizona (Holiday),Week 15 (Final)Final[17],1998,
436,20,<,24,Miami (FL),Big East,9-3,426,W 46-23 N NC State (Micron PC),Week 15 (Final)Final[17],1998,
437,21,<,23,Missouri,Big 12,8-4,335,W 34-31 N West Virginia (Insight),Week 15 (Final)Final[17],1998,
438,22,<,17,Notre Dame,Ind,9-3,315,L 35-28 N #12 Georgia Tech (Gator),Week 15 (Final)Final[17],1998,
439,23,<,NR,Virginia Tech,Big East,9-3,256,,Week 15 (Final)Final[17],1998,
440,24,<,NR,Purdue,Big Ten,9-4,236,,Week 15 (Final)Final[17],1998,
441,25,<,18,Syracuse,Big East,8-4,161,L 31-10 N #7 Florida (Orange),Week 15 (Final)Final[17],1998,
442,RV,<,NR,Colorado,Big 12,8-4,46,,Week 15 (Final)Final[17],1998,
443,RV,<,NR,Marshall,MAC,12-1,45,,Week 15 (Final)Final[17],1998,
444,RV,<,21,Oregon,Pac-10,8-4,28,L 51-43 N Colorado (Aloha Classic),Week 15 (Final)Final[17],1998,
445,RV,<,25,Mississippi State,SEC,8-5,10,L 38-11 N #20 Texas (Cotton),Week 15 (Final)Final[17],1998,
446,RV,<,NR,Miami (OH),MAC,10-1,9,,Week 15 (Final)Final[17],1998,
447,RV,<,NR,West Virginia,Big East,8-4,6,,Week 15 (Final)Final[17],1998,
448,RV,<,NR,Idaho,Big West,9-3,2,,Week 15 (Final)Final[17],1998,
449,RV,<,NR,TCU,WAC,7-5,2,,Week 15 (Final)Final[17],1998,
450,RV,<,NR,Mississippi,SEC,7-5,1,,Week 15 (Final)Final[17],1998,
451,RV,<,NR,USC,Pac-10,8-5,1,,Week 15 (Final)Final[17],1998,
