,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
253,17,<,19,Baylor,Big 12,3-0,536,16,DNP,Week 5Sep 29[7],2013,
254,18,<,20,Florida,SEC,3-1,481,19,W 24-7 A Kentucky,Week 5Sep 29[7],2013,
255,19,<,18,Michigan,Big Ten,4-0,471,17,DNP,Week 5Sep 29[7],2013,
256,20,<,24,Texas Tech,Big 12,4-0,264,22,DNP,Week 5Sep 29[7],2013,
257,21,<,11,Oklahoma State,Big 12,3-1,230,20,L 30-21 A West Virginia,Week 5Sep 29[7],2013,
258,22,<,NR,Arizona State,Pac-12,3-1,192,24,W 62-41 H USC,Week 5Sep 29[7],2013,
259,23,<,25,Fresno State,MWC,4-0,187,21,W 42-37 A Hawaii,Week 5Sep 29[7],2013,
260,24,<,21,Mississippi,SEC,3-1,132,RV,L 25-0 A #1 Alabama,Week 5Sep 29[7],2013,
261,25,<,NR,Maryland,ACC,4-0,119,RV,DNP,Week 5Sep 29[7],2013,
262,RV,<,NR,Northern Illinois,MAC,4-0,104,23,W 55-24 A Purdue,Week 5Sep 29[7],2013,
263,RV,<,NR,Virginia Tech,ACC,4-1,49,RV,W 17-10 A Georgia Tech,Week 5Sep 29[7],2013,
264,RV,<,23,Wisconsin,Big Ten,3-2,46,RV,L 31-24 A #4 Ohio State,Week 5Sep 29[7],2013,
265,RV,<,NR,Nebraska,Big Ten,3-1,20,25,DNP,Week 5Sep 29[7],2013,
266,RV,<,NR,Missouri,SEC,4-0,14,RV,W 41-19 H Arkansas State,Week 5Sep 29[7],2013,
267,RV,<,22,Notre Dame,Ind,3-2,12,RV,L 35-21 H #14 Oklahoma,Week 5Sep 29[7],2013,
268,RV,<,NR,UCF,AAC,3-1,6,RV,L 28-25 H #12 South Carolina,Week 5Sep 29[7],2013,
269,RV,<,NR,Michigan State,Big Ten,3-1,5,RV,DNP,Week 5Sep 29[7],2013,
270,RV,<,NR,Rutgers,AAC,3-1,2,RV,DNP,Week 5Sep 29[7],2013,
271,NR,<,NR,Arizona,Pac-12,3-1,0,RV,L 31-13 A #16 Washington,Week 5Sep 29[7],2013,
272,NR,<,NR,Cincinnati,AAC,3-1,0,RV,DNP,Week 5Sep 29[7],2013,
273,NR,<,NR,East Carolina,CUSA,3-1,0,RV,W 55-31 A North Carolina,Week 5Sep 29[7],2013,
274,NR,<,NR,Iowa,Big Ten,4-1,0,RV,W 23-7 A Minnesota,Week 5Sep 29[7],2013,
275,NR,<,NR,Oregon State,Pac-12,4-1,0,RV,W 44-17 H Colorado,Week 5Sep 29[7],2013,
276,NR,<,NR,Utah,Pac-12,3-1,0,RV,DNP,Week 5Sep 29[7],2013,
277,1,<,1,Alabama (55),SEC,5-0,1495,*1,W 45-3 H Georgia State,Week 6Oct 6[8],2013,
278,2,<,2,Oregon (5),Pac-12,5-0,1424,*2,W 57-16 A Colorado,Week 6Oct 6[8],2013,
279,3,<,3,Clemson,ACC,5-0,1359,*4,W 49-14 A Syracuse,Week 6Oct 6[8],2013,
280,4,<,4,Ohio State,Big Ten,6-0,1305,3,W 40-30 A #16 Northwestern,Week 6Oct 6[8],2013,
281,5,<,5,Stanford,Pac-12,5-0,1278,5,W 31-28 H #15 Washington,Week 6Oct 6[8],2013,
282,6,<,8,Florida State,ACC,5-0,1158,6,W 63-0 H #25 Maryland,Week 6Oct 6[8],2013,
283,7,<,6,Georgia,SEC,4-1,1138,7,W 34-31 (1OT) A Tennessee,Week 6Oct 6[8],2013,
284,8,<,7,Louisville,AAC,5-0,1051,8,W 30-7 A Temple,Week 6Oct 6[8],2013,
285,9,<,9,Texas A&M,SEC,4-1,1003,9,DNP,Week 6Oct 6[8],2013,
286,10,<,10,LSU,SEC,5-1,993,11,W 59-26 A Mississippi State,Week 6Oct 6[8],2013,
287,11,<,12,UCLA,Pac-12,4-0,844,13,W 34-27 A Utah,Week 6Oct 6[8],2013,
288,12,<,11,Oklahoma,Big 12,5-0,819,10,W 20-17 H TCU,Week 6Oct 6[8],2013,
289,13,<,14,Miami (FL),ACC,5-0,780,14,W 45-30 H Georgia Tech,Week 6Oct 6[8],2013,
290,14,<,13,South Carolina,SEC,4-1,764,12,W 35-28 H Kentucky,Week 6Oct 6[8],2013,
291,15,<,17,Baylor,Big 12,4-0,681,15,W 73-42 H West Virginia,Week 6Oct 6[8],2013,
292,16,<,15,Washington,Pac-12,4-1,556,19,L 31-28 A #5 Stanford,Week 6Oct 6[8],2013,
293,17,<,18,Florida,SEC,4-1,536,17,W 30-10 H Arkansas,Week 6Oct 6[8],2013,
294,18,<,19,Michigan,Big Ten,5-0,514,16,W 42-13 H Minnesota,Week 6Oct 6[8],2013,
295,19,<,16,Northwestern,Big Ten,4-1,418,18,L 40-30 H #4 Ohio State,Week 6Oct 6[8],2013,
296,20,<,20,Texas Tech,Big 12,5-0,358,21,W 54-16 A Kansas,Week 6Oct 6[8],2013,
297,21,<,23,Fresno State,MWC,5-0,258,22,W 61-14 A Idaho,Week 6Oct 6[8],2013,
298,22,<,21,Oklahoma State,Big 12,4-1,204,20,W 33-29 H Kansas State,Week 6Oct 6[8],2013,
299,23,<,NR,Northern Illinois,MAC,5-0,138,23,W 38-24 A Kent State,Week 6Oct 6[8],2013,
300,24,<,NR,Virginia Tech,ACC,5-1,115,25,W 27-17 H North Carolina,Week 6Oct 6[8],2013,
301,25,<,NR,Missouri,SEC,5-0,105,RV,W 51-28 A Vanderbilt,Week 6Oct 6[8],2013,
302,RV,<,NR,Auburn,SEC,4-1,61,RV,W 30-22 H #24 Mississippi,Week 6Oct 6[8],2013,
303,RV,<,NR,Notre Dame,Ind,4-2,50,RV,W 37-34 N #22 Arizona State,Week 6Oct 6[8],2013,
304,RV,<,NR,Nebraska,Big Ten,4-1,35,24,W 39-19 H Illinois,Week 6Oct 6[8],2013,
305,RV,<,NR,Wisconsin,Big Ten,3-2,29,RV,DNP,Week 6Oct 6[8],2013,
306,RV,<,NR,Michigan State,Big Ten,4-1,16,RV,W 26-14 A Iowa,Week 6Oct 6[8],2013,
307,RV,<,NR,UCF,AAC,4-1,7,RV,W 24-17 A Memphis,Week 6Oct 6[8],2013,
308,RV,<,22,Arizona State,Pac-12,3-2,3,RV,L 37-34 N Notre Dame,Week 6Oct 6[8],2013,
309,RV,<,24,Mississippi,SEC,3-2,3,NR,L 30-22 A Auburn,Week 6Oct 6[8],2013,
310,RV,<,NR,Rutgers,AAC,4-1,2,RV,W 55-52 (3OT) A SMU,Week 6Oct 6[8],2013,
311,NR,<,25,Maryland,ACC,4-1,0,NR,L 63-0 A #8 Florida State,Week 6Oct 6[8],2013,
312,NR,<,NR,Arizona,Pac-12,3-1,0,RV,DNP,Week 6Oct 6[8],2013,
313,NR,<,NR,Ball State,MAC,5-1,0,RV,W 48-27 A Virginia,Week 6Oct 6[8],2013,
314,NR,<,NR,BYU,Ind,3-2,0,RV,W 31-14 A Utah State,Week 6Oct 6[8],2013,
315,NR,<,NR,Oregon State,Pac-12,4-1,0,RV,DNP,Week 6Oct 6[8],2013,
316,1,<,1,Alabama (55),SEC,6-0,1495,*1,W 48-7 A Kentucky,Week 7Oct 13[9],2013,
317,2,<,2,Oregon (5),Pac-12,6-0,1438,*2,W 45-24 A #16 Washington,Week 7Oct 13[9],2013,
318,3,<,3,Clemson,ACC,6-0,1352,*4,W 24-14 H Boston College,Week 7Oct 13[9],2013,
319,4,<,4,Ohio State,Big Ten,6-0,1330,3,DNP,Week 7Oct 13[9],2013,
320,5,<,6,Florida State,ACC,5-0,1242,5,DNP,Week 7Oct 13[9],2013,
321,6,<,10,LSU,SEC,6-1,1137,8,W 17-6 H #17 Florida,Week 7Oct 13[9],2013,
322,7,<,9,Texas A&M,SEC,5-1,1105,7,W 41-38 A Mississippi,Week 7Oct 13[9],2013,
323,8,<,8,Louisville,AAC,6-0,1077,6,W 24-10 H Rutgers,Week 7Oct 13[9],2013,
324,9,<,11,UCLA,Pac-12,5-0,1017,10,W 37-10 H California,Week 7Oct 13[9],2013,
325,10,<,13,Miami (FL),ACC,5-0,912,11,DNP,Week 7Oct 13[9],2013,
326,11,<,14,South Carolina,SEC,5-1,896,9,W 52-7 A Arkansas,Week 7Oct 13[9],2013,
327,12,<,15,Baylor,Big 12,5-0,849,12,W 35-25 A Kansas State,Week 7Oct 13[9],2013,
328,13,<,5,Stanford,Pac-12,5-1,824,13,L 27-21 A Utah,Week 7Oct 13[9],2013,
329,14,<,25,Missouri,SEC,6-0,749,14,W 41-26 A #7 Georgia,Week 7Oct 13[9],2013,
330,15,<,7,Georgia,SEC,4-2,615,16,L 41-26 H #25 Missouri,Week 7Oct 13[9],2013,
331,16,<,20,Texas Tech,Big 12,6-0,590,15,W 42-35 H Iowa State,Week 7Oct 13[9],2013,
332,17,<,21,Fresno State,MWC,5-0,383,19,DNP,Week 7Oct 13[9],2013,
333,18,<,12,Oklahoma,Big 12,5-1,380,18,L 36-20 N Texas,Week 7Oct 13[9],2013,
334,19,<,24,Virginia Tech,ACC,6-1,352,20,W 19-9 H Pittsburgh,Week 7Oct 13[9],2013,
335,20,<,16,Washington,Pac-12,4-2,309,25,L 45-24 H #2 Oregon,Week 7Oct 13[9],2013,
336,21,<,22,Oklahoma State,Big 12,4-1,264,17,DNP,Week 7Oct 13[9],2013,
337,22,<,17,Florida,SEC,4-2,249,22,L 17-6 A #10 LSU,Week 7Oct 13[9],2013,
338,23,<,23,Northern Illinois,MAC,6-0,185,23,W 27-20 H Akron,Week 7Oct 13[9],2013,
339,24,<,NR,Auburn,SEC,5-1,156,RV,W 62-3 H Western Carolina,Week 7Oct 13[9],2013,
340,25,<,NR,Wisconsin,Big Ten,4-2,153,RV,W 35-6 H #19 Northwestern,Week 7Oct 13[9],2013,
341,RV,<,18,Michigan,Big Ten,5-1,118,24,L 43-40 (4OT) A Penn State,Week 7Oct 13[9],2013,
342,RV,<,NR,Nebraska,Big Ten,5-1,94,21,W 44-7 A Purdue,Week 7Oct 13[9],2013,
343,RV,<,NR,Michigan State,Big Ten,5-1,69,RV,W 42-28 H Indiana,Week 7Oct 13[9],2013,
344,RV,<,NR,Utah,Pac-12,4-2,47,RV,W 27-21 H #5 Stanford,Week 7Oct 13[9],2013,
345,RV,<,NR,Notre Dame,Ind,4-2,39,RV,DNP,Week 7Oct 13[9],2013,
346,RV,<,NR,Oregon State,Pac-12,5-1,21,RV,W 52-24 A Washington State,Week 7Oct 13[9],2013,
347,RV,<,NR,UCF,AAC,4-1,19,RV,DNP,Week 7Oct 13[9],2013,
348,RV,<,NR,Texas,Big 12,4-2,16,RV,W 36-20 N #12 Oklahoma,Week 7Oct 13[9],2013,
349,RV,<,19,Northwestern,Big Ten,4-2,7,RV,L 35-6 A Wisconsin,Week 7Oct 13[9],2013,
350,RV,<,NR,Arizona State,Pac-12,4-2,7,RV,W 54-13 H Colorado,Week 7Oct 13[9],2013,
351,RV,<,NR,Houston,AAC,5-0,3,RV,W 25-15 H Memphis,Week 7Oct 13[9],2013,
352,RV,<,NR,Rutgers,AAC,4-2,1,NR,L 24-10 A #8 Louisville,Week 7Oct 13[9],2013,
353,NR,<,NR,Ball State,MAC,6-1,0,NR,W 27-24 H Kent State,Week 7Oct 13[9],2013,
354,NR,<,NR,Boise State,MWC,4-2,0,RV,W 34-23 A Utah State,Week 7Oct 13[9],2013,
355,NR,<,NR,Maryland,ACC,5-1,0,NR,W 27-26 H Virginia,Week 7Oct 13[9],2013,
356,NR,<,NR,Mississippi,SEC,3-3,0,RV,L 41-38 H #9 Texas A&M,Week 7Oct 13[9],2013,
357,1,<,1,Alabama (55),SEC,7-0,1495,*1,W 52-0 H Arkansas,Week 8Oct 20[10],2013,1
358,2,<,2,Oregon (3),Pac-12,7-0,1427,*2,W 62-38 H Washington State,Week 8Oct 20[10],2013,3
359,3,<,5,Florida State (2),ACC,6-0,1395,*3,W 51-14 A #3 Clemson,Week 8Oct 20[10],2013,2
360,4,<,4,Ohio State,Big Ten,7-0,1309,4,W 34-24 H Iowa,Week 8Oct 20[10],2013,4
361,5,<,14,Missouri,SEC,7-0,1197,7,W 36-17 H #22 Florida,Week 8Oct 20[10],2013,5
362,6,<,12,Baylor,Big 12,6-0,1189,5,W 71-7 H Iowa State,Week 8Oct 20[10],2013,8
363,7,<,10,Miami (FL),ACC,6-0,1130,6,W 27-23 A North Carolina,Week 8Oct 20[10],2013,7
364,8,<,13,Stanford,Pac-12,6-1,1118,8,W 24-10 H #9 UCLA,Week 8Oct 20[10],2013,6
365,9,<,3,Clemson,ACC,6-1,927,10,L 51-14 H #5 Florida State,Week 8Oct 20[10],2013,9
366,10,<,16,Texas Tech,Big 12,7-0,904,9,W 37-27 A West Virginia,Week 8Oct 20[10],2013,10
367,11,<,24,Auburn,SEC,6-1,867,17,W 45-41 A #7 Texas A&M,Week 8Oct 20[10],2013,11
368,12,<,9,UCLA,Pac-12,5-1,832,11,L 24-10 A #13 Stanford,Week 8Oct 20[10],2013,12
369,13,<,6,LSU,SEC,6-2,739,13,L 27-24 A Mississippi,Week 8Oct 20[10],2013,13
370,14,<,7,Texas A&M,SEC,5-2,683,15,L 45-41 H #24 Auburn,Week 8Oct 20[10],2013,16
371,15,<,17,Fresno State,MWC,6-0,550,18,W 38-14 H UNLV,Week 8Oct 20[10],2013,17
372,16,<,19,Virginia Tech,ACC,6-1,509,19,DNP,Week 8Oct 20[10],2013,14
373,17,<,18,Oklahoma,Big 12,6-1,501,12,W 34-19 A Kansas,Week 8Oct 20[10],2013,15
374,18,<,8,Louisville,AAC,6-1,428,16,L 38-35 A UCF,Week 8Oct 20[10],2013,20
375,19,<,21,Oklahoma State,Big 12,5-1,382,13,W 24-10 H TCU,Week 8Oct 20[10],2013,19
376,20,<,11,South Carolina,SEC,5-2,381,20,L 23-21 A Tennessee,Week 8Oct 20[10],2013,21
377,21,<,NR,UCF,AAC,5-1,345,25,W 38-35 H #8 Louisville,Week 8Oct 20[10],2013,23
378,22,<,25,Wisconsin,Big Ten,5-2,258,24,W 56-32 A Illinois,Week 8Oct 20[10],2013,NR
379,23,<,23,Northern Illinois,MAC,7-0,220,22,W 38-17 A Central Michigan,Week 8Oct 20[10],2013,18
380,24,<,NR,Michigan,Big Ten,6-1,169,23,W 63-47 H Indiana,Week 8Oct 20[10],2013,22
381,25,<,NR,Nebraska,Big Ten,5-1,117,21,DNP,Week 8Oct 20[10],2013,24
382,RV,<,NR,Arizona State,Pac-12,5-2,108,RV,W 53-24 H #20 Washington,Week 8Oct 20[10],2013,NR
383,RV,<,NR,Notre Dame,Ind,5-2,82,RV,W 14-10 H USC,Week 8Oct 20[10],2013,NR
384,RV,<,NR,Oregon State,Pac-12,6-1,79,RV,W 49-17 A California,Week 8Oct 20[10],2013,25
385,RV,<,NR,Michigan State,Big Ten,6-1,73,RV,W 14-0 H Purdue,Week 8Oct 20[10],2013,NR
386,RV,<,15,Georgia,SEC,4-3,30,RV,L 31-27 A Vanderbilt,Week 8Oct 20[10],2013,NR
387,RV,<,NR,Mississippi,SEC,4-3,27,RV,W 27-24 H #6 LSU,Week 8Oct 20[10],2013,NR
388,RV,<,22,Florida,SEC,4-3,17,RV,L 36-17 A #14 Missouri,Week 8Oct 20[10],2013,NR
389,RV,<,20,Washington,Pac-12,4-3,4,NR,L 53-24 A Arizona State,Week 8Oct 20[10],2013,NR
390,RV,<,NR,Utah,Pac-12,4-3,4,NR,L 35-24 A Arizona,Week 8Oct 20[10],2013,NR
391,RV,<,NR,Texas,Big 12,4-2,2,RV,DNP,Week 8Oct 20[10],2013,NR
392,RV,<,NR,Ball State,MAC,7-1,1,RV,W 38-17 A Western Michigan,Week 8Oct 20[10],2013,NR
393,RV,<,NR,BYU,Ind,5-2,1,RV,W 47-46 A Houston,Week 8Oct 20[10],2013,NR
394,NR,<,NR,Boise State,MWC,5-2,0,RV,W 34-17 H Nevada,Week 8Oct 20[10],2013,NR
395,NR,<,NR,Houston,AAC,5-1,0,RV,L 47-46 H BYU,Week 8Oct 20[10],2013,NR
396,NR,<,NR,Louisiana,Sun Belt,4-2,0,RV,W 37-20 A Western Kentucky,Week 8Oct 20[10],2013,NR
397,NR,<,NR,Rutgers,AAC,4-2,0,RV,DNP,Week 8Oct 20[10],2013,NR
398,NR,<,NR,Tennessee,SEC,4-3,0,RV,W 23-21 H #11 South Carolina,Week 8Oct 20[10],2013,NR
399,1,<,1,Alabama (55),SEC,8-0,1495,*1,W 45-10 H Tennessee,Week 9Oct 27[11],2013,1
400,2,<,2,Oregon (3),Pac-12,8-0,1432,*2,W 42-14 H #12 UCLA,Week 9Oct 27[11],2013,2
401,3,<,3,Florida State (2),ACC,7-0,1390,3,W 49-17 H NC State,Week 9Oct 27[11],2013,3
402,4,<,4,Ohio State,Big Ten,8-0,1317,4,W 63-14 H Penn State,Week 9Oct 27[11],2013,4
403,5,<,6,Baylor,Big 12,7-0,1223,5,W 59-14 A Kansas,Week 9Oct 27[11],2013,6
404,6,<,8,Stanford,Pac-12,7-1,1189,7,W 20-12 A Oregon State,Week 9Oct 27[11],2013,5
405,7,<,7,Miami (FL),ACC,7-0,1149,6,W 24-21 H Wake Forest,Week 9Oct 27[11],2013,7
406,8,<,11,Auburn,SEC,7-1,1022,11,W 45-10 H Florida Atlantic,Week 9Oct 27[11],2013,11
407,9,<,9,Clemson,ACC,7-1,1007,8,W 40-27 A Maryland,Week 9Oct 27[11],2013,8
408,10,<,5,Missouri,SEC,7-1,873,10,L 27-24 (2OT) H #20 South Carolina,Week 9Oct 27[11],2013,9
409,11,<,13,LSU,SEC,7-2,818,13,W 48-16 H Furman,Week 9Oct 27[11],2013,13
410,12,<,14,Texas A&M,SEC,6-2,811,14,W 56-24 H Vanderbilt,Week 9Oct 27[11],2013,12
411,13,<,17,Oklahoma,Big 12,7-1,791,9,W 38-30 H #10 Texas Tech,Week 9Oct 27[11],2013,10
412,14,<,20,South Carolina,SEC,6-2,701,16,W 27-24 (2OT) A #5 Missouri,Week 9Oct 27[11],2013,14
413,15,<,10,Texas Tech,Big 12,7-1,579,15,L 38-30 A #17 Oklahoma,Week 9Oct 27[11],2013,15
414,16,<,15,Fresno State,MWC,7-0,510,18,W 35-28 (1OT) A San Diego State,Week 9Oct 27[11],2013,16
415,17,<,12,UCLA,Pac-12,5-2,489,19,L 42-14 A #2 Oregon,Week 9Oct 27[11],2013,20
416,18,<,19,Oklahoma State,Big 12,6-1,483,12,W 58-27 A Iowa State,Week 9Oct 27[11],2013,18
417,19,<,21,UCF,AAC,6-1,464,22,W 62-17 H Connecticut,Week 9Oct 27[11],2013,23
418,20,<,18,Louisville,AAC,7-1,417,17,W 34-3 A South Florida,Week 9Oct 27[11],2013,19
419,21,<,23,Northern Illinois,MAC,8-0,290,20,W 59-20 H Eastern Michigan,Week 9Oct 27[11],2013,17
420,22,<,22,Wisconsin,Big Ten,5-2,262,23,DNP,Week 9Oct 27[11],2013,24
421,23,<,24,Michigan,Big Ten,6-1,199,21,DNP,Week 9Oct 27[11],2013,21
422,24,<,NR,Michigan State,Big Ten,7-1,166,24,W 42-3 A Illinois,Week 9Oct 27[11],2013,22
423,25,<,NR,Arizona State,Pac-12,5-2,133,RV,DNP,Week 9Oct 27[11],2013,NR
424,RV,<,NR,Notre Dame,Ind,6-2,132,25,W 45-10 A Air Force,Week 9Oct 27[11],2013,25
425,RV,<,NR,Georgia,SEC,4-3,24,RV,DNP,Week 9Oct 27[11],2013,NR
426,RV,<,NR,BYU,Ind,6-2,22,RV,W 37-20 H Boise State,Week 9Oct 27[11],2013,NR
427,RV,<,NR,Texas,Big 12,5-2,22,RV,W 30-7 A TCU,Week 9Oct 27[11],2013,NR
428,RV,<,NR,Mississippi,SEC,5-3,21,RV,W 59-14 H Idaho,Week 9Oct 27[11],2013,NR
429,RV,<,16,Virginia Tech,ACC,6-2,20,RV,L 13-10 H Duke,Week 9Oct 27[11],2013,NR
430,RV,<,NR,Oregon State,Pac-12,6-2,17,RV,L 20-12 H #8 Stanford,Week 9Oct 27[11],2013,NR
431,RV,<,NR,Florida,SEC,4-3,14,RV,DNP,Week 9Oct 27[11],2013,NR
432,RV,<,NR,Washington,Pac-12,5-3,6,NR,W 41-17 H California,Week 9Oct 27[11],2013,NR
433,RV,<,NR,Ball State,MAC,8-1,4,RV,W 42-24 A Akron,Week 9Oct 27[11],2013,NR
434,RV,<,NR,Minnesota,Big Ten,6-2,4,RV,W 34-23 H #25 Nebraska,Week 9Oct 27[11],2013,NR
435,RV,<,NR,Arizona,Pac-12,5-2,2,NR,W 44-20 A Colorado,Week 9Oct 27[11],2013,NR
436,RV,<,NR,Duke,ACC,6-2,2,RV,W 13-10 A #16 Virginia Tech,Week 9Oct 27[11],2013,NR
437,NR,<,25,Nebraska,Big Ten,5-2,0,RV,L 34-23 A Minnesota,Week 9Oct 27[11],2013,NR
438,NR,<,NR,Houston,AAC,6-1,0,RV,W 49-14 A Rutgers,Week 9Oct 27[11],2013,NR
439,NR,<,NR,Iowa,Big Ten,5-3,0,RV,L 28-9 H #22 Wisconsin,Week 9Oct 27[11],2013,NR
440,1,<,1,Alabama (52),SEC,8-0,1491,*1,DNP,Week 10Nov 3[12],2013,1
441,2,<,2,Oregon (2),Pac-12,8-0,1418,*2,DNP,Week 10Nov 3[12],2013,3
442,3,<,3,Florida State (6),ACC,8-0,1409,*3,W 41-14 H #7 Miami (FL),Week 10Nov 3[12],2013,2
443,4,<,4,Ohio State,Big Ten,9-0,1315,4,W 56-0 A Purdue,Week 10Nov 3[12],2013,4
444,5,<,5,Baylor,Big 12,7-0,1234,5,DNP,Week 10Nov 3[12],2013,6
445,6,<,6,Stanford,Pac-12,7-1,1214,6,DNP,Week 10Nov 3[12],2013,5
446,7,<,8,Auburn,SEC,8-1,1082,10,W 35-17 A Arkansas,Week 10Nov 3[12],2013,9
447,8,<,9,Clemson,ACC,8-1,1059,7,W 59-10 A Virginia,Week 10Nov 3[12],2013,7
448,9,<,10,Missouri,SEC,8-1,956,9,W 31-3 H Tennessee,Week 10Nov 3[12],2013,8
449,10,<,11,LSU,SEC,7-2,863,12,DNP,Week 10Nov 3[12],2013,13
450,11,<,12,Texas A&M,SEC,7-2,861,13,W 57-7 H UTEP,Week 10Nov 3[12],2013,15
451,12,<,13,Oklahoma,Big 12,7-1,816,8,DNP,Week 10Nov 3[12],2013,10
452,13,<,14,South Carolina,SEC,7-2,769,15,W 34-16 H Mississippi State,Week 10Nov 3[12],2013,12
453,14,<,7,Miami (FL),ACC,7-1,737,14,L 41-14 A #3 Florida State,Week 10Nov 3[12],2013,11
454,15,<,18,Oklahoma State,Big 12,7-1,662,11,W 52-34 A #15 Texas Tech,Week 10Nov 3[12],2013,14
455,16,<,17,UCLA,Pac-12,6-2,515,18,W 45-23 H Colorado,Week 10Nov 3[12],2013,19
456,17,<,16,Fresno State,MWC,8-0,493,17,W 41-23 H Nevada,Week 10Nov 3[12],2013,16
457,18,<,24,Michigan State,Big Ten,8-1,478,19,W 29-6 H #23 Michigan,Week 10Nov 3[12],2013,17
458,19,<,19,UCF,AAC,6-1,472,21,DNP,Week 10Nov 3[12],2013,21
459,20,<,20,Louisville,AAC,7-1,385,16,DNP,Week 10Nov 3[12],2013,20
460,21,<,22,Wisconsin,Big Ten,6-2,342,22,W 28-9 A Iowa,Week 10Nov 3[12],2013,24
461,22,<,21,Northern Illinois,MAC,9-0,322,20,W 63-19 A Massachusetts,Week 10Nov 3[12],2013,18
462,23,<,25,Arizona State,Pac-12,6-2,197,24,W 55-21 A Washington State,Week 10Nov 3[12],2013,22
463,24,<,NR,Notre Dame,Ind,7-2,164,25,W 38-34 H Navy,Week 10Nov 3[12],2013,23
464,25,<,15,Texas Tech,Big 12,7-2,102,23,L 52-34 H #18 Oklahoma State,Week 10Nov 3[12],2013,25
465,RV,<,NR,Texas,Big 12,6-2,34,RV,W 35-13 H Kansas,Week 10Nov 3[12],2013,NR
466,RV,<,NR,Georgia,SEC,5-3,32,RV,W 23-20 N Florida,Week 10Nov 3[12],2013,NR
467,RV,<,NR,BYU,Ind,6-2,28,RV,DNP,Week 10Nov 3[12],2013,NR
468,RV,<,NR,Mississippi,SEC,5-3,17,RV,DNP,Week 10Nov 3[12],2013,NR
469,RV,<,NR,Houston,AAC,7-1,9,RV,W 35-23 H South Florida,Week 10Nov 3[12],2013,NR
470,RV,<,NR,Minnesota,Big Ten,7-2,7,RV,W 42-39 A Indiana,Week 10Nov 3[12],2013,NR
471,RV,<,23,Michigan,Big Ten,6-2,6,RV,L 29-6 A #24 Michigan State,Week 10Nov 3[12],2013,NR
472,RV,<,NR,Washington,Pac-12,5-3,6,NR,DNP,Week 10Nov 3[12],2013,NR
473,RV,<,NR,Ball State,MAC,8-1,4,RV,DNP,Week 10Nov 3[12],2013,NR
474,RV,<,NR,Duke,ACC,6-2,1,RV,DNP,Week 10Nov 3[12],2013,NR
475,NR,<,NR,Arizona,Pac-12,6-2,0,RV,W 33-28 A California,Week 10Nov 3[12],2013,NR
476,NR,<,NR,Louisiana,Sun Belt,6-2,0,RV,W 49-35 H New Mexico State,Week 10Nov 3[12],2013,NR
477,NR,<,NR,Nebraska,Big Ten,6-2,0,RV,W 27-24 H Northwestern,Week 10Nov 3[12],2013,NR
478,NR,<,NR,Oregon State,Pac-12,6-3,0,RV,L 31-14 H USC,Week 10Nov 3[12],2013,NR
479,NR,<,NR,USC,Pac-12,6-3,0,RV,W 31-14 A Oregon State,Week 10Nov 3[12],2013,NR
480,1,<,1,Alabama (56),SEC,9-0,1472,*1,W 38-17 H #10 LSU,Week 11Nov 10[13],2013,1
481,2,<,3,Florida State (3),ACC,9-0,1418,*2,W 59-3 A Wake Forest,Week 11Nov 10[13],2013,2
482,3,<,4,Ohio State,Big Ten,9-0,1310,3,DNP,Week 11Nov 10[13],2013,3
483,4,<,5,Baylor,Big 12,8-0,1303,4,W 41-12 H #12 Oklahoma,Week 11Nov 10[13],2013,5
484,5,<,6,Stanford,Pac-12,8-1,1272,5,W 26-20 H #2 Oregon,Week 11Nov 10[13],2013,4
485,6,<,2,Oregon,Pac-12,8-1,1139,7,L 26-20 A #6 Stanford,Week 11Nov 10[13],2013,6
486,7,<,7,Auburn,SEC,9-1,1109,9,W 55-23 A Tennessee,Week 11Nov 10[13],2013,7
487,8,<,8,Clemson,ACC,8-1,1049,6,DNP,Week 11Nov 10[13],2013,8
488,9,<,9,Missouri,SEC,9-1,1012,8,W 48-17 A Kentucky,Week 11Nov 10[13],2013,9
489,10,<,11,Texas A&M,SEC,8-2,909,11,W 51-41 H Mississippi State,Week 11Nov 10[13],2013,11
490,11,<,13,South Carolina,SEC,7-2,857,12,DNP,Week 11Nov 10[13],2013,10
491,12,<,15,Oklahoma State,Big 12,8-1,780,10,W 42-6 H Kansas,Week 11Nov 10[13],2013,12
492,13,<,16,UCLA,Pac-12,7-2,669,15,W 31-26 A Arizona,Week 11Nov 10[13],2013,13
493,14,<,18,Michigan State,Big Ten,8-1,633,16,DNP,Week 11Nov 10[13],2013,16
494,15,<,19,UCF,AAC,7-1,596,19,W 19-14 H Houston,Week 11Nov 10[13],2013,17
495,16,<,17,Fresno State,MWC,9-0,588,14,W 48-10 A Wyoming,Week 11Nov 10[13],2013,14
496,17,<,21,Wisconsin,Big Ten,7-2,503,20,W 27-17 H BYU,Week 11Nov 10[13],2013,22
497,18,<,10,LSU,SEC,7-3,470,18,L 38-17 A #1 Alabama,Week 11Nov 10[13],2013,21
498,19,<,20,Louisville,AAC,8-1,467,13,W 31-10 A Connecticut,Week 11Nov 10[13],2013,20
499,20,<,22,Northern Illinois,MAC,9-0,396,21,DNP,Week 11Nov 10[13],2013,15
