,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
303,11,<,12,Virginia Tech,ACC,6-1,951,11,,Week 7Oct 14[9],2007,11
304,12,<,14,Arizona State (1),Pac-10,7-0,948,12,,Week 7Oct 14[9],2007,8
305,13,<,10,USC,Pac-10,5-1,932,9,,Week 7Oct 14[9],2007,14
306,14,<,13,Florida,SEC,4-2,865,14,,Week 7Oct 14[9],2007,15
307,15,<,11,Missouri,Big 12,5-1,664,17,,Week 7Oct 14[9],2007,16
308,15,<,20,Kansas,Big 12,6-0,664,15,W 58-10 H Baylor,Week 7Oct 14[9],2007,13
309,17,<,16,Hawaii,WAC,7-0,551,16,W 42-35 A San Jose State,Week 7Oct 14[9],2007,18
310,18,<,22,Auburn,SEC,5-2,488,19,,Week 7Oct 14[9],2007,17
311,19,<,23,Texas,Big 12,5-2,348,18,,Week 7Oct 14[9],2007,22
312,20,<,25,Tennessee,SEC,4-2,339,22,,Week 7Oct 14[9],2007,21
313,21,<,24,Georgia,SEC,5-2,279,20,,Week 7Oct 14[9],2007,20
314,22,<,NR,Texas Tech,Big 12,6-1,241,21,,Week 7Oct 14[9],2007,24
315,23,<,15,Cincinnati,Big East,6-1,194,23,L 28-24 H Louisville,Week 7Oct 14[9],2007,23
316,24,<,NR,Michigan,Big Ten,5-2,189,,,Week 7Oct 14[9],2007,25
317,25,<,NR,Kansas State,Big 12,4-2,107,NR,,Week 7Oct 14[9],2007,NR
318,RV,<,NR,Penn State,Big Ten,5-2,95,25,,Week 7Oct 14[9],2007,NR
319,RV,<,NR,Virginia,ACC,6-1,85,24,,Week 7Oct 14[9],2007,19
320,RV,<,18,Illinois,Big Ten,,75,,,Week 7Oct 14[9],2007,NR
321,RV,<,NR,Boise State,WAC,,37,,,Week 7Oct 14[9],2007,NR
322,RV,<,NR,Alabama,SEC,,27,,,Week 7Oct 14[9],2007,NR
323,RV,<,19,Wisconsin,Big Ten,,18,,,Week 7Oct 14[9],2007,NR
324,RV,<,NR,Rutgers,Big East,,18,,,Week 7Oct 14[9],2007,NR
325,RV,<,NR,Wake Forest,ACC,,18,,,Week 7Oct 14[9],2007,NR
326,RV,<,NR,Clemson,ACC,,9,,,Week 7Oct 14[9],2007,NR
327,RV,<,NR,Connecticut,Big East,,7,,,Week 7Oct 14[9],2007,NR
328,RV,<,21,Florida State,ACC,,6,,,Week 7Oct 14[9],2007,NR
329,RV,<,NR,Maryland,ACC,,6,,,Week 7Oct 14[9],2007,NR
330,RV,<,NR,Air Force,MWC,,4,,,Week 7Oct 14[9],2007,NR
331,RV,<,NR,BYU,MWC,,2,,,Week 7Oct 14[9],2007,NR
332,RV,<,NR,Troy,Sun Belt,,1,,,Week 7Oct 14[9],2007,NR
333,1,<,1,Ohio State (57),Big Ten,8-0,1612,1,W 24-17 H Michigan State,Week 8Oct 21[10],2007,1
334,2,<,3,Boston College (2),ACC,7-0,1494,2,,Week 8Oct 21[10],2007,2
335,3,<,5,LSU (5),SEC,7-1,1479,3,,Week 8Oct 21[10],2007,3
336,4,<,4,Oklahoma,Big 12,7-1,1421,4,W 17-7 A Iowa State,Week 8Oct 21[10],2007,6
337,5,<,7,Oregon,Pac-10,6-1,1355,5,,Week 8Oct 21[10],2007,5
338,6,<,9,West Virginia,Big East,6-1,1228,6,,Week 8Oct 21[10],2007,7
339,7,<,12,Arizona State (1),Pac-10,7-0,1156,7,,Week 8Oct 21[10],2007,4
340,8,<,11,Virginia Tech,ACC,6-1,1111,9,,Week 8Oct 21[10],2007,8
341,9,<,13,USC,Pac-10,6-1,1107,8,,Week 8Oct 21[10],2007,12
342,9,<,14,Florida,SEC,5-2,1107,11,,Week 8Oct 21[10],2007,11
343,11,<,2,South Florida,Big East,6-1,980,12,L 30-27 A Rutgers,Week 8Oct 21[10],2007,10
344,12,<,15,Kansas,Big 12,7-0,960,10,W 19-14 A Colorado,Week 8Oct 21[10],2007,9
345,13,<,15,Missouri,Big 12,6-1,925,13,,Week 8Oct 21[10],2007,13
346,14,<,8,Kentucky,SEC,6-2,719,15,,Week 8Oct 21[10],2007,14
347,15,<,6,South Carolina,SEC,6-2,649,17,L 17-6 H Vanderbilt,Week 8Oct 21[10],2007,16
348,16,<,17,Hawaii,WAC,7-0,573,14,DNP,Week 8Oct 21[10],2007,17
349,17,<,19,Texas,Big 12,5-2,497,16,,Week 8Oct 21[10],2007,19
350,18,<,10,California,Pac-10,5-2,444,20,,Week 8Oct 21[10],2007,21
351,19,<,24,Michigan,Big Ten,6-2,401,21,,Week 8Oct 21[10],2007,20
352,20,<,21,Georgia,SEC,5-2,394,19,,Week 8Oct 21[10],2007,18
353,21,<,NR,Virginia,ACC,7-1,315,18,,Week 8Oct 21[10],2007,15
354,22,<,NR,Alabama,SEC,6-2,263,24,,Week 8Oct 21[10],2007,24
355,23,<,18,Auburn,SEC,5-3,248,23,,Week 8Oct 21[10],2007,22
356,24,<,NR,Penn State,Big Ten,6-2,209,22,,Week 8Oct 21[10],2007,25
357,25,<,NR,Rutgers,Big East,5-2,174,NR,,Week 8Oct 21[10],2007,NR
358,RV,<,NR,UCLA,Pac-10,,77,,,Week 8Oct 21[10],2007,NR
359,RV,<,NR,Boise State,WAC,,72,,,Week 8Oct 21[10],2007,NR
360,RV,<,NR,Wake Forest,ACC,,50,,,Week 8Oct 21[10],2007,NR
361,RV,<,NR,Connecticut,Big East,,26,,,Week 8Oct 21[10],2007,23
362,RV,<,NR,Clemson,ACC,,21,,,Week 8Oct 21[10],2007,NR
363,RV,<,NR,Wisconsin,Big Ten,,17,,,Week 8Oct 21[10],2007,NR
364,RV,<,NR,Air Force,MWC,,11,,,Week 8Oct 21[10],2007,NR
365,RV,<,22,Texas Tech,Big 12,,6,,,Week 8Oct 21[10],2007,NR
366,RV,<,NR,BYU,MWC,,6,,,Week 8Oct 21[10],2007,NR
367,RV,<,NR,Troy,Sun Belt,,4,,,Week 8Oct 21[10],2007,NR
368,RV,<,20,Tennessee,SEC,,3,,,Week 8Oct 21[10],2007,NR
369,RV,<,NR,Fresno State,WAC,,3,,,Week 8Oct 21[10],2007,NR
370,RV,<,NR,Oklahoma State,Big 12,,3,,,Week 8Oct 21[10],2007,NR
371,RV,<,25,Kansas State,Big 12,,2,,,Week 8Oct 21[10],2007,NR
372,RV,<,23,Cincinnati,Big East,,1,,,Week 8Oct 21[10],2007,NR
373,RV,<,NR,Purdue,Big Ten,,1,,,Week 8Oct 21[10],2007,NR
374,RV,<,NR,Texas A&M,Big 12,,1,,,Week 8Oct 21[10],2007,NR
375,1,<,1,Ohio State (59),Big Ten,9-0,1615,1,W 37-17 A #24 Penn State,Week 9Oct 28[11],2007,1
376,2,<,2,Boston College (1),ACC,8-0,1501,2,,Week 9Oct 28[11],2007,2
377,3,<,3,LSU (3),SEC,7-1,1478,3,,Week 9Oct 28[11],2007,3
378,4,<,5,Oregon,Pac-10,7-1,1417,4,,Week 9Oct 28[11],2007,5
379,5,<,4,Oklahoma,Big 12,7-1,1365,5,DNP,Week 9Oct 28[11],2007,6
380,6,<,7,Arizona State (2),Pac-10,8-0,1310,6,,Week 9Oct 28[11],2007,4
381,7,<,6,West Virginia,Big East,7-1,1286,7,,Week 9Oct 28[11],2007,7
382,8,<,12,Kansas,Big 12,8-0,1164,8,W 19-11 A Texas A&M,Week 9Oct 28[11],2007,8
383,9,<,13,Missouri,Big 12,7-1,1121,9,,Week 9Oct 28[11],2007,9
384,10,<,20,Georgia,SEC,6-2,949,10,,Week 9Oct 28[11],2007,10
385,11,<,8,Virginia Tech,ACC,6-2,823,13,,Week 9Oct 28[11],2007,11
386,12,<,16,Hawaii,WAC,8-0,776,11,W 50-13 H New Mexico State,Week 9Oct 28[11],2007,14
387,13,<,9,USC,Pac-10,6-2,742,15,,Week 9Oct 28[11],2007,19
388,14,<,17,Texas,Big 12,7-2,728,12,,Week 9Oct 28[11],2007,15
389,15,<,19,Michigan,Big Ten,7-2,726,14,,Week 9Oct 28[11],2007,12
390,16,<,NR,Connecticut,Big East,7-1,555,20,W 22-15 H South Florida,Week 9Oct 28[11],2007,13
391,17,<,22,Alabama,SEC,6-2,547,18,,Week 9Oct 28[11],2007,17
392,18,<,9,Florida,SEC,5-3,532,17,,Week 9Oct 28[11],2007,20
393,19,<,23,Auburn,SEC,6-3,530,16,,Week 9Oct 28[11],2007,16
394,20,<,11,South Florida,Big East,6-2,392,21,L 22-15 A Connecticut,Week 9Oct 28[11],2007,18
395,21,<,NR,Boise State,WAC,7-1,259,22,,Week 9Oct 28[11],2007,22
396,21,<,NR,Wake Forest,ACC,6-2,259,NR,W 37-10 H North Carolina,Week 9Oct 28[11],2007,24
397,23,<,15,South Carolina,SEC,6-3,196,25,L 27-24 A Tennessee,Week 9Oct 28[11],2007,NR
398,24,<,NR,Tennessee,SEC,5-3,165,NR,,Week 9Oct 28[11],2007,NR
399,25,<,NR,Clemson,ACC,6-2,146,24,,Week 9Oct 28[11],2007,25
400,RV,<,NR,Wisconsin,Big Ten,,132,,,Week 9Oct 28[11],2007,21
401,RV,<,18,California,Pac-10,,131,,,Week 9Oct 28[11],2007,NR
402,RV,<,14,Kentucky,SEC,,123,,,Week 9Oct 28[11],2007,NR
403,RV,<,21,Virginia,ACC,,33,,,Week 9Oct 28[11],2007,23
404,RV,<,24,Penn State,Big Ten,,30,,,Week 9Oct 28[11],2007,NR
405,RV,<,NR,BYU,MWC,,22,,,Week 9Oct 28[11],2007,NR
406,RV,<,NR,Purdue,Big Ten,,22,,,Week 9Oct 28[11],2007,NR
407,RV,<,NR,Troy,Sun Belt,,13,,,Week 9Oct 28[11],2007,NR
408,RV,<,NR,Kansas State,Big 12,,12,,,Week 9Oct 28[11],2007,NR
409,RV,<,NR,UCLA,Pac-10,,11,,,Week 9Oct 28[11],2007,NR
410,RV,<,NR,Oklahoma State,Big 12,,5,,,Week 9Oct 28[11],2007,NR
411,RV,<,NR,Illinois,Big Ten,,4,,,Week 9Oct 28[11],2007,NR
412,RV,<,NR,New Mexico,MWC,,4,,,Week 9Oct 28[11],2007,NR
413,RV,<,25,Rutgers,Big East,,1,,,Week 9Oct 28[11],2007,NR
414,1,<,1,Ohio State (60),Big Ten,10-0,1616,1,W 38-17 H Wisconsin,Week 10Nov 4[12],2007,1
415,2,<,3,LSU (5),SEC,8-1,1523,2,,Week 10Nov 4[12],2007,2
416,3,<,4,Oregon,Pac-10,8-1,1517,3,,Week 10Nov 4[12],2007,3
417,4,<,5,Oklahoma,Big 12,8-1,1421,4,W 42-14 H Texas A&M,Week 10Nov 4[12],2007,5
418,5,<,8,Kansas,Big 12,9-0,1329,5,W 76-39 H Nebraska,Week 10Nov 4[12],2007,4
419,6,<,7,West Virginia,Big East,7-1,1327,6,,Week 10Nov 4[12],2007,7
420,7,<,9,Missouri,Big 12,8-1,1260,7,,Week 10Nov 4[12],2007,6
421,8,<,2,Boston College,ACC,8-1,1051,8,,Week 10Nov 4[12],2007,8
422,9,<,6,Arizona State,Pac-10,8-1,1042,9,,Week 10Nov 4[12],2007,9
423,10,<,10,Georgia,SEC,7-2,1021,10,,Week 10Nov 4[12],2007,10
424,11,<,11,Virginia Tech,ACC,7-2,923,11,,Week 10Nov 4[12],2007,11
425,12,<,13,USC,Pac-10,7-2,817,15,,Week 10Nov 4[12],2007,17
426,13,<,15,Michigan,Big Ten,8-2,783,13,,Week 10Nov 4[12],2007,12
427,14,<,12,Hawaii,WAC,8-0,776,12,DNP,Week 10Nov 4[12],2007,16
428,15,<,14,Texas,Big 12,8-2,735,14,,Week 10Nov 4[12],2007,14
429,16,<,16,Connecticut,Big East,8-1,665,16,W 38-19 H Rutgers,Week 10Nov 4[12],2007,13
430,17,<,18,Florida,SEC,6-3,623,18,,Week 10Nov 4[12],2007,15
431,18,<,19,Auburn,SEC,7-3,611,17,,Week 10Nov 4[12],2007,18
432,19,<,21,Boise State,WAC,8-1,372,19,,Week 10Nov 4[12],2007,20
433,20,<,25,Clemson,ACC,7-2,340,20,,Week 10Nov 4[12],2007,21
434,21,<,17,Alabama,SEC,6-3,335,23,,Week 10Nov 4[12],2007,22
435,22,<,24,Tennessee,SEC,6-3,245,24,,Week 10Nov 4[12],2007,24
436,23,<,NR,Virginia,ACC,8-2,212,21,,Week 10Nov 4[12],2007,19
437,24,<,NR,California,Pac-10,6-3,127,NR,,Week 10Nov 4[12],2007,NR
438,24,<,NR,Kentucky,SEC,6-3,127,22,,Week 10Nov 4[12],2007,25
439,RV,<,NR,Florida State,ACC,,89,,,Week 10Nov 4[12],2007,NR
440,RV,<,NR,Cincinnati,Big East,,68,,,Week 10Nov 4[12],2007,NR
441,RV,<,NR,BYU,MWC,,44,,,Week 10Nov 4[12],2007,NR
442,RV,<,NR,Penn State,Big Ten,,38,,,Week 10Nov 4[12],2007,23
443,RV,<,NR,Illinois,Big Ten,,27,,,Week 10Nov 4[12],2007,NR
444,RV,<,NR,Arkansas,SEC,,20,,,Week 10Nov 4[12],2007,NR
445,RV,<,NR,Wisconsin,Big Ten,,12,,,Week 10Nov 4[12],2007,NR
446,RV,<,20,South Florida,Big East,,11,,,Week 10Nov 4[12],2007,NR
447,RV,<,21,Wake Forest,ACC,,8,,,Week 10Nov 4[12],2007,NR
448,RV,<,23,South Carolina,SEC,,6,,,Week 10Nov 4[12],2007,NR
449,RV,<,NR,Purdue,Big Ten,,3,,,Week 10Nov 4[12],2007,NR
450,RV,<,NR,Troy,Sun Belt,,1,,,Week 10Nov 4[12],2007,NR
451,1,<,2,LSU (40),SEC,9-1,1590,1,W 58-10 H Louisiana Tech,Week 11Nov 11[13],2007,1
452,2,<,3,Oregon (22),Pac-10,8-1,1574,2,,Week 11Nov 11[13],2007,2
453,3,<,4,Oklahoma (1),Big 12,9-1,1471,3,W 52-21 H Baylor,Week 11Nov 11[13],2007,4
454,4,<,5,Kansas (1),Big 12,10-0,1439,4,W 43-28 A Oklahoma State,Week 11Nov 11[13],2007,3
455,5,<,6,West Virginia (1),Big East,8-1,1340,5,,Week 11Nov 11[13],2007,6
456,6,<,7,Missouri,Big 12,9-1,1336,6,,Week 11Nov 11[13],2007,5
457,7,<,1,Ohio State,Big Ten,10-1,1184,7,L 28-21 H Illinois,Week 11Nov 11[13],2007,7
458,8,<,10,Georgia,SEC,8-2,1130,9,,Week 11Nov 11[13],2007,9
459,9,<,9,Arizona State,Pac-10,9-1,1122,8,,Week 11Nov 11[13],2007,8
460,10,<,11,Virginia Tech,ACC,8-2,1013,10,,Week 11Nov 11[13],2007,10
461,11,<,12,USC,Pac-10,8-2,924,13,,Week 11Nov 11[13],2007,11
462,12,<,15,Texas,Big 12,9-2,859,11,,Week 11Nov 11[13],2007,13
463,13,<,14,Hawaii,WAC,9-0,827,12,W 37-30 H Fresno State,Week 11Nov 11[13],2007,16
464,14,<,17,Florida,SEC,7-3,814,14,,Week 11Nov 11[13],2007,12
465,15,<,20,Clemson,ACC,8-2,613,16,,Week 11Nov 11[13],2007,15
466,16,<,23,Virginia,ACC,9-2,539,17,,Week 11Nov 11[13],2007,14
467,17,<,19,Boise State,WAC,9-1,533,15,,Week 11Nov 11[13],2007,18
468,18,<,8,Boston College,ACC,8-2,527,18,,Week 11Nov 11[13],2007,17
469,19,<,22,Tennessee,SEC,7-3,488,19,,Week 11Nov 11[13],2007,20
470,20,<,NR,Illinois,Big Ten,8-3,390,21,,Week 11Nov 11[13],2007,19
471,21,<,NR,Cincinnati,Big East,8-2,305,25,W 27-3 H Connecticut,Week 11Nov 11[13],2007,22
472,22,<,24,Kentucky,SEC,7-3,283,20,,Week 11Nov 11[13],2007,23
473,23,<,13,Michigan,Big Ten,8-3,237,23,,Week 11Nov 11[13],2007,21
474,24,<,NR,Wisconsin,Big Ten,8-3,182,24,,Week 11Nov 11[13],2007,25
475,25,<,16,Connecticut,Big East,8-2,127,NR,L 27-3 A Cincinnati,Week 11Nov 11[13],2007,24
476,RV,<,NR,Penn State,Big Ten,,98,,,Week 11Nov 11[13],2007,NR
477,RV,<,18,Auburn,SEC,,72,,,Week 11Nov 11[13],2007,NR
478,RV,<,NR,BYU,MWC,,56,,,Week 11Nov 11[13],2007,NR
479,RV,<,NR,South Florida,Big East,,21,,,Week 11Nov 11[13],2007,NR
480,RV,<,24,California,Pac-10,,18,,,Week 11Nov 11[13],2007,NR
481,RV,<,NR,Mississippi State,SEC,,6,,,Week 11Nov 11[13],2007,NR
482,RV,<,NR,Arkansas,SEC,,4,,,Week 11Nov 11[13],2007,NR
483,RV,<,NR,Air Force,MWC,,2,,,Week 11Nov 11[13],2007,NR
484,RV,<,21,Alabama,SEC,,1,,,Week 11Nov 11[13],2007,NR
485,1,<,1,LSU (60),SEC,10-1,1619,1,W 41-24 A Mississippi,Week 12Nov 18[14],2007,1
486,2,<,4,Kansas (3),Big 12,11-0,1541,2,W 45-7 H Iowa State,Week 12Nov 18[14],2007,2
487,3,<,6,Missouri (1),Big 12,10-1,1469,4,,Week 12Nov 18[14],2007,4
488,4,<,5,West Virginia (1),Big East,9-1,1457,3,,Week 12Nov 18[14],2007,3
489,5,<,7,Ohio State,Big Ten,11-1,1341,5,,Week 12Nov 18[14],2007,5
490,6,<,8,Georgia,SEC,9-2,1246,7,,Week 12Nov 18[14],2007,7
491,7,<,9,Arizona State,Pac-10,9-1,1219,6,,Week 12Nov 18[14],2007,6
492,8,<,10,Virginia Tech,ACC,9-2,1131,8,,Week 12Nov 18[14],2007,8
493,9,<,2,Oregon,Pac-10,8-2,1057,10,,Week 12Nov 18[14],2007,9
494,10,<,3,Oklahoma,Big 12,9-2,1031,9,L 34-27 A Texas Tech,Week 12Nov 18[14],2007,10
495,11,<,11,USC,Pac-10,8-2,967,12,,Week 12Nov 18[14],2007,11
496,12,<,14,Florida,SEC,8-3,874,14,,Week 12Nov 18[14],2007,12
497,13,<,12,Texas,Big 12,9-2,863,11,,Week 12Nov 18[14],2007,13
498,14,<,13,Hawaii,WAC,10-0,795,13,W 28-26 A Nevada,Week 12Nov 18[14],2007,15
499,15,<,18,Boston College,ACC,9-2,678,16,,Week 12Nov 18[14],2007,14
500,16,<,16,Virginia,ACC,9-2,614,15,,Week 12Nov 18[14],2007,16
501,17,<,17,Boise State,WAC,10-1,597,17,,Week 12Nov 18[14],2007,19
502,18,<,20,Illinois,Big Ten,9-3,548,18,,Week 12Nov 18[14],2007,17
503,19,<,19,Tennessee,SEC,8-3,512,19,,Week 12Nov 18[14],2007,18
504,20,<,25,Connecticut,Big East,9-2,327,21,W 30-7 H Syracuse,Week 12Nov 18[14],2007,20
505,21,<,15,Clemson,ACC,8-3,294,22,,Week 12Nov 18[14],2007,22
506,22,<,24,Wisconsin,Big Ten,9-3,274,20,,Week 12Nov 18[14],2007,21
507,23,<,NR,BYU,MWC,8-2,158,23,,Week 12Nov 18[14],2007,25
508,24,<,21,Cincinnati,Big East,8-3,149,NR,L 28-23 H West Virginia,Week 12Nov 18[14],2007,24
509,25,<,NR,Auburn,SEC,7-4,100,25,,Week 12Nov 18[14],2007,NR
510,RV,<,NR,Texas Tech,Big 12,,89,,,Week 12Nov 18[14],2007,NR
511,RV,<,NR,South Florida,Big East,,73,,,Week 12Nov 18[14],2007,23
512,RV,<,22,Kentucky,SEC,,38,,,Week 12Nov 18[14],2007,NR
513,RV,<,23,Michigan,Big Ten,,19,,,Week 12Nov 18[14],2007,NR
514,RV,<,NR,Arkansas,SEC,,9,,,Week 12Nov 18[14],2007,NR
515,RV,<,NR,Air Force,MWC,,7,,,Week 12Nov 18[14],2007,NR
516,RV,<,NR,California,Pac-10,,6,,,Week 12Nov 18[14],2007,NR
517,RV,<,NR,Florida State,ACC,,6,,,Week 12Nov 18[14],2007,NR
518,RV,<,NR,Oregon State,Pac-10,,5,,,Week 12Nov 18[14],2007,NR
519,RV,<,NR,Penn State,Big Ten,,4,,,Week 12Nov 18[14],2007,NR
520,RV,<,NR,Utah,MWC,,4,,,Week 12Nov 18[14],2007,NR
521,RV,<,NR,UCF,CUSA,,2,,,Week 12Nov 18[14],2007,NR
522,RV,<,NR,Northern Iowa,MVC,,1,,,Week 12Nov 18[14],2007,NR
523,RV,<,NR,Tulsa,CUSA,,1,,,Week 12Nov 18[14],2007,NR
524,1,<,3,Missouri (45),Big 12,11-1,1604,2,W 36-28 N #2 Kansas,Week 13Nov 25[15],2007,1
525,2,<,4,West Virginia (20),Big East,10-1,1574,1,,Week 13Nov 25[15],2007,2
526,3,<,5,Ohio State,Big Ten,11-1,1469,3,,Week 13Nov 25[15],2007,3
527,4,<,6,Georgia,SEC,10-2,1354,4,,Week 13Nov 25[15],2007,4
528,5,<,1,LSU,SEC,10-2,1269,7,L 50-48 (3OT) H Arkansas,Week 13Nov 25[15],2007,7
529,6,<,8,Virginia Tech,ACC,10-2,1266,5,,Week 13Nov 25[15],2007,6
530,7,<,2,Kansas,Big 12,11-1,1217,5,L 36-28 N #3 Missouri,Week 13Nov 25[15],2007,5
531,8,<,11,USC,Pac-10,9-2,1212,9,,Week 13Nov 25[15],2007,8
532,9,<,10,Oklahoma,Big 12,10-2,1191,8,W 49-17 H Oklahoma State,Week 13Nov 25[15],2007,9
533,10,<,12,Florida,SEC,9-3,1029,11,,Week 13Nov 25[15],2007,10
534,11,<,14,Hawaii,WAC,11-0,991,10,W 39-27 H Boise State,Week 13Nov 25[15],2007,12
535,12,<,15,Boston College,ACC,10-2,909,12,,Week 13Nov 25[15],2007,11
536,13,<,7,Arizona State,Pac-10,9-2,826,13,,Week 13Nov 25[15],2007,13
537,14,<,19,Tennessee,SEC,9-3,746,15,,Week 13Nov 25[15],2007,14
538,15,<,18,Illinois,Big Ten,9-3,719,14,,Week 13Nov 25[15],2007,15
539,16,<,21,Clemson,ACC,9-3,553,17,,Week 13Nov 25[15],2007,16
540,17,<,13,Texas,Big 12,9-3,435,18,,Week 13Nov 25[15],2007,20
541,18,<,9,Oregon,Pac-10,8-3,419,20,,Week 13Nov 25[15],2007,17
542,19,<,22,Wisconsin,Big Ten,9-3,398,16,,Week 13Nov 25[15],2007,18
543,20,<,24,Cincinnati,Big East,9-3,343,24,W 52-31 A Syracuse,Week 13Nov 25[15],2007,23
544,21,<,23,BYU,MWC,9-2,329,19,,Week 13Nov 25[15],2007,19
545,22,<,16,Virginia,ACC,9-3,288,21,,Week 13Nov 25[15],2007,22
546,23,<,25,Auburn,SEC,8-4,226,21,,Week 13Nov 25[15],2007,24
547,24,<,17,Boise State,WAC,10-2,197,23,,Week 13Nov 25[15],2007,25
548,25,<,NR,South Florida,Big East,9-3,190,NR,W 48-37 A Pittsburgh,Week 13Nov 25[15],2007,21
549,RV,<,NR,Arkansas,SEC,,138,,,Week 13Nov 25[15],2007,NR
550,RV,<,NR,Texas Tech,Big 12,,119,,,Week 13Nov 25[15],2007,NR
551,RV,<,20,Connecticut,Big East,,41,,,Week 13Nov 25[15],2007,NR
552,RV,<,NR,Air Force,MWC,,19,,,Week 13Nov 25[15],2007,NR
553,RV,<,NR,Michigan,Big Ten,,19,,,Week 13Nov 25[15],2007,NR
554,RV,<,NR,Kentucky,SEC,,13,,,Week 13Nov 25[15],2007,NR
555,RV,<,NR,UCF,CUSA,,11,,,Week 13Nov 25[15],2007,NR
556,RV,<,NR,Oregon State,Pac-10,,5,,,Week 13Nov 25[15],2007,NR
557,RV,<,NR,Troy,Sun Belt,,3,,,Week 13Nov 25[15],2007,NR
558,RV,<,NR,Penn State,Big Ten,,1,,,Week 13Nov 25[15],2007,NR
559,RV,<,NR,Tulsa,CUSA,,1,,,Week 13Nov 25[15],2007,NR
560,RV,<,NR,Wake Forest,ACC,,1,,,Week 13Nov 25[15],2007,NR
561,1,<,3,Ohio State (50),Big Ten,11-1,1578,1.0,DNP,Week 14Dec 2[16],2007,1
562,2,<,5,LSU (11),SEC,11-2,1519,2.0,,Week 14Dec 2[16],2007,2
563,3,<,9,Oklahoma (1),Big 12,11-2,1423,3.0,W 38-17 N #1 Missouri (Big 12 CG),Week 14Dec 2[16],2007,4
564,4,<,4,Georgia (1),SEC,10-2,1421,4.0,,Week 14Dec 2[16],2007,5
565,5,<,6,Virginia Tech (1),ACC,11-2,1380,5.0,,Week 14Dec 2[16],2007,3
566,6,<,8,USC,Pac-10,10-2,1346,6.0,,Week 14Dec 2[16],2007,7
567,7,<,1,Missouri,Big 12,11-2,1195,7.0,L 38-17 N #9 Oklahoma (Big 12 CG),Week 14Dec 2[16],2007,6
568,8,<,7,Kansas,Big 12,11-1,1164,8.0,DNP,Week 14Dec 2[16],2007,8
569,9,<,10,Florida,SEC,9-3,1071,12.0,,Week 14Dec 2[16],2007,12
570,10,<,11,Hawaii (1),WAC,12-0,1050,10.0,W 35-28 H Washington,Week 14Dec 2[16],2007,10
571,11,<,2,West Virginia,Big East,10-2,1040,9.0,,Week 14Dec 2[16],2007,9
572,12,<,13,Arizona State,Pac-10,10-2,939,11.0,,Week 14Dec 2[16],2007,11
573,13,<,15,Illinois,Big Ten,9-3,797,13.0,,Week 14Dec 2[16],2007,13
574,14,<,12,Boston College,ACC,10-3,668,14.0,,Week 14Dec 2[16],2007,14
575,15,<,16,Clemson,ACC,9-3,614,16.0,,Week 14Dec 2[16],2007,15
576,16,<,14,Tennessee,SEC,9-4,554,18.0,,Week 14Dec 2[16],2007,16
577,17,<,17,Texas,Big 12,9-3,517,17.0,,Week 14Dec 2[16],2007,19
578,18,<,19,Wisconsin,Big Ten,9-3,447,15.0,,Week 14Dec 2[16],2007,18
579,19,<,21,BYU,MWC,10-2,439,19.0,,Week 14Dec 2[16],2007,17
580,20,<,20,Cincinnati,Big East,9-3,394,23.0,DNP,Week 14Dec 2[16],2007,22
581,21,<,22,Virginia,ACC,9-3,344,20.0,,Week 14Dec 2[16],2007,20
582,22,<,23,Auburn,SEC,8-4,264,21.0,,Week 14Dec 2[16],2007,23
583,23,<,25,South Florida,Big East,9-3,246,25.0,DNP,Week 14Dec 2[16],2007,21
584,24,<,24,Boise State,WAC,10-2,221,22.0,,Week 14Dec 2[16],2007,24
585,25,<,NR,Arkansas,SEC,8-4,173,24.0,,Week 14Dec 2[16],2007,NR
586,RV,<,NR,Texas Tech,Big 12,,137,,,Week 14Dec 2[16],2007,NR
587,RV,<,NR,UCF,CUSA,,35,,,Week 14Dec 2[16],2007,NR
588,RV,<,NR,Connecticut,Big East,,31,,,Week 14Dec 2[16],2007,25
589,RV,<,18,Oregon,Pac-10,,30,,,Week 14Dec 2[16],2007,NR
590,RV,<,NR,Oregon State,Pac-10,,30,,,Week 14Dec 2[16],2007,NR
591,RV,<,NR,Michigan,Big Ten,,26,,,Week 14Dec 2[16],2007,NR
592,RV,<,NR,Air Force,MWC,,17,,,Week 14Dec 2[16],2007,NR
593,RV,<,NR,Kentucky,SEC,,13,,,Week 14Dec 2[16],2007,NR
594,RV,<,NR,Penn State,Big Ten,,1,,,Week 14Dec 2[16],2007,NR
595,RV,<,NR,Wake Forest,ACC,,1,,,Week 14Dec 2[16],2007,NR
596,1,<,2,LSU (60),SEC,12-2,1620,1,W 38-24 N #1 Ohio State (BCS NC),Week 15 (Final)Jan 8[17],2007,
597,2,<,4,Georgia (3),SEC,11-2,1515,3,W 41-10 N #10 Hawaii (Sugar),Week 15 (Final)Jan 8[17],2007,
598,3,<,6,USC (1),Pac-10,11-2,1500,2,W 49-17 N #13 Illinois (Rose),Week 15 (Final)Jan 8[17],2007,
599,4,<,7,Missouri,Big 12,12-2,1347,5,W 38-7 N #25 Arkansas (Cotton),Week 15 (Final)Jan 8[17],2007,
600,5,<,1,Ohio State,Big Ten,11-2,1346,4,L 38-24 N #2 LSU (BCS NC),Week 15 (Final)Jan 8[17],2007,
