,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,CFP
253,RV,<,NR,Pittsburgh,ACC,3-1,1,NR,L 24-20 H Iowa,Week 4Sep 21[7],2014,
254,NR,<,NR,Boise State,MWC,3-1,0,RV,W 34-9 H Louisiana-Lafayette,Week 4Sep 21[7],2014,
255,NR,<,NR,Iowa,Big Ten,3-1,0,RV,W 24-20 A Pittsburgh,Week 4Sep 21[7],2014,
256,NR,<,NR,Louisville,ACC,3-1,0,RV,W 34-3 A FIU,Week 4Sep 21[7],2014,
257,NR,<,NR,Memphis,AAC,2-1,0,RV,W 36-17 H Middle Tennessee,Week 4Sep 21[7],2014,
258,NR,<,NR,NC State,ACC,4-0,0,RV,DNP,Week 4Sep 21[7],2014,
259,1,<,1,Florida State (27),ACC,4-0,1416,*2,W 56-41 A NC State,Week 5Sep 28[8],2014,
260,2,<,2,Oregon (13),Pac-12,4-0,1405,*4,DNP,Week 5Sep 28[8],2014,
261,3,<,3,Alabama (13),SEC,4-0,1387,*1,DNP,Week 5Sep 28[8],2014,
262,4,<,4,Oklahoma (7),Big 12,4-0,1357,*3,DNP,Week 5Sep 28[8],2014,
263,5,<,5,Auburn,SEC,4-0,1272,5,W 45-17 H Louisiana Tech,Week 5Sep 28[8],2014,
264,6,<,6,Texas A&M,SEC,5-0,1206,7,W 35-25 (1OT) N Arkansas,Week 5Sep 28[8],2014,
265,7,<,7,Baylor,Big 12,4-0,1149,6,W 49-28 A Iowa State,Week 5Sep 28[8],2014,
266,8,<,11,UCLA,Pac-12,4-0,975,9,W 62-27 A #15 Arizona State,Week 5Sep 28[8],2014,
267,9,<,8,Notre Dame,Ind,4-0,972,8,W 31-15 N Syracuse,Week 5Sep 28[8],2014,
268,10,<,9,Michigan State,Big Ten,3-1,944,10,W 56-14 H Wyoming,Week 5Sep 28[8],2014,
269,11,<,10,Mississippi,SEC,4-0,906,11,W 24-3 H Memphis,Week 5Sep 28[8],2014,
270,12,<,14,Mississippi State,SEC,4-0,848,14,DNP,Week 5Sep 28[8],2014,
271,13,<,12,Georgia,SEC,3-1,788,12,W 35-32 H Tennessee,Week 5Sep 28[8],2014,
272,14,<,16,Stanford,Pac-12,3-1,643,13,W 20-13 A Washington,Week 5Sep 28[8],2014,
273,15,<,17,LSU,SEC,4-1,636,15,W 63-7 H New Mexico State,Week 5Sep 28[8],2014,
