,Year,Date,Home,HomeRank,Away,AwayRank,Result,HomePTS,AwayPTS,MOV
3150,2005-06,2005-12-11,Maryland,21,Boston College,6,1,73,71,2
3151,2001-02,2002-02-12,Georgia,21,Florida,6,0,70,85,-15
3152,1990-91,1991-01-21,Georgetown,21,Syracuse,6,0,56,58,-2
3153,2014-15,2014-12-03,Maryland,21,Virginia,7,0,65,76,-11
3154,2013-14,2014-03-01,Memphis,21,Louisville,7,1,72,66,6
3155,2022-23,2022-12-28,Mississippi State,21,Alabama,8,0,67,78,-11
3156,2021-22,2022-02-22,Connecticut,21,Villanova,8,1,71,69,2
3157,1998-99,1998-12-31,Iowa,21,Indiana,8,1,67,52,15
3158,2017-18,2018-02-08,North Carolina,21,Duke,9,1,82,78,4
3159,2003-04,2004-02-03,Florida,21,Kentucky,9,0,65,68,-3
3160,1992-93,1993-01-27,Georgetown,21,Seton Hall,9,1,73,62,11
3161,2022-23,2023-02-07,Connecticut,21,Marquette,10,1,87,72,15
3162,2013-14,2014-01-22,Michigan,21,Iowa,10,1,75,67,8
3163,2008-09,2008-12-31,Minnesota,21,Michigan State,10,0,58,70,-12
3164,2003-04,2004-01-14,Marquette,21,Cincinnati,10,0,73,85,-12
3165,2001-02,2002-02-16,Georgia,21,Kentucky,10,1,78,69,9
3166,2020-21,2021-02-18,Wisconsin,21,Iowa,11,0,62,77,-15
3167,2017-18,2017-12-02,Xavier,21,Cincinnati,11,1,89,76,13
3168,2007-08,2008-03-01,Marquette,21,Georgetown,11,0,68,70,-2
3169,1998-99,1999-02-03,Indiana,21,Wisconsin,11,1,71,60,11
3170,2021-22,2022-02-12,Southern California,21,UCLA,12,1,67,64,3
3171,2014-15,2015-01-07,Baylor,21,Kansas,12,0,55,56,-1
3172,1991-92,1992-02-09,Oklahoma,21,Missouri,12,0,92,99,-7
3173,1989-90,1990-01-28,Minnesota,21,Indiana,12,1,108,89,19
3174,2005-06,2006-02-11,Washington,21,UCLA,13,1,70,67,3
3175,1996-97,1997-01-21,Indiana,21,Michigan,13,1,72,70,2
3176,2010-11,2011-03-05,Vanderbilt,21,Florida,14,0,76,86,-10
3177,2008-09,2009-02-26,Washington,21,Arizona State,14,1,73,70,3
3178,1995-96,1996-02-13,Boston College,21,Georgetown,14,0,63,66,-3
3179,2021-22,2021-12-29,Providence,21,Seton Hall,15,1,70,65,5
3180,2014-15,2015-02-03,Oklahoma,21,West Virginia,15,1,71,52,19
3181,1999-00,2000-01-08,Louisiana State,21,Tennessee,15,0,59,64,-5
3182,1989-90,1990-02-17,Michigan State,21,Illinois,15,1,70,63,7
3183,2021-22,2022-01-04,Louisiana State,21,Kentucky,16,1,65,60,5
3184,2017-18,2017-11-28,Xavier,21,Baylor,16,1,76,63,13
3185,2011-12,2012-02-04,Florida State,21,Virginia,16,1,58,55,3
3186,2021-22,2022-01-26,Xavier,21,Providence,17,0,62,65,-3
3187,2020-21,2020-12-28,Minnesota,21,Michigan State,17,1,81,56,25
3188,2012-13,2013-01-07,Cincinnati,21,Notre Dame,17,0,60,66,-6
3189,2005-06,2006-01-05,Arizona,21,UCLA,17,0,79,85,-6
3190,2000-01,2001-02-24,Georgetown,21,Syracuse,17,1,72,61,11
3191,2021-22,2022-01-08,Louisiana State,21,Tennessee,18,1,79,67,12
3192,2008-09,2009-01-22,Minnesota,21,Purdue,18,0,62,70,-8
3193,1997-98,1997-11-22,Mississippi,21,Temple,18,1,87,74,13
3194,2014-15,2015-01-24,Baylor,21,Oklahoma,19,1,69,58,11
3195,2003-04,2004-02-28,Louisville,21,Memphis,19,1,66,60,6
3196,1990-91,1991-01-10,South Carolina,21,Southern Mississippi,19,0,58,64,-6
3197,2015-16,2016-01-14,Louisville,21,Pittsburgh,20,1,59,41,18
3198,1992-93,1992-12-09,Memphis,21,Tulane,20,0,85,86,-1
3199,2021-22,2021-12-11,Ohio State,21,Wisconsin,22,1,73,55,18
3200,2016-17,2016-12-30,Oregon,21,Southern California,22,1,84,61,23
3201,2002-03,2002-12-04,Michigan State,21,Virginia,22,1,82,75,7
3202,1997-98,1998-01-25,Cincinnati,21,Rhode Island,22,1,88,82,6
3203,1994-95,1995-02-15,Iowa State,21,Oklahoma State,22,0,69,71,-2
3204,2011-12,2012-01-16,Marquette,21,Louisville,23,1,74,63,11
3205,1999-00,1999-12-11,Maryland,21,Kentucky,23,1,72,66,6
3206,1997-98,1998-02-08,Xavier,21,Massachusetts,23,0,62,73,-11
3207,1993-94,1994-02-12,Wisconsin,21,Minnesota,23,0,78,109,-31
3208,1992-93,1993-01-13,Ohio State,21,Michigan State,23,0,60,77,-17
3209,2018-19,2019-02-19,Iowa,21,Maryland,24,0,65,66,-1
3210,2008-09,2009-01-03,Minnesota,21,Ohio State,24,1,68,59,9
3211,1996-97,1997-03-02,Illinois,21,Michigan,24,1,70,51,19
3212,1990-91,1990-12-08,South Carolina,21,Temple,24,1,87,63,24
3213,2020-21,2021-01-03,Minnesota,21,Ohio State,25,1,77,60,17
3214,2005-06,2006-02-04,Indiana,22,Connecticut,1,0,80,88,-8
3215,1996-97,1997-01-29,Texas Tech,22,Kansas,1,0,77,86,-9
3216,1991-92,1992-02-08,Louisiana State,22,Duke,1,0,67,77,-10
3217,2022-23,2022-12-31,Xavier,22,Connecticut,2,1,83,73,10
3218,2010-11,2011-03-05,Missouri,22,Kansas,2,0,66,70,-4
3219,2007-08,2008-01-30,Kansas State,22,Kansas,2,1,84,75,9
3220,2001-02,2001-12-21,Oklahoma,22,Maryland,2,1,72,56,16
3221,2000-01,2001-02-27,Wisconsin,22,Michigan State,3,0,47,51,-4
3222,2019-20,2020-01-07,Texas Tech,22,Baylor,4,0,52,57,-5
3223,2009-10,2010-03-03,Maryland,22,Duke,4,1,79,72,7
3224,2007-08,2007-12-02,Southern California,22,Kansas,4,0,55,59,-4
3225,2010-11,2011-01-12,Georgetown,22,Pittsburgh,5,0,57,72,-15
3226,2004-05,2005-01-27,Georgia Tech,22,Wake Forest,5,1,102,101,1
3227,2000-01,2001-01-13,Oklahoma,22,Kansas,5,0,61,69,-8
3228,1998-99,1999-02-13,Minnesota,22,Michigan State,5,0,82,84,-2
3229,1995-96,1996-02-17,Iowa State,22,Kansas,5,0,50,61,-11
3230,2022-23,2022-12-20,Miami (FL),22,Virginia,6,1,66,64,2
3231,2016-17,2017-01-16,Xavier,22,Creighton,7,0,67,72,-5
3232,2017-18,2018-02-18,Michigan,22,Ohio State,8,1,74,62,12
3233,2015-16,2016-02-27,Utah,22,Arizona,8,1,70,64,6
3234,2004-05,2005-02-21,Oklahoma,22,Kansas,8,1,71,63,8
3235,2004-05,2005-02-12,Villanova,22,Syracuse,8,0,75,90,-15
3236,2001-02,2002-02-03,Missouri,22,Virginia,8,1,81,77,4
3237,1999-00,2000-03-04,Kentucky,22,Florida,8,1,85,70,15
3238,2022-23,2023-03-01,TCU,22,Texas,9,1,75,73,2
3239,2019-20,2019-12-08,Washington,22,Gonzaga,9,0,76,83,-7
3240,2016-17,2016-11-15,Creighton,22,Wisconsin,9,1,79,67,12
3241,2001-02,2002-03-08,Southern California,22,Oregon,9,1,89,78,11
3242,2019-20,2020-03-07,Virginia,22,Louisville,10,1,57,54,3
3243,2012-13,2012-12-31,Oklahoma State,22,Gonzaga,10,0,68,69,-1
3244,1991-92,1992-02-27,Florida State,22,North Carolina,10,1,110,94,16
3245,2015-16,2015-12-22,Cincinnati,22,Iowa State,11,0,79,81,-2
3246,2014-15,2015-01-14,Baylor,22,Iowa State,11,1,74,73,1
3247,2010-11,2010-12-31,Louisville,22,Kentucky,11,0,63,78,-15
3248,2006-07,2007-02-10,Georgetown,22,Marquette,11,1,76,58,18
3249,2012-13,2013-02-25,Marquette,22,Syracuse,12,1,74,71,3
3250,2011-12,2012-01-14,San Diego State,22,Nevada-Las Vegas,12,1,69,67,2
3251,2009-10,2010-02-09,Vanderbilt,22,Tennessee,12,1,90,71,19
3252,1996-97,1997-01-25,Boston College,22,Villanova,12,0,66,84,-18
3253,2022-23,2023-01-07,Auburn,22,Arkansas,13,1,72,59,13
3254,2010-11,2011-02-26,Kentucky,22,Florida,13,1,76,68,8
3255,2009-10,2009-12-12,Butler,22,Ohio State,13,1,74,66,8
3256,1990-91,1991-02-16,Pittsburgh,22,St. John's (NY),13,1,94,83,11
3257,2014-15,2015-02-18,Oklahoma State,22,Iowa State,14,0,65,70,-5
3258,1991-92,1992-02-13,Charlotte,22,Tulane,14,0,68,76,-8
3259,2013-14,2014-02-11,Ohio State,22,Michigan,15,0,60,70,-10
3260,1994-95,1995-01-17,Georgia Tech,22,Wake Forest,15,1,67,65,2
3261,1992-93,1993-01-16,Boston College,22,Connecticut,15,0,64,66,-2
3262,2022-23,2022-12-02,Maryland,22,Illinois,16,1,71,66,5
3263,2018-19,2019-02-09,Florida State,22,Louisville,16,1,80,75,5
3264,2018-19,2019-01-26,Mississippi State,22,Auburn,16,1,92,84,8
3265,2012-13,2013-02-23,Colorado State,22,New Mexico,16,0,82,91,-9
3266,2007-08,2008-02-09,Notre Dame,22,Marquette,16,1,86,83,3
3267,2001-02,2002-03-07,Southern California,22,Stanford,16,1,103,78,25
3268,1995-96,1996-01-28,Iowa,22,Michigan,16,1,70,61,9
3269,2015-16,2016-02-20,Indiana,22,Purdue,17,1,77,73,4
3270,2004-05,2005-01-18,Alabama,22,Mississippi State,17,1,98,49,49
3271,2017-18,2017-12-29,Texas Tech,22,Baylor,18,1,77,53,24
3272,1995-96,1995-12-09,Michigan,22,Duke,18,1,88,84,4
3273,2009-10,2009-12-22,Washington,22,Texas A&M,19,1,73,64,9
3274,2005-06,2006-02-09,Michigan,22,Ohio State,19,0,85,94,-9
3275,1995-96,1996-01-03,Clemson,22,Duke,19,1,51,48,3
3276,1993-94,1994-01-19,Xavier,22,Cincinnati,19,1,82,76,6
3277,1989-90,1990-02-10,Arizona,22,UCLA,19,1,83,74,9
3278,1991-92,1992-01-15,Georgetown,22,Syracuse,20,0,62,74,-12
3279,2012-13,2013-03-02,Marquette,22,Notre Dame,21,1,72,64,8
3280,2009-10,2010-02-27,Texas A&M,22,Texas,21,1,74,58,16
3281,2006-07,2007-01-09,Notre Dame,22,West Virginia,21,1,61,58,3
3282,1994-95,1995-01-03,Iowa,22,Indiana,21,1,74,55,19
3283,2014-15,2015-02-21,Oklahoma State,22,West Virginia,23,0,63,73,-10
3284,2003-04,2003-12-20,Wisconsin,22,Marquette,23,1,63,59,4
3285,2013-14,2014-03-06,Michigan State,22,Iowa,24,1,86,76,10
3286,2002-03,2003-03-14,Dayton,22,Saint Joseph's,25,1,76,73,3
3287,1997-98,1998-01-28,Michigan State,22,Indiana,25,1,84,66,18
3288,1990-91,1991-01-05,Iowa,22,Michigan State,25,1,79,66,13
3289,2021-22,2022-02-26,Saint Mary's (CA),23,Gonzaga,1,1,67,57,10
3290,2015-16,2016-02-29,Texas,23,Kansas,1,0,56,86,-30
3291,2010-11,2011-01-22,Illinois,23,Ohio State,1,0,68,73,-5
3292,2005-06,2006-01-08,Wake Forest,23,Duke,1,0,64,82,-18
3293,2002-03,2003-02-27,California,23,Arizona,1,0,75,88,-13
3294,1991-92,1992-01-30,Florida State,23,Duke,1,0,62,75,-13
3295,2019-20,2020-02-22,Brigham Young,23,Gonzaga,2,1,91,78,13
3296,2005-06,2006-02-07,North Carolina,23,Duke,2,0,83,87,-4
3297,2018-19,2019-01-29,NC State,23,Virginia,3,0,65,66,-1
3298,2004-05,2005-02-23,Villanova,23,Boston College,3,1,76,70,6
3299,1998-99,1999-02-27,Purdue,23,Michigan State,3,0,46,60,-14
3300,1998-99,1998-11-25,St. John's (NY),23,Stanford,3,0,53,55,-2
3301,1994-95,1995-01-14,Iowa State,23,Kansas,3,1,69,65,4
3302,1992-93,1993-02-21,Virginia,23,North Carolina,3,0,58,78,-20
3303,1989-90,1990-01-20,Arizona,23,Oklahoma,3,1,78,74,4
3304,2023-24,2023-11-14,Illinois,23,Marquette,4,0,64,71,-7
3305,2005-06,2005-12-17,Kentucky,23,Louisville,4,1,73,61,12
3306,2020-21,2021-02-27,Wisconsin,23,Illinois,5,0,69,74,-5
3307,2016-17,2017-02-27,Virginia,23,North Carolina,5,1,53,43,10
3308,2014-15,2015-03-08,Ohio State,23,Wisconsin,6,0,48,72,-24
3309,2001-02,2001-12-15,Michigan State,23,Arizona,6,1,74,60,14
3310,2023-24,2024-01-27,Iowa State,23,Kansas,7,1,79,75,4
3311,2021-22,2021-12-09,Seton Hall,23,Texas,7,1,64,60,4
3312,2020-21,2021-01-16,Minnesota,23,Michigan,7,1,75,57,18
3313,2011-12,2012-01-07,Kansas State,23,Missouri,7,1,75,59,16
3314,1993-94,1994-01-13,West Virginia,23,Massachusetts,7,0,56,70,-14
3315,1992-93,1993-02-18,Virginia,23,Duke,7,1,58,55,3
3316,1990-91,1991-01-30,Georgia Tech,23,Duke,7,0,75,77,-2
3317,2014-15,2015-02-16,West Virginia,23,Kansas,8,1,62,61,1
3318,2013-14,2014-01-27,Oklahoma,23,Oklahoma State,8,1,88,76,12
3319,2016-17,2017-01-04,Notre Dame,23,Louisville,9,1,77,70,7
3320,2006-07,2007-02-22,Oregon,23,Washington State,9,1,64,59,5
3321,2007-08,2008-01-30,Texas A&M,23,Texas,10,1,80,63,17
3322,1996-97,1997-01-19,Texas,23,Louisville,10,0,78,85,-7
3323,2020-21,2020-12-23,Ohio State,23,Rutgers,11,1,80,68,12
3324,2008-09,2008-12-20,Memphis,23,Syracuse,11,0,65,72,-7
3325,2018-19,2019-02-02,NC State,23,Virginia Tech,12,0,24,47,-23
3326,2009-10,2010-01-27,New Mexico,23,Brigham Young,12,1,76,72,4
3327,2008-09,2009-02-28,Florida State,23,Clemson,12,1,73,66,7
3328,2008-09,2009-02-08,Illinois,23,Purdue,12,1,66,48,18
3329,1996-97,1997-03-06,Stanford,23,Arizona,12,1,81,80,1
3330,2014-15,2015-01-22,Indiana,23,Maryland,13,1,89,70,19
3331,2000-01,2000-11-29,Wisconsin,23,Maryland,13,1,78,75,3
3332,1998-99,1998-12-05,Xavier,23,Purdue,14,0,57,71,-14
3333,1998-99,1998-11-27,St. John's (NY),23,Purdue,14,0,69,70,-1
3334,2020-21,2021-02-20,Kansas,23,Texas Tech,15,1,67,61,6
3335,2020-21,2021-01-05,Michigan State,23,Rutgers,15,1,68,45,23
3336,2009-10,2010-02-10,Nevada-Las Vegas,23,New Mexico,15,0,66,76,-10
3337,2009-10,2009-12-31,Wisconsin,23,Ohio State,15,1,65,43,22
3338,2003-04,2004-01-17,Vanderbilt,23,Florida,15,1,86,72,14
3339,2000-01,2001-01-06,Iowa State,23,Oklahoma,15,1,100,80,20
3340,2021-22,2022-02-19,Arkansas,23,Tennessee,16,1,58,48,10
3341,2007-08,2008-01-24,Xavier,23,Dayton,16,1,69,43,26
3342,1997-98,1998-02-14,Syracuse,23,West Virginia,16,1,73,58,15
3343,1990-91,1990-12-04,Texas,23,Oklahoma,16,0,88,96,-8
3344,1989-90,1990-03-03,Arizona,23,Oregon State,16,1,87,60,27
3345,2017-18,2018-01-06,Tennessee,23,Kentucky,17,1,76,65,11
3346,2010-11,2011-01-18,Illinois,23,Michigan State,17,1,71,62,9
3347,2002-03,2003-02-10,Connecticut,23,Syracuse,17,1,75,61,14
3348,2001-02,2002-01-26,Southern California,23,Stanford,17,1,90,82,8
3349,2000-01,2001-02-17,Wake Forest,23,Maryland,17,0,57,73,-16
3350,1989-90,1990-01-27,UCLA,23,Oregon State,17,1,94,80,14
3351,2021-22,2021-12-21,Villanova,23,Xavier,18,1,71,58,13
3352,2019-20,2020-03-08,Illinois,23,Iowa,18,1,78,76,2
3353,2010-11,2011-02-12,Vanderbilt,23,Kentucky,18,1,81,77,4
3354,2003-04,2004-02-07,Providence,23,Syracuse,18,1,74,61,13
3355,1999-00,2000-02-14,Seton Hall,23,Connecticut,18,0,50,59,-9
3356,1993-94,1994-02-16,Cincinnati,23,Saint Louis,18,1,78,73,5
3357,1990-91,1991-03-02,Mississippi State,23,Louisiana State,18,1,76,73,3
3358,2019-20,2020-03-01,Ohio State,23,Michigan,19,1,77,63,14
3359,2001-02,2002-02-20,Indiana,23,Ohio State,19,1,63,57,6
3360,2021-22,2022-02-05,Texas,23,Iowa State,20,1,63,41,22
3361,2011-12,2012-02-01,Michigan,23,Indiana,20,1,68,56,12
3362,2022-23,2023-02-11,Creighton,23,Connecticut,21,1,56,53,3
3363,2019-20,2020-01-09,Wichita State,23,Memphis,21,1,76,67,9
3364,2018-19,2019-01-24,Louisville,23,NC State,21,1,84,77,7
3365,2005-06,2006-02-04,Iowa,23,Michigan,21,1,94,66,28
3366,1995-96,1996-01-09,Michigan,23,Illinois,21,1,83,68,15
3367,2023-24,2023-12-19,Memphis,23,Virginia,22,1,77,54,23
3368,1998-99,1998-12-02,Xavier,23,Miami (OH),22,1,64,56,8
3369,1993-94,1994-01-26,Saint Louis,23,Marquette,22,1,76,66,10
3370,2020-21,2020-12-10,Arizona State,23,San Diego State,24,0,68,80,-12
3371,2004-05,2005-02-02,Connecticut,23,Villanova,24,1,81,76,5
3372,2020-21,2021-03-02,Purdue,23,Wisconsin,25,1,73,69,4
3373,2018-19,2019-01-12,Oklahoma,23,TCU,25,1,76,74,2
3374,2017-18,2017-12-28,Seton Hall,23,Creighton,25,1,90,84,6
3375,2016-17,2017-02-01,Purdue,23,Northwestern,25,1,80,59,21
