,Year,Date,Home,HomeRank,Away,AwayRank,Result,HomePTS,AwayPTS,MOV
1837,1999-00,2000-01-09,Maryland,12,Duke,8,0,70,80,-10
1838,1996-97,1997-02-26,Clemson,12,North Carolina,8,0,69,76,-7
1839,1993-94,1994-01-18,Purdue,12,Indiana,8,1,83,76,7
1840,1991-92,1992-02-29,Michigan State,12,Ohio State,8,0,65,78,-13
1841,1980-81,1981-01-16,Arizona State,12,UCLA,8,1,78,74,4
1842,1955-56,1956-01-14,Indiana,12,Illinois,8,0,72,96,-24
1843,2020-21,2020-12-25,Michigan State,12,Wisconsin,9,0,76,85,-9
1844,1993-94,1994-01-15,Wisconsin,12,Purdue,9,1,75,69,6
1845,1986-87,1986-12-06,Pittsburgh,12,Illinois,9,0,97,99,-2
1846,1956-57,1957-01-05,Tennessee,12,Vanderbilt,9,0,68,71,-3
1847,1951-52,1952-03-07,Duke,12,West Virginia,9,1,90,88,2
1848,2017-18,2017-11-29,Minnesota,12,Miami (FL),10,0,81,86,-5
1849,2012-13,2013-03-02,Syracuse,12,Louisville,10,0,53,58,-5
1850,2006-07,2007-02-24,Georgetown,12,Pittsburgh,10,1,61,53,8
1851,2005-06,2006-02-22,Florida,12,Tennessee,10,0,72,76,-4
1852,2000-01,2001-01-17,Maryland,12,Wake Forest,10,1,81,71,10
1853,1987-88,1988-02-28,Kentucky,12,Syracuse,10,1,62,58,4
1854,1987-88,1988-01-30,Iowa State,12,Oklahoma,10,0,91,96,-5
1855,1977-78,1978-01-07,Cincinnati,12,Louisville,10,0,75,78,-3
1856,1976-77,1976-12-27,Marquette,12,Clemson,10,1,67,49,18
1857,1954-55,1955-02-12,Minnesota,12,Illinois,10,1,78,71,7
1858,2019-20,2020-01-07,Maryland,12,Ohio State,11,1,67,55,12
1859,2015-16,2016-02-27,Miami (FL),12,Louisville,11,1,73,65,8
1860,2010-11,2011-02-09,Syracuse,12,Georgetown,11,0,56,64,-8
1861,1999-00,2000-02-08,Florida,12,Kentucky,11,1,90,73,17
1862,1990-91,1991-01-05,Connecticut,12,Pittsburgh,11,1,81,76,5
1863,1989-90,1989-12-30,Nevada-Las Vegas,12,Arkansas,11,1,101,93,8
1864,2020-21,2021-02-20,Texas,12,West Virginia,13,0,82,84,-2
1865,2013-14,2014-01-30,Louisville,12,Cincinnati,13,0,66,69,-3
1866,2009-10,2010-01-09,Georgetown,12,Connecticut,13,1,72,69,3
1867,1995-96,1995-12-21,Wake Forest,12,Utah,13,1,60,56,4
1868,1954-55,1955-02-18,Cincinnati,12,Dayton,13,0,69,80,-11
1869,2015-16,2016-03-06,Indiana,12,Maryland,14,1,80,62,18
1870,2000-01,2001-01-29,Syracuse,12,Georgetown,14,1,70,63,7
1871,1999-00,2000-01-19,Oklahoma State,12,Texas,14,1,73,65,8
1872,1985-86,1985-12-28,Nevada-Las Vegas,12,UAB,14,1,73,72,1
1873,1977-78,1978-01-19,Providence,12,Holy Cross,14,1,90,64,26
1874,1959-60,1960-02-06,Toledo,12,Detroit Mercy,14,1,69,61,8
1875,1959-60,1959-12-28,New York University,12,Iowa,14,0,75,80,-5
1876,1958-59,1959-03-06,Saint Louis,12,Oklahoma City,14,1,76,53,23
1877,2022-23,2023-02-25,Gonzaga,12,Saint Mary's (CA),15,1,77,68,9
1878,2016-17,2017-01-14,Butler,12,Xavier,15,1,83,78,5
1879,2013-14,2013-12-02,Connecticut,12,Florida,15,1,65,64,1
1880,1990-91,1991-02-27,Oklahoma State,12,Nebraska,15,1,80,69,11
1881,1973-74,1974-02-16,Indiana,12,Michigan,15,1,93,81,12
1882,2023-24,2024-02-07,Auburn,12,Alabama,16,1,99,81,18
1883,2015-16,2015-12-26,Kentucky,12,Louisville,16,1,75,73,2
1884,2011-12,2012-01-05,Indiana,12,Michigan,16,1,73,71,2
1885,2010-11,2011-01-29,Purdue,12,Minnesota,16,1,73,61,12
1886,1980-81,1981-02-19,Iowa,12,Indiana,16,1,78,65,13
1887,1956-57,1957-03-06,Saint Louis,12,Oklahoma State,16,1,74,58,16
1888,2022-23,2023-02-07,Kansas State,12,TCU,17,1,82,61,21
1889,2021-22,2022-02-05,Villanova,12,Connecticut,17,1,85,74,11
1890,1989-90,1990-02-08,Illinois,12,Minnesota,17,1,99,72,27
1891,1985-86,1986-02-02,Georgetown,12,Louisiana State,17,1,74,72,2
1892,1971-72,1971-12-11,Houston,12,Arizona State,17,1,88,76,12
1893,1971-72,1971-12-10,Houston,12,Arizona State,17,0,97,98,-1
1894,1958-59,1959-01-31,Marquette,12,Louisville,17,1,66,62,4
1895,2020-21,2021-01-16,Clemson,12,Virginia,18,0,50,85,-35
1896,2012-13,2013-02-06,Michigan State,12,Minnesota,18,1,61,50,11
1897,2010-11,2010-12-22,Michigan State,12,Texas,18,0,55,67,-12
1898,2002-03,2002-12-07,North Carolina,12,Kentucky,18,0,81,98,-17
1899,1995-96,1996-03-10,Wake Forest,12,Georgia Tech,18,1,75,74,1
1900,1994-95,1995-03-11,Arizona,12,Arizona State,18,0,98,103,-5
1901,1982-83,1983-01-19,Missouri,12,Oklahoma State,18,1,84,63,21
1902,1970-71,1971-02-27,Michigan,12,Ohio State,18,0,85,91,-6
1903,1957-58,1958-02-10,Kentucky,12,Mississippi State,18,1,72,62,10
1904,2022-23,2023-02-18,Kansas State,12,Iowa State,19,1,61,55,6
1905,2020-21,2021-02-06,Illinois,12,Wisconsin,19,1,75,60,15
1906,2014-15,2015-02-25,Iowa State,12,Baylor,19,0,70,79,-9
1907,1998-99,1999-01-30,Wisconsin,12,Minnesota,19,1,61,50,11
1908,1996-97,1997-01-29,Duke,12,North Carolina,19,1,80,73,7
1909,1990-91,1991-02-02,UCLA,12,Pittsburgh,19,1,112,85,27
1910,1987-88,1988-02-13,Michigan,12,Indiana,19,1,92,72,20
1911,1981-82,1981-12-01,Indiana,12,Notre Dame,19,1,69,55,14
1912,1959-60,1960-02-24,Villanova,12,Toledo,19,1,74,52,22
1913,1958-59,1958-12-22,Northwestern,12,Washington,19,1,75,69,6
1914,2016-17,2017-02-05,North Carolina,12,Notre Dame,20,1,83,76,7
1915,2016-17,2016-12-31,Virginia,12,Florida State,20,0,58,60,-2
1916,2009-10,2010-01-16,North Carolina,12,Georgia Tech,20,0,71,73,-2
1917,2000-01,2001-01-27,Arizona,12,Texas,20,1,80,52,28
1918,1997-98,1997-11-19,Connecticut,12,Rhode Island,20,1,80,67,13
1919,1974-75,1975-01-14,Marquette,12,South Carolina,20,1,69,60,9
1920,2016-17,2017-01-07,Florida State,12,Virginia Tech,21,1,93,78,15
1921,2008-09,2008-11-18,Oklahoma,12,Davidson,21,1,82,78,4
1922,2006-07,2007-01-16,Oklahoma State,12,Texas,21,1,105,103,2
1923,2002-03,2003-02-03,Kansas,12,Missouri,21,1,76,70,6
1924,2002-03,2002-12-14,Kentucky,12,Michigan State,21,0,67,71,-4
1925,1998-99,1999-02-27,Utah,12,New Mexico,21,1,77,47,30
1926,1998-99,1999-01-12,Iowa,12,Ohio State,21,1,71,68,3
1927,1996-97,1997-02-06,Cincinnati,12,Tulane,21,1,65,64,1
1928,1992-93,1993-02-27,Wake Forest,12,Virginia,22,1,58,56,2
1929,2020-21,2020-12-19,Wisconsin,12,Louisville,23,1,85,48,37
1930,2015-16,2015-12-12,Xavier,12,Cincinnati,23,1,65,55,10
1931,1991-92,1991-12-02,Connecticut,12,Wake Forest,23,1,84,75,9
1932,2013-14,2014-01-09,Louisville,12,Memphis,24,0,67,73,-6
1933,2023-24,2024-02-13,Baylor,12,Oklahoma,25,1,79,62,17
1934,2022-23,2023-01-15,Xavier,12,Marquette,25,1,80,76,4
1935,2018-19,2019-02-10,Houston,12,Cincinnati,25,1,65,58,7
1936,2013-14,2014-01-18,Baylor,12,Oklahoma,25,0,64,66,-2
1937,2012-13,2013-02-03,Louisville,12,Marquette,25,1,70,51,19
1938,2011-12,2012-02-04,Florida,12,Vanderbilt,25,1,73,65,8
1939,2010-11,2011-02-05,Villanova,12,West Virginia,25,1,66,50,16
1940,2005-06,2006-01-23,Pittsburgh,12,Syracuse,25,1,80,67,13
1941,2018-19,2019-01-12,Florida State,13,Duke,1,0,78,80,-2
1942,2010-11,2011-02-12,Wisconsin,13,Ohio State,1,1,71,67,4
1943,1980-81,1981-03-01,UCLA,13,Oregon State,1,0,76,82,-6
1944,1968-69,1968-12-06,Ohio State,13,UCLA,1,0,73,84,-11
1945,1956-57,1957-02-26,Wake Forest,13,North Carolina,1,0,64,69,-5
1946,1950-51,1950-12-23,St. John's (NY),13,Kentucky,1,0,37,43,-6
1947,2022-23,2023-01-17,Kansas State,13,Kansas,2,1,83,82,1
1948,2011-12,2011-12-31,Indiana,13,Ohio State,2,1,74,70,4
1949,2011-12,2011-12-10,Kansas,13,Ohio State,2,1,78,67,11
1950,2006-07,2007-03-01,Washington State,13,UCLA,2,0,45,53,-8
1951,1997-98,1998-01-10,Florida State,13,Duke,2,0,63,75,-12
1952,1992-93,1993-01-19,Purdue,13,Indiana,2,0,65,74,-9
1953,1987-88,1988-02-15,Iowa,13,Purdue,2,0,68,73,-5
1954,1980-81,1981-01-03,Arizona State,13,Oregon State,2,0,67,71,-4
1955,1978-79,1979-01-13,Marquette,13,Notre Dame,2,0,60,65,-5
1956,1977-78,1978-01-07,Virginia,13,North Carolina,2,0,61,76,-15
1957,1975-76,1976-01-14,NC State,13,Maryland,2,0,69,87,-18
1958,1953-54,1954-01-16,Niagara,13,Duquesne,2,0,53,61,-8
1959,2016-17,2016-11-30,Indiana,13,North Carolina,3,1,76,67,9
1960,2014-15,2015-01-10,Notre Dame,13,Virginia,3,0,56,62,-6
1961,1998-99,1999-01-28,Arizona,13,Stanford,3,1,78,76,2
1962,1989-90,1990-01-08,Indiana,13,Michigan,3,1,69,67,2
1963,1984-85,1985-02-10,Kansas,13,Memphis,3,1,75,71,4
1964,1983-84,1983-12-10,DePaul,13,Georgetown,3,1,63,61,2
1965,1978-79,1978-12-16,North Carolina,13,Michigan State,3,1,70,69,1
1966,2010-11,2011-03-05,North Carolina,13,Duke,4,1,81,67,14
1967,2000-01,2001-01-06,North Carolina,13,Wake Forest,4,1,70,69,1
1968,1996-97,1997-02-01,New Mexico,13,Utah,4,1,87,71,16
1969,1994-95,1995-01-21,Arizona State,13,UCLA,4,0,72,85,-13
1970,1991-92,1992-02-27,Southern California,13,UCLA,4,1,83,79,4
1971,1991-92,1992-02-01,Michigan State,13,Indiana,4,1,76,60,16
1972,1983-84,1984-01-30,Syracuse,13,Georgetown,4,0,67,80,-13
1973,1981-82,1982-02-20,Georgetown,13,Missouri,4,1,63,51,12
1974,1976-77,1977-01-22,Maryland,13,North Carolina,4,0,68,71,-3
1975,1976-77,1976-12-06,Indiana,13,Kentucky,4,0,51,66,-15
1976,1969-70,1970-02-21,North Carolina,13,South Carolina,4,0,62,79,-17
1977,1959-60,1960-03-05,Saint Louis,13,Bradley,4,0,71,81,-10
1978,1957-58,1957-12-28,NC State,13,North Carolina,4,0,30,39,-9
1979,2018-19,2019-02-23,Louisiana State,13,Tennessee,5,1,82,80,2
1980,2016-17,2017-02-04,Oregon,13,Arizona,5,1,85,58,27
1981,1990-91,1991-01-12,Virginia,13,North Carolina,5,0,86,89,-3
1982,1974-75,1975-03-08,Creighton,13,Marquette,5,0,60,64,-4
1983,1971-72,1972-02-26,Virginia,13,North Carolina,5,0,78,91,-13
1984,1959-60,1959-12-28,Kentucky,13,Ohio State,5,1,96,93,3
1985,1956-57,1957-01-26,Vanderbilt,13,Kentucky,5,0,83,91,-8
1986,1994-95,1995-03-05,Virginia,13,Maryland,6,1,92,67,25
1987,1991-92,1992-01-13,Missouri,13,Kansas,6,0,80,92,-12
1988,1987-88,1988-03-02,Georgia Tech,13,North Carolina,6,0,80,97,-17
1989,1983-84,1984-02-25,Purdue,13,Illinois,6,1,59,55,4
1990,1979-80,1980-01-05,Virginia,13,North Carolina,6,1,88,82,6
1991,2014-15,2015-02-28,Utah,13,Arizona,7,0,57,63,-6
1992,2005-06,2006-01-17,Indiana,13,Illinois,7,1,62,60,2
1993,1987-88,1988-02-27,Iowa,13,Michigan,7,1,95,87,8
1994,1985-86,1986-03-01,Louisville,13,Memphis,7,1,70,69,1
1995,1956-57,1956-12-18,Duke,13,Kentucky,7,1,85,84,1
1996,2022-23,2023-02-04,Iowa State,13,Kansas,8,1,68,53,15
1997,2015-16,2016-01-12,Virginia,13,Miami (FL),8,1,66,58,8
1998,2012-13,2013-01-19,Butler,13,Gonzaga,8,1,64,63,1
1999,2008-09,2009-01-14,Georgetown,13,Syracuse,8,1,88,74,14
2000,2003-04,2004-01-24,Syracuse,13,Pittsburgh,8,0,45,66,-21
2001,2000-01,2001-01-30,Florida,13,Tennessee,8,1,81,67,14
2002,1993-94,1994-02-13,Massachusetts,13,Temple,8,1,56,55,1
2003,1981-82,1981-12-26,DePaul,13,Louisville,8,1,75,68,7
2004,2020-21,2021-02-01,Texas Tech,13,Oklahoma,9,1,57,52,5
2005,2012-13,2013-03-09,Oklahoma State,13,Kansas State,9,1,76,70,6
2006,2010-11,2011-02-16,Connecticut,13,Georgetown,9,1,78,70,8
2007,2008-09,2009-01-05,Notre Dame,13,Georgetown,9,1,73,67,6
2008,2004-05,2005-01-24,Oklahoma,13,Oklahoma State,9,1,67,57,10
2009,2004-05,2004-12-18,Louisville,13,Kentucky,9,0,58,60,-2
2010,1984-85,1985-01-19,Oklahoma,13,Kansas,9,1,87,76,11
2011,1982-83,1983-02-19,Memphis,13,Louisville,9,0,66,75,-9
2012,1979-80,1980-03-02,Indiana,13,Ohio State,9,1,76,73,3
2013,1968-69,1968-12-16,Detroit Mercy,13,St. Bonaventure,9,1,71,68,3
2014,2009-10,2010-02-27,Brigham Young,13,New Mexico,10,0,81,83,-2
2015,2008-09,2009-02-10,Villanova,13,Marquette,10,1,102,84,18
2016,2007-08,2008-02-16,Indiana,13,Michigan State,10,1,80,61,19
2017,2002-03,2003-02-17,Maryland,13,Wake Forest,10,1,90,67,23
2018,1999-00,2000-01-20,Ohio State,13,Michigan State,10,1,78,67,11
2019,1994-95,1995-01-30,Georgetown,13,Syracuse,10,0,75,76,-1
2020,1991-92,1992-02-03,Syracuse,13,Connecticut,10,1,84,83,1
2021,1978-79,1979-02-10,Ohio State,13,Michigan State,10,0,57,73,-16
2022,1959-60,1960-01-02,Kentucky,13,Georgia Tech,10,0,54,62,-8
2023,2023-24,2024-02-14,Auburn,13,South Carolina,11,1,101,61,40
2024,2007-08,2008-01-31,Wisconsin,13,Indiana,11,1,62,49,13
2025,1983-84,1984-01-28,Memphis,13,Oklahoma,11,1,69,65,4
2026,1968-69,1969-02-16,Duquesne,13,Villanova,11,1,70,59,11
2027,1951-52,1952-02-06,Louisville,13,Dayton,11,0,71,72,-1
2028,1998-99,1999-03-06,Arizona,13,UCLA,12,1,87,70,17
2029,1997-98,1998-02-25,Mississippi,13,Arkansas,12,1,81,65,16
2030,1979-80,1980-01-30,Virginia,13,Maryland,12,0,61,63,-2
2031,1979-80,1980-01-26,North Carolina,13,Clemson,12,1,73,70,3
2032,1958-59,1958-12-29,St. John's (NY),13,Saint Joseph's,12,1,90,79,11
2033,2021-22,2022-03-05,Tennessee,13,Arkansas,14,1,78,74,4
2034,2015-16,2016-02-02,Iowa State,13,West Virginia,14,0,76,81,-5
2035,1990-91,1991-01-26,Oklahoma,13,Nebraska,14,0,99,111,-12
2036,1951-52,1952-02-25,Louisville,13,Seton Hall,14,0,81,83,-2
2037,2010-11,2011-01-31,Georgetown,13,Louisville,15,1,62,59,3
2038,2007-08,2008-02-13,Indiana,13,Wisconsin,15,0,66,68,-2
2039,1991-92,1992-01-29,Michigan State,13,Michigan,15,0,79,89,-10
2040,1988-89,1989-01-21,North Carolina,13,NC State,15,1,84,81,3
2041,1985-86,1985-12-28,Kentucky,13,Louisville,15,1,69,64,5
2042,1981-82,1982-01-30,Alabama,13,Tennessee,15,1,77,72,5
2043,1955-56,1955-12-13,George Washington,13,West Virginia,15,1,94,79,15
2044,1951-52,1952-02-02,Indiana,13,St. John's (NY),15,0,55,65,-10
2045,2021-22,2022-01-13,Wisconsin,13,Ohio State,16,1,78,68,10
2046,2006-07,2007-02-17,Butler,13,Southern Illinois,16,0,64,68,-4
2047,2003-04,2004-01-26,Texas Tech,13,Texas,16,0,61,62,-1
2048,1996-97,1996-12-14,Texas,13,Fresno State,16,1,98,86,12
2049,1989-90,1989-12-23,Nevada-Las Vegas,13,Iowa,16,1,97,80,17
2050,1956-57,1957-03-08,Bradley,13,Oklahoma State,16,0,53,68,-15
2051,1954-55,1955-02-21,Illinois,13,Iowa,16,0,70,89,-19
2052,2007-08,2008-02-28,Louisville,13,Notre Dame,17,1,90,85,5
2053,2001-02,2002-01-24,UCLA,13,Stanford,17,0,76,86,-10
2054,1986-87,1987-01-21,Alabama,13,Auburn,17,1,88,82,6
2055,1959-60,1960-01-28,Toledo,13,Virginia Tech,17,1,48,46,2
2056,1957-58,1958-03-08,North Carolina,13,Maryland,17,0,74,86,-12
2057,1997-98,1998-02-01,South Carolina,13,Cincinnati,18,1,67,65,2
2058,1952-53,1953-01-17,Tulsa,13,Oklahoma City,18,1,65,62,3
2059,2015-16,2015-12-05,Gonzaga,13,Arizona,19,0,63,68,-5
2060,1998-99,1999-02-13,Ohio State,13,Iowa,19,1,73,69,4
2061,1996-97,1997-02-26,Iowa State,13,Colorado,19,1,65,54,11
2062,1996-97,1997-01-08,North Carolina,13,Maryland,19,0,75,85,-10
2063,1995-96,1996-02-27,Wake Forest,13,North Carolina,19,1,84,60,24
2064,1994-95,1995-02-08,Missouri,13,Iowa State,19,1,59,56,3
2065,1992-93,1993-01-13,Iowa,13,Minnesota,19,1,84,77,7
2066,1956-57,1957-01-29,Wake Forest,13,Duke,19,1,77,59,18
2067,2022-23,2023-01-04,Arkansas,13,Missouri,20,1,74,68,6
2068,2017-18,2018-02-17,Kansas,13,West Virginia,20,1,77,69,8
2069,2003-04,2004-03-06,Cincinnati,13,Memphis,20,1,83,79,4
2070,2000-01,2001-01-20,Virginia,13,Missouri,20,1,85,72,13
2071,1959-60,1960-01-29,Toledo,13,Wake Forest,20,1,70,63,7
2072,1956-57,1957-02-18,Oklahoma City,13,Memphis,20,1,106,96,10
2073,2000-01,2001-03-04,Notre Dame,13,Georgetown,21,0,72,79,-7
2074,1999-00,2000-03-04,Oklahoma State,13,Oklahoma,21,0,56,59,-3
2075,2023-24,2024-02-17,Auburn,13,Kentucky,22,0,59,70,-11
2076,2023-24,2024-01-20,Auburn,13,Mississippi,22,1,82,59,23
2077,2020-21,2020-12-23,Creighton,13,Xavier,22,1,66,61,5
2078,2014-15,2014-11-17,Gonzaga,13,Southern Methodist,22,1,72,56,16
2079,1991-92,1992-01-25,Syracuse,13,St. John's (NY),22,1,58,56,2
2080,2023-24,2024-02-06,Baylor,13,Texas Tech,23,1,79,73,6
2081,2006-07,2007-03-03,Washington State,13,Southern California,23,1,88,86,2
2082,1998-99,1999-01-16,Purdue,13,Indiana,23,0,76,87,-11
2083,2023-24,2024-02-21,Alabama,13,Florida,24,1,98,93,5
2084,2006-07,2007-02-10,Oregon,13,Arizona,24,0,74,77,-3
2085,1994-95,1995-02-11,Missouri,13,Oklahoma State,24,1,81,79,2
2086,1994-95,1994-12-21,Cincinnati,13,California,24,0,76,89,-13
2087,1990-91,1991-02-26,Kentucky,13,Alabama,24,1,79,73,6
2088,2008-09,2009-03-07,Marquette,13,Syracuse,25,0,79,86,-7
2089,2015-16,2016-01-23,Baylor,14,Oklahoma,1,0,72,82,-10
2090,2009-10,2010-02-08,Texas,14,Kansas,1,0,68,80,-12
2091,2003-04,2004-01-31,Georgia Tech,14,Duke,1,0,74,82,-8
2092,1998-99,1999-02-27,North Carolina,14,Duke,1,0,61,81,-20
2093,1986-87,1987-01-28,Clemson,14,North Carolina,1,0,99,108,-9
2094,1981-82,1982-01-30,Kansas State,14,Missouri,1,0,58,59,-1
2095,1979-80,1980-02-27,Notre Dame,14,DePaul,1,1,76,74,2
2096,1992-93,1993-02-10,Arkansas,14,Kentucky,2,1,101,94,7
2097,1987-88,1988-01-06,Georgetown,14,Pittsburgh,2,1,62,57,5
2098,1985-86,1986-02-24,Oklahoma,14,Kansas,2,0,80,87,-7
2099,1982-83,1983-01-29,Iowa,14,Indiana,2,1,63,48,15
2100,1981-82,1982-02-17,Wake Forest,14,North Carolina,2,0,51,69,-18
2101,1978-79,1979-01-17,NC State,14,North Carolina,2,0,69,70,-1
2102,1960-61,1960-12-27,Drake,14,Bradley,2,0,77,83,-6
2103,1957-58,1958-01-18,Oklahoma,14,Kansas State,2,0,60,64,-4
2104,2019-20,2020-02-12,West Virginia,14,Kansas,3,0,49,58,-9
2105,2013-14,2014-02-15,Kentucky,14,Florida,3,0,59,69,-10
2106,1997-98,1998-02-01,New Mexico,14,Utah,3,1,77,74,3
2107,1996-97,1996-12-31,Louisville,14,Kentucky,3,0,54,74,-20
2108,1986-87,1987-03-01,Illinois,14,Indiana,3,1,69,67,2
2109,1976-77,1977-01-22,Tennessee,14,Alabama,3,1,102,93,9
2110,1974-75,1975-01-25,North Carolina,14,Maryland,3,1,69,66,3
2111,1973-74,1974-02-16,South Carolina,14,Notre Dame,3,0,68,72,-4
2112,1952-53,1953-03-02,Louisville,14,Seton Hall,3,1,73,67,6
2113,2023-24,2024-03-02,Alabama,14,Tennessee,4,0,74,81,-7
2114,2020-21,2021-01-09,West Virginia,14,Texas,4,0,70,72,-2
2115,2015-16,2016-01-25,Iowa State,14,Kansas,4,1,85,72,13
2116,1993-94,1994-02-12,Syracuse,14,Kentucky,4,1,93,85,8
2117,1982-83,1983-01-22,Houston,14,Arkansas,4,1,75,60,15
2118,2020-21,2020-12-17,Texas Tech,14,Kansas,5,0,57,58,-1
2119,2014-15,2015-02-24,Maryland,14,Wisconsin,5,1,59,53,6
2120,1990-91,1991-02-10,UCLA,14,Arizona,5,0,94,105,-11
2121,1953-54,1954-02-04,Wichita State,14,Oklahoma State,5,0,51,59,-8
2122,1999-00,2000-02-01,Kentucky,14,Tennessee,6,1,81,68,13
2123,1994-95,1994-12-22,Syracuse,14,Arizona,6,1,94,84,10
2124,1986-87,1987-02-23,Illinois,14,Purdue,6,0,75,76,-1
2125,1983-84,1984-01-21,St. John's (NY),14,Georgetown,6,0,61,83,-22
2126,2016-17,2017-01-14,Louisville,14,Duke,7,1,78,69,9
2127,1997-98,1998-02-28,South Carolina,14,Kentucky,7,0,57,69,-12
2128,1994-95,1995-02-15,Wake Forest,14,Maryland,7,1,63,54,9
2129,1982-83,1983-02-09,Georgetown,14,St. John's (NY),7,0,69,75,-6
2130,1980-81,1980-12-20,Arizona State,14,Ohio State,7,1,71,58,13
2131,1978-79,1979-02-01,Michigan State,14,Ohio State,7,1,84,79,5
2132,1974-75,1975-02-25,North Carolina,14,NC State,7,1,76,74,2
2133,1955-56,1955-12-16,Cincinnati,14,Dayton,7,0,57,66,-9
2134,2018-19,2019-01-05,Ohio State,14,Michigan State,8,0,77,86,-9
2135,2010-11,2011-01-04,Notre Dame,14,Connecticut,8,1,73,70,3
2136,1998-99,1999-02-06,Iowa,14,Michigan State,8,0,81,95,-14
2137,1989-90,1990-03-01,Michigan State,14,Michigan,8,1,78,70,8
2138,1978-79,1979-01-21,NC State,14,Duke,8,0,69,75,-6
2139,1952-53,1952-12-22,Tulsa,14,Louisiana State,8,1,84,58,26
2140,2022-23,2023-02-21,Kansas State,14,Baylor,9,1,75,65,10
2141,2012-13,2013-02-20,Oklahoma State,14,Kansas,9,0,67,68,-1
2142,2005-06,2006-02-09,Pittsburgh,14,West Virginia,9,1,57,53,4
2143,2005-06,2006-01-11,Michigan State,14,Indiana,9,1,87,73,14
2144,2004-05,2005-02-26,Washington,14,Arizona,9,1,93,85,8
2145,2000-01,2001-01-10,Maryland,14,North Carolina,9,0,83,86,-3
2146,1977-78,1978-02-17,Florida State,14,Louisville,9,1,81,70,11
2147,1954-55,1955-03-04,Oregon State,14,UCLA,9,1,83,64,19
2148,1954-55,1955-03-03,Oregon State,14,UCLA,9,1,82,75,7
2149,2020-21,2021-01-02,Rutgers,14,Iowa,10,0,75,77,-2
2150,2012-13,2013-02-11,Kansas,14,Kansas State,10,1,83,62,21
2151,1971-72,1971-12-04,Kansas,14,Kentucky,10,0,69,79,-10
2152,1978-79,1979-02-06,Arkansas,14,Texas A&M,11,1,60,56,4
2153,1973-74,1974-02-27,South Carolina,14,Pittsburgh,11,1,67,50,17
2154,1958-59,1958-12-29,Tennessee,14,West Virginia,11,0,72,76,-4
2155,2020-21,2021-02-13,West Virginia,14,Oklahoma,12,0,90,91,-1
2156,2019-20,2020-01-05,Michigan State,14,Michigan,12,1,87,69,18
2157,2018-19,2019-02-23,Texas Tech,14,Kansas,12,1,91,62,29
2158,2018-19,2019-01-19,Auburn,14,Kentucky,12,0,80,82,-2
2159,2016-17,2017-02-15,Virginia,14,Duke,12,0,55,65,-10
2160,2016-17,2017-01-24,Notre Dame,14,Virginia,12,0,54,71,-17
2161,2003-04,2004-02-29,NC State,14,North Carolina,12,0,64,71,-7
2162,1996-97,1997-02-22,Maryland,14,North Carolina,12,0,81,93,-12
2163,1981-82,1982-02-06,Arkansas,14,Texas,12,1,62,55,7
2164,1978-79,1979-02-24,Ohio State,14,Iowa,12,0,68,83,-15
2165,1968-69,1969-02-01,Purdue,14,Ohio State,12,1,95,85,10
2166,2011-12,2012-02-11,Nevada-Las Vegas,14,San Diego State,13,1,65,63,2
2167,2006-07,2007-01-09,Alabama,14,Louisiana State,13,1,71,61,10
2168,1983-84,1984-02-08,Wake Forest,14,Maryland,13,1,90,87,3
2169,1978-79,1979-02-15,Iowa,14,Purdue,13,1,75,72,3
2170,1973-74,1973-12-19,Arizona,14,Kansas State,13,1,74,72,2
2171,1972-73,1973-01-27,Providence,14,Jacksonville,13,1,87,84,3
2172,1957-58,1958-03-07,NC State,14,North Carolina,13,0,58,64,-6
2173,1954-55,1955-01-08,Iowa,14,Minnesota,13,0,80,81,-1
2174,1952-53,1953-01-05,Holy Cross,14,Notre Dame,13,0,71,73,-2
2175,2018-19,2019-03-05,Florida State,14,Virginia Tech,15,1,73,64,9
2176,2016-17,2016-11-30,Louisville,14,Purdue,15,1,71,64,7
2177,2015-16,2016-02-06,West Virginia,14,Baylor,15,1,80,69,11
2178,2010-11,2011-01-15,Texas A&M,14,Missouri,15,1,91,89,2
2179,1998-99,1999-01-23,Iowa,14,Wisconsin,15,0,52,72,-20
2180,1995-96,1996-02-17,Georgetown,14,Memphis,15,1,81,60,21
2181,1994-95,1995-02-11,Arizona State,14,Stanford,15,1,79,70,9
2182,1987-88,1988-01-24,Syracuse,14,Georgetown,15,0,68,69,-1
2183,1982-83,1983-02-12,Georgetown,14,Syracuse,15,1,80,75,5
2184,1982-83,1982-12-21,Louisville,14,NC State,15,1,57,52,5
2185,1949-50,1950-02-03,Western Kentucky,14,Louisville,15,1,84,62,22
2186,2000-01,2000-11-25,Notre Dame,14,Cincinnati,16,1,69,51,18
2187,1999-00,1999-11-19,Kentucky,14,Utah,16,1,56,48,8
2188,1994-95,1995-01-11,Wake Forest,14,Duke,16,1,74,64,10
2189,1993-94,1994-01-10,Connecticut,14,Syracuse,16,1,75,67,8
2190,1987-88,1988-01-13,Iowa State,14,Kansas,16,1,88,78,10
2191,1986-87,1987-01-10,Pittsburgh,14,Georgetown,16,0,70,82,-12
2192,1979-80,1980-01-03,Oregon State,14,UCLA,16,1,76,67,9
2193,1972-73,1972-12-02,Tennessee,14,South Carolina,16,1,55,45,10
2194,2020-21,2021-02-23,Texas,14,Kansas,17,1,75,72,3
