,Unnamed: 0,date,winner,loser,winnerRanking,loserRanking
71438,71438,"Dec 4, 2010",(10) Oklahoma,(13) Nebraska,10,13
71443,71443,"Dec 4, 2010",(12) Virginia Tech,(20) Florida State,12,20
71451,71451,"Dec 22, 2010",(10) Boise State,(20) Utah,10,20
71467,71467,"Dec 31, 2010",(23) Florida State,(19) South Carolina,23,19
71470,71470,"Jan 1, 2011",(15) Alabama,(7) Michigan State,15,7
71473,71473,"Jan 1, 2011",(9) Oklahoma,(25) Connecticut,9,25
71474,71474,"Jan 1, 2011",(3) Texas Christian,(4) Wisconsin,3,4
71476,71476,"Jan 3, 2011",(5) Stanford,(12) Virginia Tech,5,12
71477,71477,"Jan 4, 2011",(6) Ohio State,(8) Arkansas,6,8
71479,71479,"Jan 7, 2011",(11) Louisiana State,(18) Texas A&M,11,18
71482,71482,"Jan 10, 2011",(1) Auburn,(2) Oregon,1,2
71505,71505,"Sep 3, 2011",(5) Boise State,(19) Georgia,5,19
71522,71522,"Sep 3, 2011",(4) Louisiana State,(3) Oregon,4,3
71564,71564,"Sep 10, 2011",(3) Alabama,(23) Penn State,3,23
71626,71626,"Sep 15, 2011",(3) Louisiana State,(25) Mississippi State,3,25
71664,71664,"Sep 17, 2011",(1) Oklahoma,(5) Florida State,1,5
71694,71694,"Sep 24, 2011",(3) Alabama,(14) Arkansas,3,14
71703,71703,"Sep 24, 2011",(21) Clemson,(11) Florida State,21,11
71719,71719,"Sep 24, 2011",(2) Louisiana State,(16) West Virginia,2,16
71730,71730,"Sep 24, 2011",(7) Oklahoma State,(8) Texas A&M,7,8
71754,71754,"Oct 1, 2011",(3) Alabama,(12) Florida,3,12
71756,71756,"Oct 1, 2011",(18) Arkansas,(14) Texas A&M,18,14
71763,71763,"Oct 1, 2011",(13) Clemson,(11) Virginia Tech,13,11
71804,71804,"Oct 1, 2011",(7) Wisconsin,(8) Nebraska,7,8
71810,71810,"Oct 8, 2011",(10) Arkansas,(15) Auburn,10,15
71824,71824,"Oct 8, 2011",(1) Louisiana State,(17) Florida,1,17
71836,71836,"Oct 8, 2011",(3) Oklahoma,(11) Texas,3,11
71881,71881,"Oct 15, 2011",(23) Michigan State,(11) Michigan,23,11
71888,71888,"Oct 15, 2011",(6) Oklahoma State,(22) Texas,6,22
71889,71889,"Oct 15, 2011",(9) Oregon,(18) Arizona State,9,18
71896,71896,"Oct 15, 2011",(21) Texas A&M,(20) Baylor,21,20
71929,71929,"Oct 22, 2011",(1) Louisiana State,(19) Auburn,1,19
71933,71933,"Oct 22, 2011",(15) Michigan State,(4) Wisconsin,15,4
71948,71948,"Oct 22, 2011",(7) Stanford,(22) Washington,7,22
71989,71989,"Oct 29, 2011",(13) Nebraska,(9) Michigan State,13,9
71996,71996,"Oct 29, 2011",(11) Oklahoma,(10) Kansas State,11,10
72002,72002,"Oct 29, 2011",(4) Stanford,(20) Southern California,4,20
72021,72021,"Nov 5, 2011",(8) Arkansas,(10) South Carolina,8,10
72037,72037,"Nov 5, 2011",(1) Louisiana State,(2) Alabama,1,2
72049,72049,"Nov 5, 2011",(3) Oklahoma State,(17) Kansas State,3,17
72071,72071,"Nov 10, 2011",(10) Virginia Tech,(20) Georgia Tech,10,20
72086,72086,"Nov 12, 2011",(14) Georgia,(24) Auburn,14,24
72096,72096,"Nov 12, 2011",(19) Nebraska,(12) Penn State,19,12
72104,72104,"Nov 12, 2011",(6) Oregon,(3) Stanford,6,3
72137,72137,"Nov 19, 2011",(25) Baylor,(5) Oklahoma,25,5
72155,72155,"Nov 19, 2011",(20) Michigan,(17) Nebraska,20,17
72167,72167,"Nov 19, 2011",(18) Southern California,(4) Oregon,18,4
72191,72191,"Nov 25, 2011",(1) Louisiana State,(3) Arkansas,1,3
72209,72209,"Nov 26, 2011",(13) Georgia,(25) Georgia Tech,13,25
72226,72226,"Nov 26, 2011",(14) South Carolina,(18) Clemson,14,18
72230,72230,"Nov 26, 2011",(4) Stanford,(22) Notre Dame,4,22
72233,72233,"Nov 26, 2011",(6) Virginia Tech,(24) Virginia,6,24
72236,72236,"Nov 26, 2011",(15) Wisconsin,(20) Penn State,15,20
72245,72245,"Dec 3, 2011",(21) Clemson,(5) Virginia Tech,21,5
72247,72247,"Dec 3, 2011",(1) Louisiana State,(12) Georgia,1,12
72251,72251,"Dec 3, 2011",(3) Oklahoma State,(13) Oklahoma,3,13
72254,72254,"Dec 3, 2011",(24) Southern Mississippi,(7) Houston,24,7
72257,72257,"Dec 3, 2011",(15) Wisconsin,(11) Michigan State,15,11
72285,72285,"Jan 2, 2012",(20) Houston,(24) Penn State,20,24
72286,72286,"Jan 2, 2012",(12) Michigan State,(18) Georgia,12,18
72287,72287,"Jan 2, 2012",(3) Oklahoma State,(4) Stanford,3,4
72288,72288,"Jan 2, 2012",(6) Oregon,(9) Wisconsin,6,9
72289,72289,"Jan 2, 2012",(10) South Carolina,(21) Nebraska,10,21
72290,72290,"Jan 3, 2012",(13) Michigan,(17) Virginia Tech,13,17
72291,72291,"Jan 4, 2012",(23) West Virginia,(14) Clemson,23,14
72292,72292,"Jan 6, 2012",(7) Arkansas,(11) Kansas State,7,11
72295,72295,"Jan 9, 2012",(2) Alabama,(1) Louisiana State,2,1
72312,72312,"Aug 31, 2012",(13) Michigan State,(24) Boise State,13,24
72317,72317,"Sep 1, 2012",(2) Alabama,(8) Michigan,2,8
72460,72460,"Sep 15, 2012",(18) Florida,(23) Tennessee,18,23
72484,72484,"Sep 15, 2012",(20) Notre Dame,(10) Michigan State,20,10
72495,72495,"Sep 15, 2012",(21) Stanford,(2) Southern California,21,2
72523,72523,"Sep 22, 2012",(4) Florida State,(10) Clemson,4,10
72525,72525,"Sep 22, 2012",(15) Kansas State,(6) Oklahoma,15,6
72545,72545,"Sep 22, 2012",(11) Notre Dame,(18) Michigan,11,18
72548,72548,"Sep 22, 2012",(3) Oregon,(22) Arizona,3,22
72606,72606,"Sep 29, 2012",(14) Ohio State,(20) Michigan State,14,20
72624,72624,"Sep 29, 2012",(9) West Virginia,(25) Baylor,9,25
72640,72640,"Oct 6, 2012",(10) Florida,(4) Louisiana State,10,4
72663,72663,"Oct 6, 2012",(12) Ohio State,(21) Nebraska,12,21
72665,72665,"Oct 6, 2012",(2) Oregon,(23) Washington,2,23
72670,72670,"Oct 6, 2012",(6) South Carolina,(5) Georgia,6,5
72678,72678,"Oct 6, 2012",(8) West Virginia,(11) Texas,8,11
72702,72702,"Oct 13, 2012",(9) Louisiana State,(3) South Carolina,9,3
72715,72715,"Oct 13, 2012",(7) Notre Dame,(17) Stanford,7,17
72718,72718,"Oct 13, 2012",(13) Oklahoma,(15) Texas,13,15
72726,72726,"Oct 13, 2012",(22) Texas A&M,(23) Louisiana Tech,22,23
72751,72751,"Oct 20, 2012",(3) Florida,(9) South Carolina,3,9
72756,72756,"Oct 20, 2012",(4) Kansas State,(17) West Virginia,4,17
72758,72758,"Oct 20, 2012",(6) Louisiana State,(20) Texas A&M,6,20
72796,72796,"Oct 27, 2012",(1) Alabama,(13) Mississippi State,1,13
72809,72809,"Oct 27, 2012",(12) Georgia,(3) Florida,12,3
72813,72813,"Oct 27, 2012",(4) Kansas State,(15) Texas Tech,4,15
72828,72828,"Oct 27, 2012",(5) Notre Dame,(8) Oklahoma,5,8
72854,72854,"Nov 3, 2012",(1) Alabama,(5) Louisiana State,1,5
72886,72886,"Nov 3, 2012",(2) Oregon,(18) Southern California,2,18
72896,72896,"Nov 3, 2012",(16) Texas A&M,(17) Mississippi State,16,17
72898,72898,"Nov 3, 2012",(25) UCLA,(24) Arizona,25,24
72928,72928,"Nov 10, 2012",(9) Louisiana State,(22) Mississippi State,9,22
72949,72949,"Nov 10, 2012",(16) Stanford,(13) Oregon State,16,13
72952,72952,"Nov 10, 2012",(15) Texas A&M,(1) Alabama,15,1
73011,73011,"Nov 17, 2012",(14) Stanford,(1) Oregon,14,1
73018,73018,"Nov 17, 2012",(17) UCLA,(21) Southern California,17,21
73046,73046,"Nov 24, 2012",(6) Florida,(10) Florida State,6,10
73062,73062,"Nov 24, 2012",(4) Ohio State,(20) Michigan,4,20
73063,73063,"Nov 24, 2012",(14) Oklahoma,(22) Oklahoma State,14,22
73064,73064,"Nov 24, 2012",(5) Oregon,(16) Oregon State,5,16
73071,73071,"Nov 24, 2012",(13) South Carolina,(12) Clemson,13,12
73073,73073,"Nov 24, 2012",(11) Stanford,(15) UCLA,11,15
73082,73082,"Nov 30, 2012",(19) Northern Illinois,(18) Kent State,19,18
73083,73083,"Nov 30, 2012",(8) Stanford,(17) UCLA,8,17
73084,73084,"Dec 1, 2012",(2) Alabama,(3) Georgia,2,3
73091,73091,"Dec 1, 2012",(7) Kansas State,(23) Texas,7,23
73120,73120,"Dec 31, 2012",(14) Clemson,(9) Louisiana State,14,9
73124,73124,"Jan 1, 2013",(13) Florida State,(16) Northern Illinois,13,16
73125,73125,"Jan 1, 2013",(6) Georgia,(23) Nebraska,6,23
73128,73128,"Jan 1, 2013",(11) South Carolina,(19) Michigan,11,19
73130,73130,"Jan 2, 2013",(22) Louisville,(4) Florida,22,4
73131,73131,"Jan 3, 2013",(5) Oregon,(7) Kansas State,5,7
73132,73132,"Jan 4, 2013",(10) Texas A&M,(12) Oklahoma,10,12
73135,73135,"Jan 7, 2013",(2) Alabama,(1) Notre Dame,2,1
73169,73169,"Aug 31, 2013",(8) Clemson,(5) Georgia,8,5
73178,73178,"Aug 31, 2013",(12) Louisiana State,(20) Texas Christian,12,20
73231,73231,"Sep 7, 2013",(11) Georgia,(6) South Carolina,11,6
73246,73246,"Sep 7, 2013",(17) Michigan,(14) Notre Dame,17,14
73290,73290,"Sep 14, 2013",(1) Alabama,(6) Texas A&M,1,6
73340,73340,"Sep 14, 2013",(16) UCLA,(23) Nebraska,16,23
73387,73387,"Sep 21, 2013",(5) Stanford,(23) Arizona State,5,23
73409,73409,"Sep 28, 2013",(1) Alabama,(21) Mississippi,1,21
73423,73423,"Sep 28, 2013",(9) Georgia,(6) Louisiana State,9,6
73435,73435,"Sep 28, 2013",(4) Ohio State,(23) Wisconsin,4,23
73436,73436,"Sep 28, 2013",(14) Oklahoma,(22) Notre Dame,14,22
73472,73472,"Oct 5, 2013",(8) Florida State,(25) Maryland,8,25
73491,73491,"Oct 5, 2013",(4) Ohio State,(16) Northwestern,4,16
73500,73500,"Oct 5, 2013",(5) Stanford,(15) Washington,5,15
73527,73527,"Oct 12, 2013",(10) Louisiana State,(17) Florida,10,17
73534,73534,"Oct 12, 2013",(25) Missouri,(7) Georgia,25,7
73539,73539,"Oct 12, 2013",(2) Oregon,(16) Washington,2,16
73566,73566,"Oct 19, 2013",(24) Auburn,(7) Texas A&M,24,7
73577,73577,"Oct 19, 2013",(5) Florida State,(3) Clemson,5,3
73584,73584,"Oct 19, 2013",(14) Missouri,(22) Florida,14,22
73598,73598,"Oct 19, 2013",(13) Stanford,(9) UCLA,13,9
73645,73645,"Oct 26, 2013",(17) Oklahoma,(10) Texas Tech,17,10
73647,73647,"Oct 26, 2013",(2) Oregon,(12) UCLA,2,12
73650,73650,"Oct 26, 2013",(20) South Carolina,(5) Missouri,20,5
73679,73679,"Nov 2, 2013",(3) Florida State,(7) Miami (FL),3,7
73687,73687,"Nov 2, 2013",(24) Michigan State,(23) Michigan,24,23
73696,73696,"Nov 2, 2013",(18) Oklahoma State,(15) Texas Tech,18,15
73716,73716,"Nov 7, 2013",(5) Baylor,(12) Oklahoma,5,12
73718,73718,"Nov 7, 2013",(6) Stanford,(2) Oregon,6,2
73721,73721,"Nov 9, 2013",(1) Alabama,(10) Louisiana State,1,10
73777,73777,"Nov 16, 2013",(7) Auburn,(25) Georgia,7,25
73805,73805,"Nov 16, 2013",(12) Oklahoma State,(23) Texas,12,23
73826,73826,"Nov 23, 2013",(19) Arizona State,(14) UCLA,19,14
73845,73845,"Nov 23, 2013",(18) Louisiana State,(9) Texas A&M,18,9
73852,73852,"Nov 23, 2013",(8) Missouri,(24) Mississippi,8,24
73858,73858,"Nov 23, 2013",(11) Oklahoma State,(3) Baylor,11,3
73896,73896,"Nov 30, 2013",(4) Auburn,(1) Alabama,4,1
73913,73913,"Nov 30, 2013",(5) Missouri,(19) Texas A&M,5,19
73922,73922,"Nov 30, 2013",(10) South Carolina,(6) Clemson,10,6
73924,73924,"Nov 30, 2013",(8) Stanford,(25) Notre Dame,8,25
73929,73929,"Nov 30, 2013",(22) UCLA,(23) Southern California,22,23
73937,73937,"Dec 7, 2013",(3) Auburn,(5) Missouri,3,5
73938,73938,"Dec 7, 2013",(9) Baylor,(23) Texas,9,23
73941,73941,"Dec 7, 2013",(1) Florida State,(20) Duke,1,20
73943,73943,"Dec 7, 2013",(10) Michigan State,(2) Ohio State,10,2
73944,73944,"Dec 7, 2013",(18) Oklahoma,(6) Oklahoma State,18,6
73948,73948,"Dec 7, 2013",(7) Stanford,(11) Arizona State,7,11
73971,73971,"Dec 31, 2013",(20) Texas A&M,(22) Duke,20,22
73973,73973,"Jan 1, 2014",(15) Central Florida,(6) Baylor,15,6
73975,73975,"Jan 1, 2014",(4) Michigan State,(5) Stanford,4,5
73978,73978,"Jan 1, 2014",(8) South Carolina,(19) Wisconsin,8,19
73979,73979,"Jan 2, 2014",(11) Oklahoma,(3) Alabama,11,3
73980,73980,"Jan 3, 2014",(12) Clemson,(7) Ohio State,12,7
73981,73981,"Jan 3, 2014",(9) Missouri,(13) Oklahoma State,9,13
73984,73984,"Jan 6, 2014",(1) Florida State,(2) Auburn,1,2
73997,73997,"Aug 28, 2014",(21) Texas A&M,(9) South Carolina,21,9
74021,74021,"Aug 30, 2014",(12) Georgia,(16) Clemson,12,16
74029,74029,"Aug 30, 2014",(13) Louisiana State,(14) Wisconsin,13,14
74122,74122,"Sep 6, 2014",(3) Oregon,(7) Michigan State,3,7
74128,74128,"Sep 6, 2014",(14) Southern California,(13) Stanford,14,13
74186,74186,"Sep 13, 2014",(24) South Carolina,(6) Georgia,24,6
74201,74201,"Sep 18, 2014",(5) Auburn,(20) Kansas State,5,20
74216,74216,"Sep 20, 2014",(1) Florida State,(22) Clemson,1,22
74260,74260,"Sep 25, 2014",(11) UCLA,(15) Arizona State,11,15
74324,74324,"Oct 4, 2014",(5) Auburn,(15) Louisiana State,5,15
74346,74346,"Oct 4, 2014",(10) Michigan State,(19) Nebraska,10,19
74348,74348,"Oct 4, 2014",(11) Mississippi,(3) Alabama,11,3
74349,74349,"Oct 4, 2014",(12) Mississippi State,(6) Texas A&M,12,6
74353,74353,"Oct 4, 2014",(9) Notre Dame,(14) Stanford,9,14
74362,74362,"Oct 4, 2014",(25) Texas Christian,(4) Oklahoma,25,4
74377,74377,"Oct 11, 2014",(5) Baylor,(9) Texas Christian,5,9
74387,74387,"Oct 11, 2014",(13) Georgia,(23) Missouri,13,23
74402,74402,"Oct 11, 2014",(3) Mississippi,(14) Texas A&M,3,14
74403,74403,"Oct 11, 2014",(3) Mississippi State,(2) Auburn,3,2
74408,74408,"Oct 11, 2014",(12) Oregon,(18) UCLA,12,18
74429,74429,"Oct 18, 2014",(7) Alabama,(21) Texas A&M,7,21
74431,74431,"Oct 18, 2014",(17) Arizona State,(23) Stanford,17,23
74439,74439,"Oct 18, 2014",(2) Florida State,(5) Notre Dame,2,5
74442,74442,"Oct 18, 2014",(14) Kansas State,(11) Oklahoma,14,11
74471,74471,"Oct 18, 2014",(12) Texas Christian,(15) Oklahoma State,12,15
74498,74498,"Oct 25, 2014",(24) Louisiana State,(3) Mississippi,24,3
74519,74519,"Oct 25, 2014",(19) Utah,(20) Southern California,19,20
74532,74532,"Nov 1, 2014",(15) Arizona State,(18) Utah,15,18
74534,74534,"Nov 1, 2014",(4) Auburn,(7) Mississippi,4,7
74569,74569,"Nov 1, 2014",(10) Texas Christian,(20) West Virginia,10,20
74572,74572,"Nov 1, 2014",(25) UCLA,(14) Arizona,25,14
74587,74587,"Nov 8, 2014",(4) Alabama,(14) Louisiana State,4,14
74590,74590,"Nov 8, 2014",(11) Arizona State,(8) Notre Dame,11,8
74593,74593,"Nov 8, 2014",(10) Baylor,(16) Oklahoma,10,16
74613,74613,"Nov 8, 2014",(13) Ohio State,(7) Michigan State,13,7
74615,74615,"Nov 8, 2014",(5) Oregon,(20) Utah,5,20
74621,74621,"Nov 8, 2014",(6) Texas Christian,(9) Kansas State,6,9
74638,74638,"Nov 15, 2014",(4) Alabama,(1) Mississippi State,4,1
74647,74647,"Nov 15, 2014",(16) Georgia,(9) Auburn,16,9
74648,74648,"Nov 15, 2014",(24) Georgia Tech,(18) Clemson,24,18
74678,74678,"Nov 15, 2014",(22) Wisconsin,(11) Nebraska,22,11
74690,74690,"Nov 22, 2014",(15) Arizona,(20) Utah,15,20
74731,74731,"Nov 22, 2014",(11) UCLA,(24) Southern California,11,24
74742,74742,"Nov 28, 2014",(12) Arizona,(13) Arizona State,12,13
74757,74757,"Nov 29, 2014",(2) Alabama,(15) Auburn,2,15
74771,74771,"Nov 29, 2014",(16) Georgia Tech,(8) Georgia,16,8
74780,74780,"Nov 29, 2014",(18) Mississippi,(4) Mississippi State,18,4
74798,74798,"Nov 29, 2014",(14) Wisconsin,(22) Minnesota,14,22
74801,74801,"Dec 5, 2014",(3) Oregon,(8) Arizona,3,8
74802,74802,"Dec 6, 2014",(1) Alabama,(14) Missouri,1,14
74803,74803,"Dec 6, 2014",(5) Baylor,(9) Kansas State,5,9
74806,74806,"Dec 6, 2014",(2) Florida State,(12) Georgia Tech,2,12
74808,74808,"Dec 6, 2014",(6) Ohio State,(11) Wisconsin,6,11
74830,74830,"Dec 27, 2014",(24) Southern California,(25) Nebraska,24,25
74835,74835,"Dec 30, 2014",(13) Georgia,(20) Louisville,13,20
74838,74838,"Dec 31, 2014",(21) Boise State,(12) Arizona,21,12
74839,74839,"Dec 31, 2014",(10) Georgia Tech,(8) Mississippi State,10,8
74840,74840,"Dec 31, 2014",(6) Texas Christian,(9) Mississippi,6,9
74841,74841,"Jan 1, 2015",(7) Michigan State,(4) Baylor,7,4
74843,74843,"Jan 1, 2015",(5) Ohio State,(1) Alabama,5,1
74844,74844,"Jan 1, 2015",(3) Oregon,(2) Florida State,3,2
74845,74845,"Jan 1, 2015",(17) Wisconsin,(19) Auburn,17,19
74849,74849,"Jan 2, 2015",(14) UCLA,(11) Kansas State,14,11
74852,74852,"Jan 12, 2015",(5) Ohio State,(3) Oregon,5,3
74879,74879,"Sep 5, 2015",(3) Alabama,(20) Wisconsin,3,20
74973,74973,"Sep 12, 2015",(14) Louisiana State,(25) Mississippi State,14,25
74977,74977,"Sep 12, 2015",(5) Michigan State,(7) Oregon,5,7
74989,74989,"Sep 12, 2015",(19) Oklahoma,(23) Tennessee,19,23
75037,75037,"Sep 19, 2015",(13) Louisiana State,(18) Auburn,13,18
75046,75046,"Sep 19, 2015",(15) Mississippi,(2) Alabama,15,2
75053,75053,"Sep 19, 2015",(8) Notre Dame,(14) Georgia Tech,8,14
75074,75074,"Sep 19, 2015",(10) UCLA,(19) Brigham Young,10,19
75138,75138,"Sep 26, 2015",(9) UCLA,(16) Arizona,9,16
75139,75139,"Sep 26, 2015",(18) Utah,(13) Oregon,18,13
75147,75147,"Oct 3, 2015",(13) Alabama,(8) Georgia,13,8
75158,75158,"Oct 3, 2015",(12) Clemson,(6) Notre Dame,12,6
75161,75161,"Oct 3, 2015",(25) Florida,(3) Mississippi,25,3
75186,75186,"Oct 3, 2015",(15) Oklahoma,(23) West Virginia,15,23
75195,75195,"Oct 3, 2015",(14) Texas A&M,(21) Mississippi State,14,21
75227,75227,"Oct 10, 2015",(18) Michigan,(13) Northwestern,18,13
75252,75252,"Oct 10, 2015",(5) Utah,(23) California,5,23
75261,75261,"Oct 15, 2015",(15) Stanford,(18) UCLA,15,18
75267,75267,"Oct 17, 2015",(10) Alabama,(9) Texas A&M,10,9
75282,75282,"Oct 17, 2015",(17) Iowa,(20) Northwestern,17,20
75284,75284,"Oct 17, 2015",(6) Louisiana State,(8) Florida,6,8
75288,75288,"Oct 17, 2015",(7) Michigan State,(12) Michigan,7,12
75344,75344,"Oct 24, 2015",(24) Mississippi,(15) Texas A&M,24,15
75406,75406,"Oct 31, 2015",(9) Notre Dame,(21) Temple,9,21
75438,75438,"Nov 7, 2015",(7) Alabama,(4) Louisiana State,7,4
75441,75441,"Nov 7, 2015",(3) Clemson,(17) Florida State,3,17
75468,75468,"Nov 7, 2015",(12) Oklahoma State,(5) Texas Christian,12,5
75494,75494,"Nov 14, 2015",(3) Alabama,(20) Mississippi State,3,20
75510,75510,"Nov 14, 2015",(16) Houston,(25) Memphis,16,25
75527,75527,"Nov 14, 2015",(12) Oklahoma,(4) Baylor,12,4
75556,75556,"Nov 21, 2015",(10) Baylor,(4) Oklahoma State,10,4
75574,75574,"Nov 21, 2015",(9) Michigan State,(2) Ohio State,9,2
75577,75577,"Nov 21, 2015",(25) Mississippi,(17) Louisiana State,25,17
75583,75583,"Nov 21, 2015",(20) Northwestern,(21) Wisconsin,20,21
75585,75585,"Nov 21, 2015",(7) Oklahoma,(11) Texas Christian,7,11
75586,75586,"Nov 21, 2015",(23) Oregon,(22) Southern California,23,22
75614,75614,"Nov 27, 2015",(21) Houston,(16) Navy,21,16
75619,75619,"Nov 27, 2015",(15) Texas Christian,(7) Baylor,15,7
75634,75634,"Nov 28, 2015",(14) Florida State,(10) Florida,14,10
75647,75647,"Nov 28, 2015",(19) Mississippi,(23) Mississippi State,19,23
75651,75651,"Nov 28, 2015",(8) Ohio State,(12) Michigan,8,12
75652,75652,"Nov 28, 2015",(5) Oklahoma,(9) Oklahoma State,5,9
75657,75657,"Nov 28, 2015",(13) Stanford,(4) Notre Dame,13,4
75668,75668,"Dec 5, 2015",(2) Alabama,(18) Florida,2,18
75671,75671,"Dec 5, 2015",(1) Clemson,(8) North Carolina,1,8
75673,75673,"Dec 5, 2015",(17) Houston,(20) Temple,17,20
75676,75676,"Dec 5, 2015",(5) Michigan State,(4) Iowa,5,4
75678,75678,"Dec 5, 2015",(7) Stanford,(24) Southern California,7,24
75703,75703,"Dec 29, 2015",(18) Baylor,(10) North Carolina,18,10
75711,75711,"Dec 31, 2015",(2) Alabama,(3) Michigan State,2,3
75712,75712,"Dec 31, 2015",(1) Clemson,(4) Oklahoma,1,4
75713,75713,"Dec 31, 2015",(14) Houston,(9) Florida State,14,9
75714,75714,"Jan 1, 2016",(17) Michigan,(19) Florida,17,19
75715,75715,"Jan 1, 2016",(16) Mississippi,(13) Oklahoma State,16,13
75716,75716,"Jan 1, 2016",(7) Ohio State,(8) Notre Dame,7,8
75717,75717,"Jan 1, 2016",(5) Stanford,(6) Iowa,5,6
75721,75721,"Jan 2, 2016",(11) Texas Christian,(15) Oregon,11,15
75723,75723,"Jan 11, 2016",(2) Alabama,(1) Clemson,2,1
75754,75754,"Sep 3, 2016",(1) Alabama,(20) Southern California,1,20
75766,75766,"Sep 3, 2016",(18) Georgia,(22) North Carolina,18,22
75769,75769,"Sep 3, 2016",(15) Houston,(3) Oklahoma,15,3
75810,75810,"Sep 5, 2016",(4) Florida State,(11) Mississippi,4,11
75891,75891,"Sep 17, 2016",(1) Alabama,(19) Mississippi,1,19
75911,75911,"Sep 17, 2016",(10) Louisville,(2) Florida State,10,2
75917,75917,"Sep 17, 2016",(12) Michigan State,(18) Notre Dame,12,18
75926,75926,"Sep 17, 2016",(3) Ohio State,(14) Oklahoma,3,14
75984,75984,"Sep 24, 2016",(23) Mississippi,(12) Georgia,23,12
75998,75998,"Sep 24, 2016",(14) Tennessee,(19) Florida,14,19
75999,75999,"Sep 24, 2016",(10) Texas A&M,(17) Arkansas,10,17
76011,76011,"Sep 24, 2016",(11) Wisconsin,(8) Michigan State,11,8
76015,76015,"Sep 30, 2016",(10) Washington,(7) Stanford,10,7
76027,76027,"Oct 1, 2016",(5) Clemson,(3) Louisville,5,3
76038,76038,"Oct 1, 2016",(4) Michigan,(8) Wisconsin,4,8
76062,76062,"Oct 1, 2016",(11) Tennessee,(25) Georgia,11,25
76082,76082,"Oct 8, 2016",(1) Alabama,(16) Arkansas,1,16
76091,76091,"Oct 8, 2016",(23) Florida State,(10) Miami (FL),23,10
76115,76115,"Oct 8, 2016",(8) Texas A&M,(9) Tennessee,8,9
76120,76120,"Oct 8, 2016",(25) Virginia Tech,(17) North Carolina,25,17
76133,76133,"Oct 15, 2016",(1) Alabama,(9) Tennessee,1,9
76134,76134,"Oct 15, 2016",(22) Arkansas,(12) Mississippi,22,12
76163,76163,"Oct 15, 2016",(2) Ohio State,(8) Wisconsin,2,8
76189,76189,"Oct 22, 2016",(1) Alabama,(6) Texas A&M,1,6
76191,76191,"Oct 22, 2016",(21) Auburn,(17) Arkansas,21,17
76203,76203,"Oct 22, 2016",(25) Louisiana State,(23) Mississippi,25,23
76251,76251,"Oct 29, 2016",(3) Clemson,(12) Florida State,3,12
76288,76288,"Oct 29, 2016",(4) Washington,(17) Utah,4,17
76291,76291,"Oct 29, 2016",(11) Wisconsin,(7) Nebraska,11,7
76304,76304,"Nov 5, 2016",(1) Alabama,(15) Louisiana State,1,15
76331,76331,"Nov 5, 2016",(6) Ohio State,(9) Nebraska,6,9
76395,76395,"Nov 12, 2016",(9) Oklahoma,(25) Baylor,9,25
76430,76430,"Nov 19, 2016",(12) Colorado,(20) Washington State,12,20
76432,76432,"Nov 19, 2016",(21) Florida,(16) Louisiana State,21,16
76455,76455,"Nov 19, 2016",(8) Oklahoma,(10) West Virginia,8,10
76481,76481,"Nov 24, 2016",(25) Louisiana State,(22) Texas A&M,25,22
76494,76494,"Nov 25, 2016",(6) Washington,(23) Washington State,6,23
76496,76496,"Nov 26, 2016",(1) Alabama,(16) Auburn,1,16
76502,76502,"Nov 26, 2016",(9) Colorado,(21) Utah,9,21
76504,76504,"Nov 26, 2016",(15) Florida State,(13) Florida,15,13
76520,76520,"Nov 26, 2016",(2) Ohio State,(3) Michigan,2,3
76539,76539,"Dec 2, 2016",(4) Washington,(9) Colorado,4,9
76541,76541,"Dec 3, 2016",(1) Alabama,(15) Florida,1,15
76543,76543,"Dec 3, 2016",(3) Clemson,(19) Virginia Tech,3,19
76548,76548,"Dec 3, 2016",(7) Oklahoma,(11) Oklahoma State,7,11
76549,76549,"Dec 3, 2016",(8) Penn State,(6) Wisconsin,8,6
76580,76580,"Dec 29, 2016",(13) Oklahoma State,(11) Colorado,13,11
76584,76584,"Dec 30, 2016",(10) Florida State,(6) Michigan,10,6
76588,76588,"Dec 31, 2016",(1) Alabama,(4) Washington,1,4
76589,76589,"Dec 31, 2016",(3) Clemson,(2) Ohio State,3,2
76591,76591,"Dec 31, 2016",(19) Louisiana State,(15) Louisville,19,15
76592,76592,"Jan 2, 2017",(20) Florida,(21) Iowa,20,21
76593,76593,"Jan 2, 2017",(7) Oklahoma,(17) Auburn,7,17
76594,76594,"Jan 2, 2017",(9) Southern California,(5) Penn State,9,5
76595,76595,"Jan 2, 2017",(8) Wisconsin,(12) Western Michigan,8,12
76596,76596,"Jan 9, 2017",(3) Clemson,(1) Alabama,3,1
76626,76626,"Sep 2, 2017",(1) Alabama,(3) Florida State,1,3
76654,76654,"Sep 2, 2017",(11) Michigan,(17) Florida,11,17
76686,76686,"Sep 3, 2017",(21) Virginia Tech,(22) West Virginia,21,22
76699,76699,"Sep 9, 2017",(3) Clemson,(13) Auburn,3,13
76704,76704,"Sep 9, 2017",(15) Georgia,(24) Notre Dame,15,24
76729,76729,"Sep 9, 2017",(5) Oklahoma,(2) Ohio State,5,2
76737,76737,"Sep 9, 2017",(6) Southern California,(14) Stanford,6,14
76772,76772,"Sep 16, 2017",(3) Clemson,(14) Louisville,3,14
