,Unnamed: 0,date,winner,loser,winnerRanking,loserRanking
52652,52652,"Jan 2, 1984",(5) Miami (FL),(1) Nebraska,5,1
52653,52653,"Jan 2, 1984",(14) Ohio State,(15) Pittsburgh,14,15
52655,52655,"Aug 27, 1984",(10) Miami (FL),(1) Auburn,10,1
52671,52671,"Sep 1, 1984",(10) Miami (FL),(17) Florida,10,17
52687,52687,"Sep 8, 1984",(18) Boston College,(9) Alabama,18,9
52704,52704,"Sep 8, 1984",(14) Michigan,(1) Miami (FL),14,1
52765,52765,"Sep 15, 1984",(15) Oklahoma,(17) Pittsburgh,15,17
52768,52768,"Sep 15, 1984",(12) Penn State,(5) Iowa,12,5
52776,52776,"Sep 15, 1984",(4) Texas,(11) Auburn,4,11
52783,52783,"Sep 15, 1984",(16) Washington,(3) Michigan,16,3
52802,52802,"Sep 22, 1984",(15) Florida State,(4) Miami (FL),15,4
52804,52804,"Sep 22, 1984",(20) Georgia,(2) Clemson,20,2
52816,52816,"Sep 22, 1984",(1) Nebraska,(8) UCLA,1,8
52823,52823,"Sep 22, 1984",(5) Ohio State,(14) Iowa,5,14
52862,52862,"Sep 29, 1984",(18) Georgia Tech,(13) Clemson,18,13
52891,52891,"Sep 29, 1984",(2) Texas,(4) Penn State,2,4
52927,52927,"Oct 6, 1984",(14) Miami (FL),(16) Notre Dame,14,16
52933,52933,"Oct 6, 1984",(8) Nebraska,(9) Oklahoma State,8,9
52961,52961,"Oct 13, 1984",(16) Auburn,(9) Florida State,16,9
52999,52999,"Oct 13, 1984",(1) Texas,(3) Oklahoma,1,3
53038,53038,"Oct 20, 1984",(10) Louisiana State,(16) Kentucky,10,16
53067,53067,"Oct 20, 1984",(20) West Virginia,(4) Boston College,20,4
53104,53104,"Oct 27, 1984",(3) Texas,(14) Southern Methodist,3,14
53116,53116,"Oct 27, 1984",(18) West Virginia,(19) Penn State,18,19
53133,53133,"Nov 3, 1984",(13) Florida,(11) Auburn,13,11
53187,53187,"Nov 10, 1984",(10) Florida,(8) Georgia,10,8
53210,53210,"Nov 10, 1984",(5) South Carolina,(11) Florida State,5,11
53211,53211,"Nov 10, 1984",(14) Southern California,(1) Washington,14,1
53233,53233,"Nov 17, 1984",(18) Auburn,(15) Georgia,18,15
53258,53258,"Nov 17, 1984",(6) Oklahoma,(1) Nebraska,6,1
53270,53270,"Nov 17, 1984",(10) Texas,(12) Texas Christian,10,12
53281,53281,"Nov 23, 1984",(10) Boston College,(12) Miami (FL),10,12
53296,53296,"Nov 24, 1984",(2) Oklahoma,(3) Oklahoma State,2,3
53305,53305,"Dec 1, 1984",(3) Florida,(12) Florida State,3,12
53321,53321,"Dec 28, 1984",(9) Oklahoma State,(7) South Carolina,9,7
53323,53323,"Dec 29, 1984",(10) Southern Methodist,(17) Notre Dame,10,17
53327,53327,"Jan 1, 1985",(5) Nebraska,(11) Louisiana State,5,11
53328,53328,"Jan 1, 1985",(18) Southern California,(6) Ohio State,18,6
53329,53329,"Jan 1, 1985",(14) UCLA,(13) Miami (FL),14,13
53330,53330,"Jan 1, 1985",(4) Washington,(2) Oklahoma,4,2
53357,53357,"Sep 7, 1985",(17) Florida State,(10) Nebraska,17,10
53367,53367,"Sep 7, 1985",(16) Oklahoma State,(12) Washington,16,12
53370,53370,"Sep 7, 1985",(19) Penn State,(7) Maryland,19,7
53374,53374,"Sep 7, 1985",(6) Southern California,(11) Illinois,6,11
53379,53379,"Sep 7, 1985",(20) UCLA,(8) Brigham Young,20,8
53472,53472,"Sep 21, 1985",(19) Michigan,(15) South Carolina,19,15
53476,53476,"Sep 21, 1985",(18) Nebraska,(20) Illinois,18,20
53524,53524,"Sep 28, 1985",(12) Michigan,(17) Maryland,12,17
53570,53570,"Oct 5, 1985",(11) Florida,(8) Louisiana State,11,8
53611,53611,"Oct 12, 1985",(12) Auburn,(4) Florida State,12,4
53613,53613,"Oct 12, 1985",(19) Baylor,(16) Southern Methodist,19,16
53623,53623,"Oct 12, 1985",(7) Florida,(14) Tennessee,7,14
53639,53639,"Oct 12, 1985",(9) Nebraska,(5) Oklahoma State,9,5
53644,53644,"Oct 12, 1985",(2) Oklahoma,(17) Texas,2,17
53645,53645,"Oct 12, 1985",(8) Penn State,(10) Alabama,8,10
53678,53678,"Oct 19, 1985",(1) Iowa,(2) Michigan,1,2
53705,53705,"Oct 19, 1985",(20) Tennessee,(15) Alabama,20,15
53748,53748,"Oct 26, 1985",(9) Ohio State,(20) Minnesota,9,20
53778,53778,"Nov 2, 1985",(2) Florida,(6) Auburn,2,6
53790,53790,"Nov 2, 1985",(11) Miami (FL),(10) Florida State,11,10
53801,53801,"Nov 2, 1985",(8) Ohio State,(1) Iowa,8,1
53823,53823,"Nov 9, 1985",(20) Alabama,(15) Louisiana State,20,15
53825,53825,"Nov 9, 1985",(12) Arkansas,(11) Baylor,12,11
53836,53836,"Nov 9, 1985",(17) Georgia,(1) Florida,17,1
53878,53878,"Nov 16, 1985",(14) Auburn,(12) Georgia,14,12
53881,53881,"Nov 16, 1985",(16) Brigham Young,(4) Air Force,16,4
53947,53947,"Nov 23, 1985",(6) Michigan,(12) Ohio State,6,12
53950,53950,"Nov 23, 1985",(5) Oklahoma,(2) Nebraska,5,2
53967,53967,"Nov 28, 1985",(15) Texas A&M,(18) Texas,15,18
53971,53971,"Nov 30, 1985",(6) Florida,(12) Florida State,6,12
53976,53976,"Nov 30, 1985",(3) Oklahoma,(17) Oklahoma State,3,17
53993,53993,"Dec 28, 1985",(17) Ohio State,(9) Brigham Young,17,9
53994,53994,"Dec 30, 1985",(18) Florida State,(19) Oklahoma State,18,19
53999,53999,"Jan 1, 1986",(5) Michigan,(7) Nebraska,5,7
54000,54000,"Jan 1, 1986",(3) Oklahoma,(1) Penn State,3,1
54001,54001,"Jan 1, 1986",(8) Tennessee,(2) Miami (FL),8,2
54002,54002,"Jan 1, 1986",(11) Texas A&M,(16) Auburn,11,16
54003,54003,"Jan 1, 1986",(13) UCLA,(4) Iowa,13,4
54004,54004,"Aug 27, 1986",(5) Alabama,(9) Ohio State,5,9
54031,54031,"Sep 6, 1986",(3) Miami (FL),(13) Florida,3,13
54035,54035,"Sep 6, 1986",(8) Nebraska,(11) Florida State,8,11
54039,54039,"Sep 6, 1986",(1) Oklahoma,(4) UCLA,1,4
54076,54076,"Sep 13, 1986",(14) Louisiana State,(7) Texas A&M,14,7
54105,54105,"Sep 13, 1986",(17) Washington,(10) Ohio State,17,10
54109,54109,"Sep 20, 1986",(4) Alabama,(13) Florida,4,13
54161,54161,"Sep 20, 1986",(7) Washington,(11) Brigham Young,7,11
54182,54182,"Sep 27, 1986",(2) Miami (FL),(1) Oklahoma,2,1
54184,54184,"Sep 27, 1986",(5) Michigan,(20) Florida State,5,20
54202,54202,"Sep 27, 1986",(12) Southern California,(6) Washington,12,6
54217,54217,"Oct 4, 1986",(16) Arizona State,(15) UCLA,16,15
54230,54230,"Oct 4, 1986",(11) Iowa,(17) Michigan State,11,17
54309,54309,"Oct 11, 1986",(12) Washington,(18) Stanford,12,18
54315,54315,"Oct 18, 1986",(10) Arizona State,(15) Southern California,10,15
54336,54336,"Oct 18, 1986",(4) Michigan,(8) Iowa,4,8
54356,54356,"Oct 18, 1986",(11) Texas A&M,(20) Baylor,11,20
54369,54369,"Oct 25, 1986",(7) Auburn,(13) Mississippi State,7,13
54394,54394,"Oct 25, 1986",(20) North Carolina State,(16) Clemson,20,16
54399,54399,"Oct 25, 1986",(6) Penn State,(2) Alabama,6,2
54415,54415,"Nov 1, 1986",(8) Alabama,(19) Mississippi State,8,19
54416,54416,"Nov 1, 1986",(7) Arizona State,(6) Washington,7,6
54433,54433,"Nov 1, 1986",(1) Miami (FL),(20) Florida State,1,20
54444,54444,"Nov 1, 1986",(17) Ohio State,(11) Iowa,17,11
54452,54452,"Nov 1, 1986",(18) Southern California,(14) Arizona,18,14
54487,54487,"Nov 8, 1986",(18) Louisiana State,(6) Alabama,18,6
54518,54518,"Nov 15, 1986",(17) Arkansas,(7) Texas A&M,17,7
54561,54561,"Nov 15, 1986",(19) UCLA,(10) Washington,19,10
54566,54566,"Nov 22, 1986",(14) Arizona,(4) Arizona State,14,4
54577,54577,"Nov 22, 1986",(6) Michigan,(7) Ohio State,6,7
54586,54586,"Nov 22, 1986",(3) Oklahoma,(5) Nebraska,3,5
54601,54601,"Nov 22, 1986",(18) UCLA,(10) Southern California,18,10
54607,54607,"Nov 29, 1986",(14) Auburn,(7) Alabama,14,7
54626,54626,"Dec 25, 1986",(13) Alabama,(12) Washington,13,12
54635,54635,"Jan 1, 1987",(7) Arizona State,(4) Michigan,7,4
54637,54637,"Jan 1, 1987",(6) Nebraska,(5) Louisiana State,6,5
54638,54638,"Jan 1, 1987",(11) Ohio State,(8) Texas A&M,11,8
54639,54639,"Jan 1, 1987",(3) Oklahoma,(9) Arkansas,3,9
54640,54640,"Jan 2, 1987",(2) Penn State,(1) Miami (FL),2,1
54641,54641,"Aug 30, 1987",(17) Tennessee,(16) Iowa,17,16
54657,54657,"Sep 5, 1987",(6) Louisiana State,(15) Texas A&M,6,15
54660,54660,"Sep 5, 1987",(10) Miami (FL),(20) Florida,10,20
54685,54685,"Sep 12, 1987",(19) Alabama,(11) Penn State,19,11
54714,54714,"Sep 12, 1987",(2) Nebraska,(3) UCLA,2,3
54716,54716,"Sep 12, 1987",(16) Notre Dame,(9) Michigan,16,9
54748,54748,"Sep 19, 1987",(8) Clemson,(18) Georgia,8,18
54768,54768,"Sep 19, 1987",(9) Notre Dame,(17) Michigan State,9,17
54790,54790,"Sep 26, 1987",(3) Auburn,(11) Tennessee,3,11
54807,54807,"Sep 26, 1987",(5) Miami (FL),(10) Arkansas,5,10
54810,54810,"Sep 26, 1987",(2) Nebraska,(12) Arizona State,2,12
54815,54815,"Sep 26, 1987",(7) Ohio State,(4) Louisiana State,7,4
54858,54858,"Oct 3, 1987",(7) Louisiana State,(19) Florida,7,19
54859,54859,"Oct 3, 1987",(3) Miami (FL),(4) Florida State,3,4
54912,54912,"Oct 10, 1987",(7) Louisiana State,(16) Georgia,7,16
54972,54972,"Oct 17, 1987",(2) Nebraska,(12) Oklahoma State,2,12
54984,54984,"Oct 17, 1987",(13) Syracuse,(10) Penn State,13,10
54990,54990,"Oct 17, 1987",(9) UCLA,(16) Oregon,9,16
55004,55004,"Oct 24, 1987",(15) Indiana,(20) Michigan,15,20
55047,55047,"Oct 31, 1987",(6) Auburn,(10) Florida,6,10
55069,55069,"Oct 31, 1987",(20) Michigan State,(15) Ohio State,20,15
55095,55095,"Nov 7, 1987",(13) Alabama,(5) Louisiana State,13,5
55105,55105,"Nov 7, 1987",(4) Florida State,(6) Auburn,4,6
55107,55107,"Nov 7, 1987",(10) Georgia,(17) Florida,10,17
55124,55124,"Nov 7, 1987",(1) Oklahoma,(12) Oklahoma State,1,12
55147,55147,"Nov 14, 1987",(12) Auburn,(8) Georgia,12,8
55165,55165,"Nov 14, 1987",(13) Michigan State,(16) Indiana,13,16
55170,55170,"Nov 14, 1987",(7) Notre Dame,(11) Alabama,7,11
55186,55186,"Nov 14, 1987",(19) Texas A&M,(20) Arkansas,19,20
55214,55214,"Nov 21, 1987",(2) Oklahoma,(1) Nebraska,2,1
55221,55221,"Nov 21, 1987",(12) South Carolina,(8) Clemson,12,8
55239,55239,"Nov 27, 1987",(7) Auburn,(18) Alabama,7,18
55246,55246,"Nov 28, 1987",(2) Miami (FL),(10) Notre Dame,2,10
55255,55255,"Dec 5, 1987",(2) Miami (FL),(8) South Carolina,2,8
55264,55264,"Dec 31, 1987",(7) Louisiana State,(9) South Carolina,7,9
55266,55266,"Jan 1, 1988",(14) Clemson,(20) Penn State,14,20
55267,55267,"Jan 1, 1988",(3) Florida State,(5) Nebraska,3,5
55268,55268,"Jan 1, 1988",(2) Miami (FL),(1) Oklahoma,2,1
55269,55269,"Jan 1, 1988",(8) Michigan State,(16) Southern California,8,16
55270,55270,"Jan 1, 1988",(4) Syracuse,(6) Auburn,4,6
55271,55271,"Jan 1, 1988",(13) Texas A&M,(12) Notre Dame,13,12
55274,55274,"Aug 27, 1988",(2) Nebraska,(10) Texas A&M,2,10
55289,55289,"Sep 3, 1988",(12) Georgia,(18) Tennessee,12,18
55294,55294,"Sep 3, 1988",(17) Louisiana State,(11) Texas A&M,17,11
55296,55296,"Sep 3, 1988",(6) Miami (FL),(1) Florida State,6,1
55350,55350,"Sep 10, 1988",(13) Notre Dame,(9) Michigan,13,9
55361,55361,"Sep 10, 1988",(5) UCLA,(2) Nebraska,5,2
55385,55385,"Sep 17, 1988",(10) Florida State,(3) Clemson,10,3
55396,55396,"Sep 17, 1988",(1) Miami (FL),(15) Michigan,1,15
55456,55456,"Sep 24, 1988",(14) South Carolina,(6) Georgia,14,6
55457,55457,"Sep 24, 1988",(5) Southern California,(3) Oklahoma,5,3
55468,55468,"Sep 24, 1988",(11) West Virginia,(16) Pittsburgh,11,16
55484,55484,"Oct 1, 1988",(17) Florida,(14) Louisiana State,17,14
55518,55518,"Oct 1, 1988",(2) UCLA,(16) Washington,2,16
55557,55557,"Oct 8, 1988",(3) Southern California,(18) Oregon,3,18
55601,55601,"Oct 15, 1988",(7) Nebraska,(10) Oklahoma State,7,10
55604,55604,"Oct 15, 1988",(4) Notre Dame,(1) Miami (FL),4,1
55612,55612,"Oct 15, 1988",(3) Southern California,(16) Washington,3,16
55644,55644,"Oct 22, 1988",(20) Michigan,(14) Indiana,20,14
55734,55734,"Nov 5, 1988",(5) Florida State,(15) South Carolina,5,15
55746,55746,"Nov 5, 1988",(13) Louisiana State,(18) Alabama,13,18
55756,55756,"Nov 5, 1988",(8) Oklahoma,(12) Oklahoma State,8,12
55779,55779,"Nov 12, 1988",(9) Auburn,(17) Georgia,9,17
55799,55799,"Nov 12, 1988",(7) Nebraska,(19) Colorado,7,19
55844,55844,"Nov 19, 1988",(3) Miami (FL),(11) Louisiana State,3,11
55848,55848,"Nov 19, 1988",(7) Nebraska,(9) Oklahoma,7,9
55858,55858,"Nov 19, 1988",(2) Southern California,(6) UCLA,2,6
55869,55869,"Nov 19, 1988",(4) West Virginia,(14) Syracuse,4,14
55873,55873,"Nov 25, 1988",(7) Auburn,(17) Alabama,7,17
55880,55880,"Nov 26, 1988",(3) Miami (FL),(8) Arkansas,3,8
55883,55883,"Nov 26, 1988",(1) Notre Dame,(2) Southern California,1,2
55896,55896,"Dec 25, 1988",(18) Washington State,(14) Houston,18,14
55900,55900,"Dec 30, 1988",(12) Oklahoma State,(15) Wyoming,12,15
55903,55903,"Jan 2, 1989",(13) Clemson,(10) Oklahoma,13,10
55904,55904,"Jan 2, 1989",(4) Florida State,(7) Auburn,4,7
55905,55905,"Jan 2, 1989",(2) Miami (FL),(6) Nebraska,2,6
55906,55906,"Jan 2, 1989",(11) Michigan,(5) Southern California,11,5
55907,55907,"Jan 2, 1989",(1) Notre Dame,(3) West Virginia,1,3
55908,55908,"Jan 2, 1989",(17) Syracuse,(16) Louisiana State,17,16
55909,55909,"Jan 2, 1989",(9) UCLA,(8) Arkansas,9,8
55942,55942,"Sep 4, 1989",(22) Illinois,(5) Southern California,22,5
55951,55951,"Sep 9, 1989",(10) Clemson,(16) Florida State,10,16
55999,55999,"Sep 16, 1989",(8) Colorado,(10) Illinois,8,10
56019,56019,"Sep 16, 1989",(1) Notre Dame,(2) Michigan,1,2
56041,56041,"Sep 23, 1989",(23) Arizona,(11) Washington,23,11
56063,56063,"Sep 23, 1989",(5) Michigan,(24) UCLA,5,24
56071,56071,"Sep 23, 1989",(13) Pittsburgh,(10) Syracuse,13,10
56075,56075,"Sep 23, 1989",(12) Southern California,(25) Ohio State,12,25
56099,56099,"Sep 30, 1989",(5) Colorado,(21) Washington,5,21
56127,56127,"Sep 30, 1989",(10) Pittsburgh,(9) West Virginia,10,9
56132,56132,"Sep 30, 1989",(11) Southern California,(19) Washington State,11,19
56133,56133,"Sep 30, 1989",(12) Tennessee,(4) Auburn,12,4
56154,56154,"Oct 7, 1989",(22) Florida State,(17) Syracuse,22,17
56189,56189,"Oct 7, 1989",(21) Washington State,(23) Oregon,21,23
56217,56217,"Oct 14, 1989",(5) Michigan,(21) Michigan State,5,21
56221,56221,"Oct 14, 1989",(1) Notre Dame,(17) Air Force,1,17
56240,56240,"Oct 21, 1989",(10) Alabama,(6) Tennessee,10,6
56241,56241,"Oct 21, 1989",(22) Arizona,(15) Washington State,22,15
56252,56252,"Oct 21, 1989",(14) Florida State,(11) Auburn,14,11
56269,56269,"Oct 21, 1989",(1) Notre Dame,(9) Southern California,1,9
56294,56294,"Oct 28, 1989",(6) Alabama,(14) Penn State,6,14
56297,56297,"Oct 28, 1989",(13) Arkansas,(12) Houston,13,12
56306,56306,"Oct 28, 1989",(9) Florida State,(2) Miami (FL),9,2
56321,56321,"Oct 28, 1989",(20) North Carolina State,(25) South Carolina,20,25
56323,56323,"Oct 28, 1989",(1) Notre Dame,(7) Pittsburgh,1,7
56348,56348,"Nov 4, 1989",(12) Auburn,(19) Florida,12,19
56355,56355,"Nov 4, 1989",(2) Colorado,(3) Nebraska,2,3
56380,56380,"Nov 4, 1989",(16) Penn State,(13) West Virginia,16,13
56390,56390,"Nov 4, 1989",(24) Virginia,(18) North Carolina State,24,18
56417,56417,"Nov 11, 1989",(7) Miami (FL),(14) Pittsburgh,7,14
56419,56419,"Nov 11, 1989",(3) Michigan,(8) Illinois,3,8
56435,56435,"Nov 11, 1989",(9) Southern California,(25) Arizona,9,25
56470,56470,"Nov 18, 1989",(1) Notre Dame,(17) Penn State,1,17
56492,56492,"Nov 24, 1989",(9) Arkansas,(14) Texas A&M,9,14
56499,56499,"Nov 25, 1989",(13) Houston,(18) Texas Tech,13,18
56503,56503,"Nov 25, 1989",(7) Miami (FL),(1) Notre Dame,7,1
56504,56504,"Nov 25, 1989",(3) Michigan,(20) Ohio State,3,20
56508,56508,"Nov 25, 1989",(22) Penn State,(19) Pittsburgh,22,19
56514,56514,"Dec 2, 1989",(11) Auburn,(2) Alabama,11,2
56526,56526,"Dec 25, 1989",(22) Michigan State,(25) Hawaii,22,25
56528,56528,"Dec 28, 1989",(24) Texas Tech,(20) Duke,24,20
56529,56529,"Dec 29, 1989",(18) Penn State,(19) Brigham Young,18,19
56530,56530,"Dec 30, 1989",(14) Clemson,(17) West Virginia,14,17
56531,56531,"Dec 30, 1989",(23) Pittsburgh,(16) Texas A&M,23,16
56535,56535,"Jan 1, 1990",(9) Auburn,(21) Ohio State,9,21
56536,56536,"Jan 1, 1990",(5) Florida State,(6) Nebraska,5,6
56537,56537,"Jan 1, 1990",(11) Illinois,(15) Virginia,11,15
56538,56538,"Jan 1, 1990",(2) Miami (FL),(7) Alabama,2,7
56539,56539,"Jan 1, 1990",(4) Notre Dame,(1) Colorado,4,1
56540,56540,"Jan 1, 1990",(12) Southern California,(3) Michigan,12,3
56541,56541,"Jan 1, 1990",(8) Tennessee,(10) Arkansas,8,10
56542,56542,"Aug 26, 1990",(8) Tennessee,(5) Colorado,8,5
56584,56584,"Sep 8, 1990",(16) Brigham Young,(1) Miami (FL),16,1
56607,56607,"Sep 8, 1990",(23) Oklahoma,(19) UCLA,23,19
56625,56625,"Sep 8, 1990",(14) Virginia,(9) Clemson,14,9
56645,56645,"Sep 15, 1990",(21) Illinois,(9) Colorado,21,9
56659,56659,"Sep 15, 1990",(1) Notre Dame,(4) Michigan,1,4
56661,56661,"Sep 15, 1990",(14) Oklahoma,(13) Pittsburgh,14,13
56687,56687,"Sep 22, 1990",(20) Colorado,(22) Texas,20,22
56712,56712,"Sep 22, 1990",(1) Notre Dame,(24) Michigan State,1,24
56729,56729,"Sep 22, 1990",(21) Washington,(5) Southern California,21,5
56744,56744,"Sep 29, 1990",(20) Colorado,(12) Washington,20,12
56772,56772,"Sep 29, 1990",(18) Southern California,(15) Ohio State,18,15
56774,56774,"Sep 29, 1990",(5) Tennessee,(3) Auburn,5,3
56800,56800,"Oct 6, 1990",(13) Illinois,(20) Ohio State,13,20
56807,56807,"Oct 6, 1990",(9) Miami (FL),(2) Florida State,9,2
56844,56844,"Oct 13, 1990",(18) Georgia Tech,(15) Clemson,18,15
56845,56845,"Oct 13, 1990",(12) Houston,(20) Texas A&M,12,20
56872,56872,"Oct 13, 1990",(5) Tennessee,(9) Florida,5,9
56881,56881,"Oct 13, 1990",(17) Washington,(19) Oregon,17,19
56887,56887,"Oct 20, 1990",(5) Auburn,(7) Florida State,5,7
56903,56903,"Oct 20, 1990",(8) Illinois,(24) Michigan State,8,24
56904,56904,"Oct 20, 1990",(22) Iowa,(10) Michigan,22,10
56919,56919,"Oct 20, 1990",(6) Notre Dame,(2) Miami (FL),6,2
56944,56944,"Oct 27, 1990",(10) Colorado,(22) Oklahoma,10,22
56996,56996,"Nov 3, 1990",(9) Colorado,(3) Nebraska,9,3
57000,57000,"Nov 3, 1990",(15) Florida,(4) Auburn,15,4
57003,57003,"Nov 3, 1990",(16) Georgia Tech,(1) Virginia,16,1
57006,57006,"Nov 3, 1990",(13) Iowa,(5) Illinois,13,5
57036,57036,"Nov 3, 1990",(7) Washington,(23) Arizona,7,23
57043,57043,"Nov 10, 1990",(8) Brigham Young,(25) Wyoming,8,25
57061,57061,"Nov 10, 1990",(19) Michigan,(17) Illinois,19,17
57067,57067,"Nov 10, 1990",(1) Notre Dame,(9) Tennessee,1,9
57080,57080,"Nov 10, 1990",(14) Texas,(3) Houston,14,3
57121,57121,"Nov 17, 1990",(18) Penn State,(1) Notre Dame,18,1
57128,57128,"Nov 17, 1990",(14) Tennessee,(15) Mississippi,14,15
57147,57147,"Nov 24, 1990",(15) Michigan,(19) Ohio State,15,19
57151,57151,"Nov 24, 1990",(7) Notre Dame,(18) Southern California,7,18
57161,57161,"Dec 1, 1990",(8) Florida State,(6) Florida,8,6
57173,57173,"Dec 28, 1990",(6) Florida State,(7) Penn State,6,7
57179,57179,"Dec 31, 1990",(22) Michigan State,(21) Southern California,22,21
57180,57180,"Jan 1, 1991",(14) Clemson,(16) Illinois,14,16
57181,57181,"Jan 1, 1991",(1) Colorado,(5) Notre Dame,1,5
57182,57182,"Jan 1, 1991",(2) Georgia Tech,(19) Nebraska,2,19
57183,57183,"Jan 1, 1991",(18) Louisville,(25) Alabama,18,25
57184,57184,"Jan 1, 1991",(4) Miami (FL),(3) Texas,4,3
57185,57185,"Jan 1, 1991",(12) Michigan,(15) Mississippi,12,15
57187,57187,"Jan 1, 1991",(8) Washington,(17) Iowa,8,17
57188,57188,"Aug 28, 1991",(7) Penn State,(8) Georgia Tech,7,8
57189,57189,"Aug 29, 1991",(1) Florida State,(19) Brigham Young,1,19
57253,57253,"Sep 7, 1991",(23) UCLA,(25) Brigham Young,23,25
57259,57259,"Sep 12, 1991",(2) Miami (FL),(10) Houston,2,10
57265,57265,"Sep 14, 1991",(23) Baylor,(12) Colorado,23,12
57271,57271,"Sep 14, 1991",(6) Florida,(16) Alabama,6,16
57282,57282,"Sep 14, 1991",(3) Michigan,(7) Notre Dame,3,7
57300,57300,"Sep 14, 1991",(11) Tennessee,(21) UCLA,11,21
57348,57348,"Sep 21, 1991",(18) Syracuse,(5) Florida,18,5
57349,57349,"Sep 21, 1991",(6) Tennessee,(23) Mississippi State,6,23
57355,57355,"Sep 21, 1991",(4) Washington,(9) Nebraska,4,9
57370,57370,"Sep 28, 1991",(7) Clemson,(19) Georgia Tech,7,19
57373,57373,"Sep 28, 1991",(14) Florida,(21) Mississippi State,14,21
57374,57374,"Sep 28, 1991",(1) Florida State,(3) Michigan,1,3
57385,57385,"Sep 28, 1991",(16) Nebraska,(24) Arizona State,16,24
57399,57399,"Sep 28, 1991",(5) Tennessee,(13) Auburn,5,13
57416,57416,"Oct 5, 1991",(18) California,(24) UCLA,18,24
57424,57424,"Oct 5, 1991",(1) Florida State,(10) Syracuse,1,10
57433,57433,"Oct 5, 1991",(7) Michigan,(9) Iowa,7,9
57437,57437,"Oct 5, 1991",(19) North Carolina State,(21) Georgia Tech,19,21
57474,57474,"Oct 12, 1991",(10) Florida,(4) Tennessee,10,4
57477,57477,"Oct 12, 1991",(22) Georgia,(23) Mississippi,22,23
57479,57479,"Oct 12, 1991",(20) Illinois,(11) Ohio State,20,11
57486,57486,"Oct 12, 1991",(2) Miami (FL),(9) Penn State,2,9
57494,57494,"Oct 12, 1991",(7) Notre Dame,(12) Pittsburgh,7,12
57512,57512,"Oct 19, 1991",(14) Alabama,(8) Tennessee,14,8
57518,57518,"Oct 19, 1991",(22) Colorado,(12) Oklahoma,22,12
57524,57524,"Oct 19, 1991",(15) Iowa,(13) Illinois,15,13
57545,57545,"Oct 19, 1991",(24) Syracuse,(20) Pittsburgh,24,20
57547,57547,"Oct 19, 1991",(19) Texas A&M,(16) Baylor,19,16
57555,57555,"Oct 19, 1991",(3) Washington,(7) California,3,7
57569,57569,"Oct 26, 1991",(19) Clemson,(12) North Carolina State,19,12
57573,57573,"Oct 26, 1991",(20) East Carolina,(23) Pittsburgh,20,23
57612,57612,"Nov 2, 1991",(21) Baylor,(24) Arkansas,21,24
57625,57625,"Nov 2, 1991",(11) Iowa,(13) Ohio State,11,13
57634,57634,"Nov 2, 1991",(9) Nebraska,(15) Colorado,9,15
57673,57673,"Nov 9, 1991",(6) Florida,(23) Georgia,6,23
57679,57679,"Nov 9, 1991",(10) Iowa,(25) Indiana,10,25
57696,57696,"Nov 9, 1991",(13) Tennessee,(5) Notre Dame,13,5
57704,57704,"Nov 9, 1991",(24) Virginia,(18) North Carolina State,24,18
57730,57730,"Nov 16, 1991",(2) Miami (FL),(1) Florida State,2,1
57732,57732,"Nov 16, 1991",(4) Michigan,(25) Illinois,4,25
57742,57742,"Nov 16, 1991",(8) Penn State,(12) Notre Dame,8,12
57776,57776,"Nov 23, 1991",(4) Michigan,(18) Ohio State,4,18
57783,57783,"Nov 23, 1991",(21) Stanford,(6) California,21,6
57798,57798,"Nov 29, 1991",(11) Nebraska,(19) Oklahoma,11,19
57801,57801,"Nov 30, 1991",(5) Florida,(3) Florida State,5,3
57811,57811,"Dec 28, 1991",(8) Alabama,(15) Colorado,8,15
57814,57814,"Dec 29, 1991",(20) Oklahoma,(19) Virginia,20,19
57819,57819,"Jan 1, 1992",(14) California,(13) Clemson,14,13
57820,57820,"Jan 1, 1992",(12) East Carolina,(21) North Carolina State,12,21
57821,57821,"Jan 1, 1992",(5) Florida State,(9) Texas A&M,5,9
57822,57822,"Jan 1, 1992",(1) Miami (FL),(11) Nebraska,1,11
57823,57823,"Jan 1, 1992",(18) Notre Dame,(3) Florida,18,3
57824,57824,"Jan 1, 1992",(6) Penn State,(10) Tennessee,6,10
57825,57825,"Jan 1, 1992",(16) Syracuse,(25) Ohio State,16,25
57826,57826,"Jan 1, 1992",(2) Washington,(4) Michigan,2,4
57827,57827,"Aug 26, 1992",(7) Texas A&M,(17) Stanford,7,17
57851,57851,"Sep 5, 1992",(1) Miami (FL),(23) Iowa,1,23
57890,57890,"Sep 12, 1992",(5) Florida State,(15) Clemson,5,15
57902,57902,"Sep 12, 1992",(6) Michigan,(3) Notre Dame,6,3
57922,57922,"Sep 12, 1992",(20) Tennessee,(14) Georgia,20,14
57948,57948,"Sep 19, 1992",(3) Florida State,(16) North Carolina State,3,16
57966,57966,"Sep 19, 1992",(21) Ohio State,(8) Syracuse,21,8
57974,57974,"Sep 19, 1992",(14) Tennessee,(4) Florida,14,4
57979,57979,"Sep 19, 1992",(20) Virginia,(22) Georgia Tech,20,22
57981,57981,"Sep 19, 1992",(2) Washington,(12) Nebraska,2,12
58027,58027,"Sep 26, 1992",(11) UCLA,(21) San Diego State,11,21
58036,58036,"Oct 1, 1992",(24) Mississippi State,(13) Florida,24,13
